,name,date,rating
1777,Bayern München,10 Mar 2009,2603
1778,Bayern München,07 Mar 2009,2578
1779,Bayern München,04 Mar 2009,2589
1780,Bayern München,04 Mar 2009,2571
1781,Bayern München,01 Mar 2009,2608
1782,Bayern München,21 Feb 2009,2611
1783,Bayern München,14 Feb 2009,2631
1784,Bayern München,08 Feb 2009,2646
1785,Bayern München,30 Jan 2009,2641
1786,Bayern München,27 Jan 2009,2644
1787,Bayern München,27 Jan 2009,2656
1788,Bayern München,13 Dec 2008,2631
1789,Bayern München,10 Dec 2008,2635
1790,Bayern München,05 Dec 2008,2627
1791,Bayern München,29 Nov 2008,2622
1792,Bayern München,25 Nov 2008,2610
1793,Bayern München,22 Nov 2008,2609
1794,Bayern München,15 Nov 2008,2605
1795,Bayern München,09 Nov 2008,2612
1796,Bayern München,05 Nov 2008,2601
1797,Bayern München,01 Nov 2008,2607
1798,Bayern München,29 Oct 2008,2604
1799,Bayern München,25 Oct 2008,2599
1800,Bayern München,21 Oct 2008,2591
1801,Bayern München,18 Oct 2008,2584
1802,Bayern München,04 Oct 2008,2579
1803,Bayern München,27 Sep 2008,2587
1804,Bayern München,24 Sep 2008,2603
1805,Bayern München,20 Sep 2008,2600
1806,Bayern München,13 Sep 2008,2627
1807,Bayern München,31 Aug 2008,2620
1808,Bayern München,23 Aug 2008,2614
1809,Bayern München,15 Aug 2008,2619
1810,Bayern München,10 Aug 2008,2626
1811,Bayern München,17 May 2008,2624
1812,Bayern München,10 May 2008,2619
1813,Bayern München,07 May 2008,2615
1814,Bayern München,04 May 2008,2612
1815,Bayern München,27 Apr 2008,2617
1816,Bayern München,19 Apr 2008,2608
1817,Bayern München,16 Apr 2008,2602
1818,Bayern München,13 Apr 2008,2593
1819,Bayern München,06 Apr 2008,2583
1820,Bayern München,29 Mar 2008,2577
1821,Bayern München,22 Mar 2008,2583
1822,Bayern München,19 Mar 2008,2576
1823,Bayern München,15 Mar 2008,2569
1824,Bayern München,08 Mar 2008,2595
1825,Bayern München,01 Mar 2008,2589
1826,Bayern München,27 Feb 2008,2579
1827,Bayern München,24 Feb 2008,2577
1828,Bayern München,17 Feb 2008,2581
1829,Bayern München,10 Feb 2008,2569
1830,Bayern München,01 Feb 2008,2572
1831,Bayern München,29 Jan 2008,2568
1832,Bayern München,15 Dec 2007,2565
1833,Bayern München,08 Dec 2007,2571
1834,Bayern München,02 Dec 2007,2580
1835,Bayern München,24 Nov 2007,2575
1836,Bayern München,10 Nov 2007,2571
1837,Bayern München,03 Nov 2007,2590
1838,Bayern München,31 Oct 2007,2598
1839,Bayern München,28 Oct 2007,2594
1840,Bayern München,20 Oct 2007,2599
1841,Bayern München,07 Oct 2007,2593
1842,Bayern München,29 Sep 2007,2586
1843,Bayern München,26 Sep 2007,2577
1844,Bayern München,23 Sep 2007,2571
1845,Bayern München,15 Sep 2007,2560
1846,Bayern München,02 Sep 2007,2564
1847,Bayern München,25 Aug 2007,2565
1848,Bayern München,18 Aug 2007,2558
1849,Bayern München,11 Aug 2007,2533
1850,Bayern München,06 Aug 2007,2528
1851,Bayern München,19 May 2007,2526
1852,Bayern München,12 May 2007,2519
1853,Bayern München,05 May 2007,2506
1854,Bayern München,28 Apr 2007,2512
1855,Bayern München,21 Apr 2007,2527
1856,Bayern München,15 Apr 2007,2543
1857,Bayern München,08 Apr 2007,2536
1858,Bayern München,31 Mar 2007,2529
1859,Bayern München,17 Mar 2007,2515
1860,Bayern München,11 Mar 2007,2531
1861,Bayern München,03 Mar 2007,2533
1862,Bayern München,24 Feb 2007,2524
1863,Bayern München,17 Feb 2007,2520
1864,Bayern München,11 Feb 2007,2537
1865,Bayern München,02 Feb 2007,2534
1866,Bayern München,30 Jan 2007,2557
1867,Bayern München,26 Jan 2007,2566
1868,Bayern München,16 Dec 2006,2580
1869,Bayern München,09 Dec 2006,2571
1870,Bayern München,02 Dec 2006,2568
1871,Bayern München,25 Nov 2006,2576
1872,Bayern München,18 Nov 2006,2569
1873,Bayern München,11 Nov 2006,2563
1874,Bayern München,08 Nov 2006,2553
1875,Bayern München,05 Nov 2006,2572
1876,Bayern München,28 Oct 2006,2574
1877,Bayern München,21 Oct 2006,2569
1878,Bayern München,14 Oct 2006,2584
1879,Bayern München,30 Sep 2006,2575
1880,Bayern München,23 Sep 2006,2593
1881,Bayern München,16 Sep 2006,2591
1882,Bayern München,26 Aug 2006,2609
1883,Bayern München,20 Aug 2006,2616
1884,Bayern München,11 Aug 2006,2613
1885,Bayern München,13 May 2006,2606
1886,Bayern München,06 May 2006,2613
1887,Bayern München,03 May 2006,2621
1888,Bayern München,23 Apr 2006,2616
1889,Bayern München,15 Apr 2006,2622
1890,Bayern München,08 Apr 2006,2618
1891,Bayern München,01 Apr 2006,2642
1892,Bayern München,25 Mar 2006,2652
1893,Bayern München,19 Mar 2006,2649
1894,Bayern München,11 Mar 2006,2638
1895,Bayern München,04 Mar 2006,2645
1896,Bayern München,25 Feb 2006,2663
1897,Bayern München,18 Feb 2006,2660
1898,Bayern München,12 Feb 2006,2665
1899,Bayern München,07 Feb 2006,2664
1900,Bayern München,04 Feb 2006,2669
1901,Bayern München,27 Jan 2006,2665
1902,Bayern München,17 Dec 2005,2659
1903,Bayern München,11 Dec 2005,2654
1904,Bayern München,03 Dec 2005,2652
1905,Bayern München,26 Nov 2005,2658
1906,Bayern München,19 Nov 2005,2656
1907,Bayern München,05 Nov 2005,2652
1908,Bayern München,29 Oct 2005,2643
1909,Bayern München,22 Oct 2005,2641
1910,Bayern München,15 Oct 2005,2638
1911,Bayern München,01 Oct 2005,2641
1912,Bayern München,24 Sep 2005,2637
1913,Bayern München,20 Sep 2005,2660
1914,Bayern München,17 Sep 2005,2657
1915,Bayern München,10 Sep 2005,2654
1916,Bayern München,27 Aug 2005,2651
1917,Bayern München,13 Aug 2005,2641
1918,Bayern München,05 Aug 2005,2627
1919,Bayern München,21 May 2005,2623
1920,Bayern München,14 May 2005,2612
1921,Bayern München,07 May 2005,2607
1922,Bayern München,30 Apr 2005,2600
1923,Bayern München,23 Apr 2005,2590
1924,Bayern München,16 Apr 2005,2586
1925,Bayern München,09 Apr 2005,2580
1926,Bayern München,02 Apr 2005,2577
1927,Bayern München,19 Mar 2005,2567
1928,Bayern München,13 Mar 2005,2565
1929,Bayern München,05 Mar 2005,2576
1930,Bayern München,26 Feb 2005,2568
1931,Bayern München,19 Feb 2005,2565
1932,Bayern München,13 Feb 2005,2555
1933,Bayern München,05 Feb 2005,2578
1934,Bayern München,30 Jan 2005,2569
1935,Bayern München,21 Jan 2005,2570
1936,Bayern München,11 Dec 2004,2562
1937,Bayern München,04 Dec 2004,2566
1938,Bayern München,27 Nov 2004,2572
1939,Bayern München,20 Nov 2004,2566
1940,Bayern München,14 Nov 2004,2563
1941,Bayern München,06 Nov 2004,2556
1942,Bayern München,30 Oct 2004,2545
1943,Bayern München,26 Oct 2004,2569
1944,Bayern München,23 Oct 2004,2561
1945,Bayern München,16 Oct 2004,2555
1946,Bayern München,02 Oct 2004,2572
1947,Bayern München,25 Sep 2004,2561
1948,Bayern München,18 Sep 2004,2559
1949,Bayern München,11 Sep 2004,2562
1950,Bayern München,28 Aug 2004,2558
1951,Bayern München,14 Aug 2004,2581
1952,Bayern München,07 Aug 2004,2587
1953,Bayern München,09 Aug 2003,2577
1954,Bayern München,01 Aug 2003,2581
1955,Bayern München,10 Aug 2002,2577
1956,Juventus Turin,10 Nov 2019,2682
1957,Juventus Turin,02 Nov 2019,2678
1958,Juventus Turin,30 Oct 2019,2673
1959,Juventus Turin,26 Oct 2019,2672
1960,Juventus Turin,19 Oct 2019,2680
1961,Juventus Turin,06 Oct 2019,2678
1962,Juventus Turin,28 Sep 2019,2668
1963,Juventus Turin,24 Sep 2019,2666
1964,Juventus Turin,22 Sep 2019,2664
1965,Juventus Turin,15 Sep 2019,2663
1966,Juventus Turin,31 Aug 2019,2671
1967,Juventus Turin,24 Aug 2019,2664
1968,Juventus Turin,26 May 2019,2661
1969,Juventus Turin,19 May 2019,2687
1970,Juventus Turin,12 May 2019,2693
1971,Juventus Turin,03 May 2019,2715
1972,Juventus Turin,27 Apr 2019,2723
1973,Juventus Turin,20 Apr 2019,2727
1974,Juventus Turin,13 Apr 2019,2725
1975,Juventus Turin,06 Apr 2019,2745
1976,Juventus Turin,02 Apr 2019,2742
1977,Juventus Turin,30 Mar 2019,2739
1978,Juventus Turin,17 Mar 2019,2738
1979,Juventus Turin,12 Mar 2019,2767
1980,Juventus Turin,08 Mar 2019,2755
1981,Juventus Turin,03 Mar 2019,2753
1982,Juventus Turin,23 Feb 2019,2745
1983,Juventus Turin,20 Feb 2019,2744
1984,Juventus Turin,15 Feb 2019,2762
1985,Juventus Turin,10 Feb 2019,2761
1986,Juventus Turin,02 Feb 2019,2756
1987,Juventus Turin,27 Jan 2019,2766
1988,Juventus Turin,21 Jan 2019,2762
1989,Juventus Turin,29 Dec 2018,2761
1990,Juventus Turin,26 Dec 2018,2759
1991,Juventus Turin,22 Dec 2018,2766
1992,Juventus Turin,15 Dec 2018,2762
1993,Juventus Turin,07 Dec 2018,2758
1994,Juventus Turin,01 Dec 2018,2755
1995,Juventus Turin,24 Nov 2018,2748
1996,Juventus Turin,11 Nov 2018,2746
1997,Juventus Turin,07 Nov 2018,2738
1998,Juventus Turin,03 Nov 2018,2755
1999,Juventus Turin,28 Oct 2018,2754
2000,Juventus Turin,23 Oct 2018,2752
2001,Juventus Turin,21 Oct 2018,2744
2002,Juventus Turin,07 Oct 2018,2754
2003,Juventus Turin,02 Oct 2018,2752
2004,Juventus Turin,29 Sep 2018,2750
2005,Juventus Turin,26 Sep 2018,2744
2006,Juventus Turin,23 Sep 2018,2742
2007,Juventus Turin,19 Sep 2018,2741
2008,Juventus Turin,16 Sep 2018,2732
2009,Juventus Turin,01 Sep 2018,2731
2010,Juventus Turin,25 Aug 2018,2729
2011,Juventus Turin,18 Aug 2018,2724
2012,Juventus Turin,19 May 2018,2722
2013,Juventus Turin,13 May 2018,2721
2014,Juventus Turin,05 May 2018,2723
2015,Juventus Turin,28 Apr 2018,2722
2016,Juventus Turin,22 Apr 2018,2715
2017,Juventus Turin,18 Apr 2018,2732
2018,Juventus Turin,15 Apr 2018,2742
2019,Juventus Turin,11 Apr 2018,2739
2020,Juventus Turin,07 Apr 2018,2717
2021,Juventus Turin,03 Apr 2018,2716
2022,Juventus Turin,31 Mar 2018,2736
2023,Juventus Turin,17 Mar 2018,2731
2024,Juventus Turin,14 Mar 2018,2741
2025,Juventus Turin,11 Mar 2018,2737
2026,Juventus Turin,07 Mar 2018,2735
2027,Juventus Turin,03 Mar 2018,2722
2028,Juventus Turin,18 Feb 2018,2715
2029,Juventus Turin,13 Feb 2018,2711
2030,Juventus Turin,09 Feb 2018,2712
2031,Juventus Turin,04 Feb 2018,2706
2032,Juventus Turin,27 Jan 2018,2703
2033,Juventus Turin,22 Jan 2018,2699
2034,Juventus Turin,06 Jan 2018,2697
2035,Juventus Turin,30 Dec 2017,2694
2036,Juventus Turin,17 Dec 2017,2691
2037,Juventus Turin,09 Dec 2017,2686
2038,Juventus Turin,05 Dec 2017,2692
2039,Juventus Turin,01 Dec 2017,2684
2040,Juventus Turin,26 Nov 2017,2674
2041,Juventus Turin,22 Nov 2017,2672
2042,Juventus Turin,19 Nov 2017,2669
2043,Juventus Turin,05 Nov 2017,2687
2044,Juventus Turin,31 Oct 2017,2687
2045,Juventus Turin,28 Oct 2017,2692
2046,Juventus Turin,25 Oct 2017,2684
2047,Juventus Turin,22 Oct 2017,2682
2048,Juventus Turin,18 Oct 2017,2676
2049,Juventus Turin,14 Oct 2017,2673
2050,Juventus Turin,01 Oct 2017,2690
2051,Juventus Turin,27 Sep 2017,2696
2052,Juventus Turin,23 Sep 2017,2691
2053,Juventus Turin,17 Sep 2017,2684
2054,Juventus Turin,12 Sep 2017,2679
2055,Juventus Turin,09 Sep 2017,2690
2056,Juventus Turin,09 Sep 2017,2687
2057,Juventus Turin,26 Aug 2017,2684
2058,Juventus Turin,07 Dec 2016,2678
2059,Juventus Turin,27 Nov 2016,2677
2060,Juventus Turin,22 Nov 2016,2704
2061,Juventus Turin,19 Nov 2016,2693
2062,Juventus Turin,06 Nov 2016,2693
2063,Juventus Turin,02 Nov 2016,2689
2064,Juventus Turin,29 Oct 2016,2697
2065,Juventus Turin,26 Oct 2016,2692
2066,Juventus Turin,22 Oct 2016,2689
2067,Juventus Turin,18 Oct 2016,2706
2068,Juventus Turin,15 Oct 2016,2701
2069,Juventus Turin,02 Oct 2016,2700
2070,Juventus Turin,27 Sep 2016,2696
2071,Juventus Turin,24 Sep 2016,2693
2072,Juventus Turin,21 Sep 2016,2690
2073,Juventus Turin,18 Sep 2016,2688
2074,Juventus Turin,14 Sep 2016,2705
2075,Juventus Turin,10 Sep 2016,2712
2076,Juventus Turin,27 Aug 2016,2708
2077,Juventus Turin,20 Aug 2016,2703
2078,Juventus Turin,14 May 2016,2700
2079,Juventus Turin,08 May 2016,2697
2080,Juventus Turin,01 May 2016,2717
2081,Juventus Turin,24 Apr 2016,2715
2082,Juventus Turin,20 Apr 2016,2710
2083,Juventus Turin,17 Apr 2016,2705
2084,Juventus Turin,09 Apr 2016,2703
2085,Juventus Turin,02 Apr 2016,2698
2086,Juventus Turin,20 Mar 2016,2696
2087,Juventus Turin,16 Mar 2016,2690
2088,Juventus Turin,11 Mar 2016,2700
2089,Juventus Turin,06 Mar 2016,2697
2090,Juventus Turin,28 Feb 2016,2693
2091,Juventus Turin,23 Feb 2016,2689
2092,Juventus Turin,19 Feb 2016,2687
2093,Juventus Turin,13 Feb 2016,2695
2094,Juventus Turin,07 Feb 2016,2689
2095,Juventus Turin,03 Feb 2016,2686
2096,Juventus Turin,31 Jan 2016,2684
2097,Juventus Turin,24 Jan 2016,2677
2098,Juventus Turin,17 Jan 2016,2672
2099,Juventus Turin,10 Jan 2016,2666
2100,Juventus Turin,06 Jan 2016,2662
2101,Juventus Turin,20 Dec 2015,2659
2102,Juventus Turin,13 Dec 2015,2657
2103,Juventus Turin,08 Dec 2015,2649
2104,Juventus Turin,04 Dec 2015,2663
2105,Juventus Turin,29 Nov 2015,2655
2106,Juventus Turin,25 Nov 2015,2648
2107,Juventus Turin,21 Nov 2015,2638
2108,Juventus Turin,08 Nov 2015,2634
2109,Juventus Turin,03 Nov 2015,2628
2110,Juventus Turin,31 Oct 2015,2628
2111,Juventus Turin,28 Oct 2015,2625
2112,Juventus Turin,25 Oct 2015,2642
2113,Juventus Turin,21 Oct 2015,2639
2114,Juventus Turin,18 Oct 2015,2644
2115,Juventus Turin,04 Oct 2015,2648
2116,Juventus Turin,30 Sep 2015,2646
2117,Juventus Turin,26 Sep 2015,2637
2118,Juventus Turin,23 Sep 2015,2652
2119,Juventus Turin,20 Sep 2015,2662
2120,Juventus Turin,15 Sep 2015,2655
2121,Juventus Turin,12 Sep 2015,2640
2122,Juventus Turin,30 Aug 2015,2648
2123,Juventus Turin,23 Aug 2015,2662
2124,Juventus Turin,06 Jun 2015,2683
2125,Juventus Turin,31 May 2015,2695
2126,Juventus Turin,23 May 2015,2703
2127,Juventus Turin,16 May 2015,2697
2128,Juventus Turin,13 May 2015,2692
2129,Juventus Turin,09 May 2015,2688
2130,Juventus Turin,05 May 2015,2697
2131,Juventus Turin,02 May 2015,2685
2132,Juventus Turin,29 Apr 2015,2681
2133,Juventus Turin,26 Apr 2015,2677
2134,Juventus Turin,22 Apr 2015,2695
2135,Juventus Turin,18 Apr 2015,2699
2136,Juventus Turin,14 Apr 2015,2693
2137,Juventus Turin,11 Apr 2015,2688
2138,Juventus Turin,04 Apr 2015,2708
2139,Juventus Turin,22 Mar 2015,2706
2140,Juventus Turin,18 Mar 2015,2704
2141,Juventus Turin,14 Mar 2015,2689
2142,Juventus Turin,09 Mar 2015,2686
2143,Juventus Turin,02 Mar 2015,2684
2144,Juventus Turin,24 Feb 2015,2687
2145,Juventus Turin,20 Feb 2015,2682
2146,Juventus Turin,15 Feb 2015,2680
2147,Juventus Turin,07 Feb 2015,2690
2148,Juventus Turin,01 Feb 2015,2685
2149,Juventus Turin,25 Jan 2015,2692
2150,Juventus Turin,18 Jan 2015,2690
2151,Juventus Turin,11 Jan 2015,2687
2152,Juventus Turin,06 Jan 2015,2674
2153,Juventus Turin,18 Dec 2014,2683
2154,Juventus Turin,14 Dec 2014,2679
2155,Juventus Turin,09 Dec 2014,2687
2156,Juventus Turin,05 Dec 2014,2689
2157,Juventus Turin,30 Nov 2014,2694
2158,Juventus Turin,26 Nov 2014,2692
2159,Juventus Turin,22 Nov 2014,2689
2160,Juventus Turin,09 Nov 2014,2680
2161,Juventus Turin,04 Nov 2014,2675
2162,Juventus Turin,01 Nov 2014,2670
2163,Juventus Turin,29 Oct 2014,2666
2164,Juventus Turin,26 Oct 2014,2685
2165,Juventus Turin,22 Oct 2014,2683
2166,Juventus Turin,19 Oct 2014,2699
2167,Juventus Turin,05 Oct 2014,2708
2168,Juventus Turin,01 Oct 2014,2702
2169,Juventus Turin,27 Sep 2014,2712
2170,Juventus Turin,24 Sep 2014,2707
2171,Juventus Turin,20 Sep 2014,2706
2172,Juventus Turin,16 Sep 2014,2699
2173,Juventus Turin,13 Sep 2014,2698
2174,Juventus Turin,30 Aug 2014,2695
2175,Juventus Turin,18 May 2014,2692
2176,Juventus Turin,11 May 2014,2689
2177,Juventus Turin,05 May 2014,2680
2178,Juventus Turin,28 Apr 2014,2678
2179,Juventus Turin,19 Apr 2014,2676
2180,Juventus Turin,13 Apr 2014,2674
2181,Juventus Turin,06 Apr 2014,2668
2182,Juventus Turin,30 Mar 2014,2667
2183,Juventus Turin,26 Mar 2014,2686
2184,Juventus Turin,23 Mar 2014,2682
2185,Juventus Turin,16 Mar 2014,2680
2186,Juventus Turin,09 Mar 2014,2677
2187,Juventus Turin,02 Mar 2014,2673
2188,Juventus Turin,23 Feb 2014,2662
2189,Juventus Turin,16 Feb 2014,2659
2190,Juventus Turin,09 Feb 2014,2657
2191,Juventus Turin,02 Feb 2014,2663
2192,Juventus Turin,25 Jan 2014,2659
2193,Juventus Turin,18 Jan 2014,2666
2194,Juventus Turin,12 Jan 2014,2663
2195,Juventus Turin,06 Jan 2014,2656
2196,Juventus Turin,22 Dec 2013,2646
2197,Juventus Turin,14 Dec 2013,2640
2198,Juventus Turin,10 Dec 2013,2637
2199,Juventus Turin,06 Dec 2013,2651
2200,Juventus Turin,01 Dec 2013,2646
2201,Juventus Turin,27 Nov 2013,2642
2202,Juventus Turin,24 Nov 2013,2637
2203,Juventus Turin,10 Nov 2013,2634
2204,Juventus Turin,05 Nov 2013,2620
2205,Juventus Turin,02 Nov 2013,2617
2206,Juventus Turin,30 Oct 2013,2612
2207,Juventus Turin,27 Oct 2013,2607
2208,Juventus Turin,23 Oct 2013,2604
2209,Juventus Turin,20 Oct 2013,2609
2210,Juventus Turin,06 Oct 2013,2630
2211,Juventus Turin,02 Oct 2013,2623
2212,Juventus Turin,29 Sep 2013,2628
2213,Juventus Turin,25 Sep 2013,2624
2214,Juventus Turin,22 Sep 2013,2620
2215,Juventus Turin,17 Sep 2013,2616
2216,Juventus Turin,14 Sep 2013,2621
2217,Juventus Turin,31 Aug 2013,2627
2218,Juventus Turin,24 Aug 2013,2620
2219,Juventus Turin,18 May 2013,2617
2220,Juventus Turin,11 May 2013,2636
2221,Juventus Turin,08 May 2013,2644
2222,Juventus Turin,05 May 2013,2641
2223,Juventus Turin,28 Apr 2013,2639
2224,Juventus Turin,21 Apr 2013,2633
2225,Juventus Turin,15 Apr 2013,2626
2226,Juventus Turin,10 Apr 2013,2618
2227,Juventus Turin,06 Apr 2013,2631
2228,Juventus Turin,02 Apr 2013,2630
2229,Juventus Turin,30 Mar 2013,2639
2230,Juventus Turin,16 Mar 2013,2633
2231,Juventus Turin,10 Mar 2013,2625
2232,Juventus Turin,06 Mar 2013,2622
2233,Juventus Turin,01 Mar 2013,2617
2234,Juventus Turin,24 Feb 2013,2618
2235,Juventus Turin,16 Feb 2013,2614
2236,Juventus Turin,12 Feb 2013,2631
2237,Juventus Turin,09 Feb 2013,2620
2238,Juventus Turin,03 Feb 2013,2614
2239,Juventus Turin,26 Jan 2013,2609
2240,Juventus Turin,19 Jan 2013,2619
2241,Juventus Turin,13 Jan 2013,2609
2242,Juventus Turin,06 Jan 2013,2613
2243,Juventus Turin,21 Dec 2012,2634
2244,Juventus Turin,16 Dec 2012,2629
2245,Juventus Turin,09 Dec 2012,2625
2246,Juventus Turin,05 Dec 2012,2621
2247,Juventus Turin,01 Dec 2012,2611
2248,Juventus Turin,25 Nov 2012,2606
2249,Juventus Turin,20 Nov 2012,2619
2250,Juventus Turin,17 Nov 2012,2604
2251,Juventus Turin,10 Nov 2012,2610
2252,Juventus Turin,07 Nov 2012,2606
2253,Juventus Turin,03 Nov 2012,2605
2254,Juventus Turin,31 Oct 2012,2629
2255,Juventus Turin,28 Oct 2012,2627
2256,Juventus Turin,23 Oct 2012,2622
2257,Juventus Turin,20 Oct 2012,2632
2258,Juventus Turin,07 Oct 2012,2624
2259,Juventus Turin,02 Oct 2012,2619
2260,Juventus Turin,29 Sep 2012,2624
2261,Juventus Turin,26 Sep 2012,2617
2262,Juventus Turin,23 Sep 2012,2622
2263,Juventus Turin,19 Sep 2012,2619
2264,Juventus Turin,16 Sep 2012,2618
2265,Juventus Turin,02 Sep 2012,2612
2266,Juventus Turin,25 Aug 2012,2599
2267,Juventus Turin,13 May 2012,2592
2268,Juventus Turin,06 May 2012,2587
2269,Juventus Turin,02 May 2012,2580
2270,Juventus Turin,29 Apr 2012,2589
2271,Juventus Turin,25 Apr 2012,2582
2272,Juventus Turin,22 Apr 2012,2579
2273,Juventus Turin,11 Apr 2012,2569
2274,Juventus Turin,07 Apr 2012,2563
2275,Juventus Turin,01 Apr 2012,2555
2276,Juventus Turin,25 Mar 2012,2540
2277,Juventus Turin,17 Mar 2012,2532
2278,Juventus Turin,11 Mar 2012,2515
2279,Juventus Turin,07 Mar 2012,2520
2280,Juventus Turin,03 Mar 2012,2524
2281,Juventus Turin,25 Feb 2012,2531
2282,Juventus Turin,18 Feb 2012,2528
2283,Juventus Turin,15 Feb 2012,2521
2284,Juventus Turin,05 Feb 2012,2525
2285,Juventus Turin,28 Jan 2012,2533
2286,Juventus Turin,21 Jan 2012,2524
2287,Juventus Turin,15 Jan 2012,2513
2288,Juventus Turin,08 Jan 2012,2520
2289,Juventus Turin,21 Dec 2011,2516
2290,Juventus Turin,18 Dec 2011,2515
2291,Juventus Turin,12 Dec 2011,2511
2292,Juventus Turin,04 Dec 2011,2513
2293,Juventus Turin,29 Nov 2011,2508
2294,Juventus Turin,26 Nov 2011,2507
2295,Juventus Turin,20 Nov 2011,2495
2296,Juventus Turin,29 Oct 2011,2485
2297,Juventus Turin,25 Oct 2011,2474
2298,Juventus Turin,22 Oct 2011,2467
2299,Juventus Turin,16 Oct 2011,2472
2300,Juventus Turin,02 Oct 2011,2475
2301,Juventus Turin,25 Sep 2011,2457
2302,Juventus Turin,21 Sep 2011,2460
2303,Juventus Turin,18 Sep 2011,2468
2304,Juventus Turin,11 Sep 2011,2460
2305,Juventus Turin,22 May 2011,2449
2306,Juventus Turin,15 May 2011,2450
2307,Juventus Turin,08 May 2011,2464
2308,Juventus Turin,01 May 2011,2470
2309,Juventus Turin,23 Apr 2011,2457
2310,Juventus Turin,17 Apr 2011,2464
2311,Juventus Turin,10 Apr 2011,2465
2312,Juventus Turin,03 Apr 2011,2460
2313,Juventus Turin,20 Mar 2011,2442
2314,Juventus Turin,13 Mar 2011,2438
2315,Juventus Turin,05 Mar 2011,2442
2316,Juventus Turin,26 Feb 2011,2452
2317,Juventus Turin,20 Feb 2011,2475
2318,Juventus Turin,13 Feb 2011,2499
2319,Juventus Turin,05 Feb 2011,2491
2320,Juventus Turin,02 Feb 2011,2478
2321,Juventus Turin,30 Jan 2011,2491
2322,Juventus Turin,23 Jan 2011,2506
2323,Juventus Turin,16 Jan 2011,2511
2324,Juventus Turin,09 Jan 2011,2509
2325,Juventus Turin,06 Jan 2011,2529
2326,Juventus Turin,19 Dec 2010,2562
2327,Juventus Turin,16 Dec 2010,2567
2328,Juventus Turin,12 Dec 2010,2568
2329,Juventus Turin,05 Dec 2010,2562
2330,Juventus Turin,01 Dec 2010,2553
2331,Juventus Turin,27 Nov 2010,2549
2332,Juventus Turin,21 Nov 2010,2556
2333,Juventus Turin,13 Nov 2010,2547
2334,Juventus Turin,10 Nov 2010,2551
2335,Juventus Turin,07 Nov 2010,2558
2336,Juventus Turin,04 Nov 2010,2555
2337,Juventus Turin,30 Oct 2010,2560
2338,Juventus Turin,24 Oct 2010,2547
2339,Juventus Turin,21 Oct 2010,2553
2340,Juventus Turin,17 Oct 2010,2555
2341,Juventus Turin,03 Oct 2010,2550
2342,Juventus Turin,30 Sep 2010,2551
2343,Juventus Turin,26 Sep 2010,2548
2344,Juventus Turin,23 Sep 2010,2542
2345,Juventus Turin,19 Sep 2010,2569
2346,Juventus Turin,16 Sep 2010,2553
2347,Juventus Turin,12 Sep 2010,2551
2348,Juventus Turin,29 Aug 2010,2558
2349,Juventus Turin,10 Mar 2009,2578
2350,Juventus Turin,10 Dec 2008,2575
2351,Juventus Turin,25 Nov 2008,2584
2352,Juventus Turin,05 Nov 2008,2585
2353,Juventus Turin,21 Oct 2008,2561
2354,Atletico Madrid,12 Mar 2019,2655
2355,Atletico Madrid,20 Feb 2019,2666
2356,Atletico Madrid,15 Dec 2018,2648
2357,Atletico Madrid,08 Dec 2018,2643
2358,Atletico Madrid,02 Dec 2018,2636
2359,Atletico Madrid,24 Nov 2018,2640
2360,Atletico Madrid,10 Nov 2018,2638
2361,Atletico Madrid,03 Nov 2018,2635
2362,Atletico Madrid,27 Oct 2018,2641
2363,Atletico Madrid,24 Oct 2018,2634
2364,Atletico Madrid,20 Oct 2018,2656
2365,Atletico Madrid,07 Oct 2018,2661
2366,Atletico Madrid,29 Sep 2018,2657
2367,Atletico Madrid,25 Sep 2018,2652
2368,Atletico Madrid,22 Sep 2018,2650
2369,Atletico Madrid,18 Sep 2018,2640
2370,Atletico Madrid,15 Sep 2018,2634
2371,Atletico Madrid,01 Sep 2018,2641
2372,Atletico Madrid,25 Aug 2018,2663
2373,Atletico Madrid,20 Aug 2018,2661
2374,Atletico Madrid,20 May 2018,2663
2375,Atletico Madrid,16 May 2018,2671
2376,Atletico Madrid,12 May 2018,2660
2377,Atletico Madrid,06 May 2018,2654
2378,Atletico Madrid,03 May 2018,2681
2379,Atletico Madrid,29 Apr 2018,2674
2380,Atletico Madrid,26 Apr 2018,2669
2381,Atletico Madrid,22 Apr 2018,2670
2382,Atletico Madrid,19 Apr 2018,2677
2383,Atletico Madrid,15 Apr 2018,2706
2384,Atletico Madrid,12 Apr 2018,2703
2385,Atletico Madrid,08 Apr 2018,2720
2386,Atletico Madrid,05 Apr 2018,2716
2387,Atletico Madrid,01 Apr 2018,2711
2388,Atletico Madrid,18 Mar 2018,2710
2389,Atletico Madrid,15 Mar 2018,2727
2390,Atletico Madrid,11 Mar 2018,2719
2391,Atletico Madrid,08 Mar 2018,2713
2392,Atletico Madrid,04 Mar 2018,2709
2393,Atletico Madrid,28 Feb 2018,2716
2394,Atletico Madrid,25 Feb 2018,2711
2395,Atletico Madrid,22 Feb 2018,2701
2396,Atletico Madrid,18 Feb 2018,2698
2397,Atletico Madrid,15 Feb 2018,2692
2398,Atletico Madrid,10 Feb 2018,2684
2399,Atletico Madrid,04 Feb 2018,2681
2400,Atletico Madrid,28 Jan 2018,2677
2401,Atletico Madrid,20 Jan 2018,2673
2402,Atletico Madrid,06 Jan 2018,2681
