,name,date,rating
0,Liverpool FC,05 Apr 2019,2790
1,Liverpool FC,31 Mar 2019,2786
2,Liverpool FC,17 Mar 2019,2781
3,Liverpool FC,13 Mar 2019,2780
4,Liverpool FC,10 Mar 2019,2762
5,Liverpool FC,03 Mar 2019,2760
6,Liverpool FC,27 Feb 2019,2768
7,Liverpool FC,24 Feb 2019,2762
8,Liverpool FC,19 Feb 2019,2764
9,Liverpool FC,09 Feb 2019,2768
10,Liverpool FC,04 Feb 2019,2764
11,Liverpool FC,30 Jan 2019,2772
12,Liverpool FC,19 Jan 2019,2781
13,Liverpool FC,12 Jan 2019,2780
14,Liverpool FC,03 Jan 2019,2778
15,Liverpool FC,29 Dec 2018,2788
16,Liverpool FC,26 Dec 2018,2778
17,Liverpool FC,21 Dec 2018,2776
18,Liverpool FC,16 Dec 2018,2774
19,Liverpool FC,08 Dec 2018,2767
20,Liverpool FC,05 Dec 2018,2759
21,Liverpool FC,02 Dec 2018,2756
22,Liverpool FC,24 Nov 2018,2745
23,Liverpool FC,24 Nov 2018,2753
24,Liverpool FC,11 Nov 2018,2739
25,Liverpool FC,03 Nov 2018,2738
26,Liverpool FC,27 Oct 2018,2738
27,Liverpool FC,27 Oct 2018,2740
28,Liverpool FC,24 Oct 2018,2737
29,Liverpool FC,20 Oct 2018,2733
30,Liverpool FC,20 Oct 2018,2734
31,Liverpool FC,07 Oct 2018,2731
32,Liverpool FC,29 Sep 2018,2732
33,Liverpool FC,22 Sep 2018,2731
34,Liverpool FC,22 Sep 2018,2734
35,Liverpool FC,18 Sep 2018,2727
36,Liverpool FC,15 Sep 2018,2718
37,Liverpool FC,01 Sep 2018,2700
38,Liverpool FC,01 Sep 2018,2706
39,Liverpool FC,25 Aug 2018,2693
40,Liverpool FC,25 Aug 2018,2695
41,Liverpool FC,20 Aug 2018,2691
42,Liverpool FC,19 Aug 2018,2685
43,Liverpool FC,12 Aug 2018,2677
44,Liverpool FC,26 May 2018,2671
45,Liverpool FC,13 May 2018,2680
46,Liverpool FC,06 May 2018,2675
47,Liverpool FC,02 May 2018,2687
48,Liverpool FC,28 Apr 2018,2705
49,Liverpool FC,24 Apr 2018,2715
50,Liverpool FC,21 Apr 2018,2704
51,Liverpool FC,14 Apr 2018,2713
52,Liverpool FC,10 Apr 2018,2708
53,Liverpool FC,08 Apr 2018,2695
54,Liverpool FC,04 Apr 2018,2701
55,Liverpool FC,31 Mar 2018,2681
56,Liverpool FC,17 Mar 2018,2677
57,Liverpool FC,10 Mar 2018,2670
58,Liverpool FC,06 Mar 2018,2681
59,Liverpool FC,03 Mar 2018,2686
60,Liverpool FC,24 Feb 2018,2683
61,Liverpool FC,14 Feb 2018,2679
62,Liverpool FC,11 Feb 2018,2657
63,Liverpool FC,04 Feb 2018,2649
64,Liverpool FC,30 Jan 2018,2648
65,Liverpool FC,22 Jan 2018,2642
66,Liverpool FC,14 Jan 2018,2660
67,Liverpool FC,01 Jan 2018,2648
68,Liverpool FC,30 Dec 2017,2641
69,Liverpool FC,26 Dec 2017,2636
70,Liverpool FC,22 Dec 2017,2631
71,Liverpool FC,13 Dec 2017,2630
72,Liverpool FC,10 Dec 2017,2638
73,Liverpool FC,06 Dec 2017,2645
74,Liverpool FC,02 Dec 2017,2637
75,Liverpool FC,29 Nov 2017,2625
76,Liverpool FC,25 Nov 2017,2615
77,Liverpool FC,21 Nov 2017,2614
78,Liverpool FC,18 Nov 2017,2616
79,Liverpool FC,04 Nov 2017,2609
80,Liverpool FC,01 Nov 2017,2598
81,Liverpool FC,28 Oct 2017,2593
82,Liverpool FC,22 Oct 2017,2587
83,Liverpool FC,17 Oct 2017,2597
84,Liverpool FC,14 Oct 2017,2582
85,Liverpool FC,01 Oct 2017,2581
86,Liverpool FC,26 Sep 2017,2585
87,Liverpool FC,23 Sep 2017,2590
88,Liverpool FC,16 Sep 2017,2582
89,Liverpool FC,13 Sep 2017,2590
90,Liverpool FC,09 Sep 2017,2594
91,Liverpool FC,27 Aug 2017,2612
92,Liverpool FC,19 Aug 2017,2592
93,Liverpool FC,12 Aug 2017,2588
94,Liverpool FC,21 May 2017,2594
95,Liverpool FC,14 May 2017,2590
96,Liverpool FC,07 May 2017,2574
97,Liverpool FC,01 May 2017,2579
98,Liverpool FC,23 Apr 2017,2572
99,Liverpool FC,16 Apr 2017,2590
100,Liverpool FC,08 Apr 2017,2583
101,Liverpool FC,05 Apr 2017,2575
102,Liverpool FC,01 Apr 2017,2582
103,Liverpool FC,19 Mar 2017,2571
104,Liverpool FC,12 Mar 2017,2568
105,Liverpool FC,04 Mar 2017,2564
106,Liverpool FC,27 Feb 2017,2547
107,Liverpool FC,11 Feb 2017,2567
108,Liverpool FC,04 Feb 2017,2550
109,Liverpool FC,31 Jan 2017,2575
110,Liverpool FC,21 Jan 2017,2574
111,Liverpool FC,15 Jan 2017,2593
112,Liverpool FC,02 Jan 2017,2591
113,Liverpool FC,31 Dec 2016,2597
114,Liverpool FC,27 Dec 2016,2587
115,Liverpool FC,18 Dec 2016,2578
116,Liverpool FC,14 Dec 2016,2569
117,Liverpool FC,11 Dec 2016,2559
118,Liverpool FC,04 Dec 2016,2564
119,Liverpool FC,26 Nov 2016,2580
120,Liverpool FC,19 Nov 2016,2575
121,Liverpool FC,06 Nov 2016,2575
122,Liverpool FC,29 Oct 2016,2563
123,Liverpool FC,22 Oct 2016,2553
124,Liverpool FC,17 Oct 2016,2548
125,Liverpool FC,01 Oct 2016,2549
126,Liverpool FC,24 Sep 2016,2541
127,Liverpool FC,16 Sep 2016,2532
128,Liverpool FC,10 Sep 2016,2518
129,Liverpool FC,27 Aug 2016,2497
130,Liverpool FC,20 Aug 2016,2519
131,Liverpool FC,20 Aug 2016,2493
132,Liverpool FC,14 Aug 2016,2543
133,Liverpool FC,15 May 2016,2528
134,Liverpool FC,11 May 2016,2531
135,Liverpool FC,08 May 2016,2532
136,Liverpool FC,01 May 2016,2524
137,Liverpool FC,23 Apr 2016,2544
138,Liverpool FC,20 Apr 2016,2551
139,Liverpool FC,17 Apr 2016,2537
140,Liverpool FC,10 Apr 2016,2529
141,Liverpool FC,02 Apr 2016,2515
142,Liverpool FC,20 Mar 2016,2514
143,Liverpool FC,06 Mar 2016,2524
144,Liverpool FC,02 Mar 2016,2516
145,Liverpool FC,14 Feb 2016,2493
146,Liverpool FC,06 Feb 2016,2476
147,Liverpool FC,02 Feb 2016,2482
148,Liverpool FC,23 Jan 2016,2494
149,Liverpool FC,17 Jan 2016,2486
150,Liverpool FC,13 Jan 2016,2498
151,Liverpool FC,02 Jan 2016,2495
152,Liverpool FC,30 Dec 2015,2512
153,Liverpool FC,26 Dec 2015,2505
154,Liverpool FC,20 Dec 2015,2494
155,Liverpool FC,13 Dec 2015,2514
156,Liverpool FC,06 Dec 2015,2519
157,Liverpool FC,29 Nov 2015,2542
158,Liverpool FC,21 Nov 2015,2537
159,Liverpool FC,08 Nov 2015,2507
160,Liverpool FC,31 Oct 2015,2522
161,Liverpool FC,25 Oct 2015,2500
162,Liverpool FC,17 Oct 2015,2503
163,Liverpool FC,04 Oct 2015,2500
164,Liverpool FC,26 Sep 2015,2498
165,Liverpool FC,20 Sep 2015,2493
166,Liverpool FC,12 Sep 2015,2500
167,Liverpool FC,29 Aug 2015,2510
168,Liverpool FC,24 Aug 2015,2540
169,Liverpool FC,17 Aug 2015,2536
170,Liverpool FC,09 Aug 2015,2532
171,Liverpool FC,24 May 2015,2521
172,Liverpool FC,16 May 2015,2549
173,Liverpool FC,09 May 2015,2574
174,Liverpool FC,02 May 2015,2568
175,Liverpool FC,25 Apr 2015,2565
176,Liverpool FC,18 Apr 2015,2570
177,Liverpool FC,13 Apr 2015,2588
178,Liverpool FC,04 Apr 2015,2582
179,Liverpool FC,21 Mar 2015,2596
180,Liverpool FC,14 Mar 2015,2609
181,Liverpool FC,03 Mar 2015,2602
182,Liverpool FC,28 Feb 2015,2599
183,Liverpool FC,21 Feb 2015,2586
184,Liverpool FC,10 Feb 2015,2570
185,Liverpool FC,07 Feb 2015,2561
186,Liverpool FC,31 Jan 2015,2562
187,Liverpool FC,17 Jan 2015,2553
188,Liverpool FC,10 Jan 2015,2545
189,Liverpool FC,01 Jan 2015,2537
190,Liverpool FC,28 Dec 2014,2544
191,Liverpool FC,26 Dec 2014,2533
192,Liverpool FC,20 Dec 2014,2528
193,Liverpool FC,13 Dec 2014,2527
194,Liverpool FC,09 Dec 2014,2541
195,Liverpool FC,06 Dec 2014,2546
196,Liverpool FC,02 Dec 2014,2553
197,Liverpool FC,29 Nov 2014,2543
198,Liverpool FC,26 Nov 2014,2537
199,Liverpool FC,22 Nov 2014,2539
200,Liverpool FC,08 Nov 2014,2561
201,Liverpool FC,04 Nov 2014,2570
202,Liverpool FC,01 Nov 2014,2573
203,Liverpool FC,25 Oct 2014,2589
204,Liverpool FC,22 Oct 2014,2598
205,Liverpool FC,18 Oct 2014,2611
206,Liverpool FC,04 Oct 2014,2608
207,Liverpool FC,01 Oct 2014,2604
208,Liverpool FC,27 Sep 2014,2620
209,Liverpool FC,20 Sep 2014,2624
210,Liverpool FC,16 Sep 2014,2649
211,Liverpool FC,13 Sep 2014,2645
212,Liverpool FC,31 Aug 2014,2664
213,Liverpool FC,25 Aug 2014,2647
214,Liverpool FC,17 Aug 2014,2658
215,Liverpool FC,11 May 2014,2653
216,Liverpool FC,05 May 2014,2651
217,Liverpool FC,27 Apr 2014,2657
218,Liverpool FC,20 Apr 2014,2675
219,Liverpool FC,13 Apr 2014,2672
220,Liverpool FC,06 Apr 2014,2661
221,Liverpool FC,30 Mar 2014,2656
222,Liverpool FC,26 Mar 2014,2643
223,Liverpool FC,22 Mar 2014,2640
224,Liverpool FC,16 Mar 2014,2636
225,Liverpool FC,01 Mar 2014,2614
226,Liverpool FC,23 Feb 2014,2601
227,Liverpool FC,12 Feb 2014,2597
228,Liverpool FC,08 Feb 2014,2592
229,Liverpool FC,02 Feb 2014,2569
230,Liverpool FC,28 Jan 2014,2573
231,Liverpool FC,18 Jan 2014,2554
232,Liverpool FC,12 Jan 2014,2561
233,Liverpool FC,01 Jan 2014,2551
234,Liverpool FC,29 Dec 2013,2546
235,Liverpool FC,26 Dec 2013,2553
236,Liverpool FC,21 Dec 2013,2558
237,Liverpool FC,07 Dec 2013,2555
238,Liverpool FC,04 Dec 2013,2547
239,Liverpool FC,01 Dec 2013,2537
240,Liverpool FC,23 Nov 2013,2563
241,Liverpool FC,09 Nov 2013,2562
242,Liverpool FC,02 Nov 2013,2553
243,Liverpool FC,26 Oct 2013,2563
244,Liverpool FC,19 Oct 2013,2554
245,Liverpool FC,05 Oct 2013,2558
246,Liverpool FC,29 Sep 2013,2554
247,Liverpool FC,21 Sep 2013,2545
248,Liverpool FC,16 Sep 2013,2563
249,Liverpool FC,01 Sep 2013,2566
250,Liverpool FC,24 Aug 2013,2553
251,Liverpool FC,17 Aug 2013,2545
252,Liverpool FC,19 May 2013,2540
253,Liverpool FC,12 May 2013,2537
254,Liverpool FC,05 May 2013,2526
255,Liverpool FC,27 Apr 2013,2528
256,Liverpool FC,21 Apr 2013,2507
257,Liverpool FC,13 Apr 2013,2507
258,Liverpool FC,07 Apr 2013,2513
259,Liverpool FC,31 Mar 2013,2519
260,Liverpool FC,16 Mar 2013,2511
261,Liverpool FC,10 Mar 2013,2532
262,Liverpool FC,02 Mar 2013,2520
263,Liverpool FC,17 Feb 2013,2504
264,Liverpool FC,11 Feb 2013,2486
265,Liverpool FC,03 Feb 2013,2508
266,Liverpool FC,30 Jan 2013,2502
267,Liverpool FC,19 Jan 2013,2499
268,Liverpool FC,13 Jan 2013,2485
269,Liverpool FC,02 Jan 2013,2489
270,Liverpool FC,30 Dec 2012,2477
271,Liverpool FC,26 Dec 2012,2465
272,Liverpool FC,22 Dec 2012,2480
273,Liverpool FC,15 Dec 2012,2465
274,Liverpool FC,09 Dec 2012,2488
275,Liverpool FC,01 Dec 2012,2479
276,Liverpool FC,28 Nov 2012,2473
277,Liverpool FC,25 Nov 2012,2481
278,Liverpool FC,17 Nov 2012,2482
279,Liverpool FC,11 Nov 2012,2470
280,Liverpool FC,04 Nov 2012,2464
281,Liverpool FC,28 Oct 2012,2465
282,Liverpool FC,20 Oct 2012,2461
283,Liverpool FC,07 Oct 2012,2458
284,Liverpool FC,29 Sep 2012,2461
285,Liverpool FC,23 Sep 2012,2444
286,Liverpool FC,20 Sep 2012,2450
287,Liverpool FC,15 Sep 2012,2440
288,Liverpool FC,02 Sep 2012,2439
289,Liverpool FC,26 Aug 2012,2452
290,Liverpool FC,18 Aug 2012,2447
291,Liverpool FC,13 May 2012,2466
292,Liverpool FC,08 May 2012,2478
293,Liverpool FC,01 May 2012,2455
294,Liverpool FC,28 Apr 2012,2469
295,Liverpool FC,21 Apr 2012,2451
296,Liverpool FC,10 Apr 2012,2465
297,Liverpool FC,07 Apr 2012,2456
298,Liverpool FC,31 Mar 2012,2460
299,Liverpool FC,24 Mar 2012,2473
300,Liverpool FC,21 Mar 2012,2491
301,Liverpool FC,10 Mar 2012,2508
302,Liverpool FC,03 Mar 2012,2520
303,Liverpool FC,25 Feb 2012,2532
304,Liverpool FC,11 Feb 2012,2519
305,Liverpool FC,04 Feb 2012,2524
306,Liverpool FC,31 Jan 2012,2524
307,Liverpool FC,21 Jan 2012,2513
308,Liverpool FC,14 Jan 2012,2536
309,Liverpool FC,02 Jan 2012,2541
310,Liverpool FC,31 Dec 2011,2552
311,Liverpool FC,26 Dec 2011,2543
312,Liverpool FC,20 Dec 2011,2550
313,Liverpool FC,17 Dec 2011,2556
314,Liverpool FC,10 Dec 2011,2542
315,Liverpool FC,03 Dec 2011,2539
316,Liverpool FC,26 Nov 2011,2552
317,Liverpool FC,19 Nov 2011,2550
318,Liverpool FC,05 Nov 2011,2536
319,Liverpool FC,29 Oct 2011,2541
320,Liverpool FC,22 Oct 2011,2529
321,Liverpool FC,15 Oct 2011,2535
322,Liverpool FC,01 Oct 2011,2531
323,Liverpool FC,24 Sep 2011,2515
324,Liverpool FC,17 Sep 2011,2510
325,Liverpool FC,10 Sep 2011,2530
326,Liverpool FC,27 Aug 2011,2543
327,Liverpool FC,20 Aug 2011,2537
328,Liverpool FC,13 Aug 2011,2517
329,Liverpool FC,22 May 2011,2523
330,Liverpool FC,15 May 2011,2535
331,Liverpool FC,09 May 2011,2556
332,Liverpool FC,01 May 2011,2538
333,Liverpool FC,23 Apr 2011,2528
334,Liverpool FC,17 Apr 2011,2516
335,Liverpool FC,11 Apr 2011,2512
336,Liverpool FC,02 Apr 2011,2490
337,Liverpool FC,20 Mar 2011,2504
338,Liverpool FC,06 Mar 2011,2489
339,Liverpool FC,27 Feb 2011,2467
340,Liverpool FC,12 Feb 2011,2488
341,Liverpool FC,06 Feb 2011,2494
342,Liverpool FC,02 Feb 2011,2478
343,Liverpool FC,26 Jan 2011,2467
344,Liverpool FC,22 Jan 2011,2460
345,Liverpool FC,16 Jan 2011,2446
346,Liverpool FC,05 Jan 2011,2447
347,Liverpool FC,01 Jan 2011,2464
348,Liverpool FC,29 Dec 2010,2456
349,Liverpool FC,26 Dec 2010,2474
350,Liverpool FC,15 Dec 2010,2486
351,Liverpool FC,11 Dec 2010,2492
352,Liverpool FC,06 Dec 2010,2510
353,Liverpool FC,02 Dec 2010,2498
354,Liverpool FC,28 Nov 2010,2501
355,Liverpool FC,20 Nov 2010,2509
356,Liverpool FC,13 Nov 2010,2502
357,Liverpool FC,10 Nov 2010,2522
358,Liverpool FC,07 Nov 2010,2528
359,Liverpool FC,04 Nov 2010,2506
360,Liverpool FC,31 Oct 2010,2495
361,Liverpool FC,24 Oct 2010,2486
362,Liverpool FC,21 Oct 2010,2479
363,Liverpool FC,17 Oct 2010,2478
364,Liverpool FC,03 Oct 2010,2492
365,Liverpool FC,30 Sep 2010,2509
366,Liverpool FC,25 Sep 2010,2512
367,Liverpool FC,19 Sep 2010,2518
368,Liverpool FC,16 Sep 2010,2523
369,Liverpool FC,12 Sep 2010,2515
370,Liverpool FC,29 Aug 2010,2518
371,Liverpool FC,23 Aug 2010,2512
372,Liverpool FC,15 Aug 2010,2526
373,Liverpool FC,09 May 2010,2526
374,Liverpool FC,02 May 2010,2533
375,Liverpool FC,24 Apr 2010,2545
376,Liverpool FC,17 Apr 2010,2537
377,Liverpool FC,10 Apr 2010,2531
378,Liverpool FC,03 Apr 2010,2537
379,Liverpool FC,27 Mar 2010,2540
380,Liverpool FC,20 Mar 2010,2531
381,Liverpool FC,15 Mar 2010,2537
382,Liverpool FC,08 Mar 2010,2532
383,Liverpool FC,27 Feb 2010,2549
384,Liverpool FC,20 Feb 2010,2545
385,Liverpool FC,09 Feb 2010,2543
386,Liverpool FC,06 Feb 2010,2551
387,Liverpool FC,30 Jan 2010,2545
388,Liverpool FC,26 Jan 2010,2540
389,Liverpool FC,20 Jan 2010,2546
390,Liverpool FC,16 Jan 2010,2533
391,Liverpool FC,29 Dec 2009,2536
392,Liverpool FC,26 Dec 2009,2524
393,Liverpool FC,19 Dec 2009,2519
394,Liverpool FC,16 Dec 2009,2544
395,Liverpool FC,13 Dec 2009,2540
396,Liverpool FC,05 Dec 2009,2552
397,Liverpool FC,29 Nov 2009,2557
398,Liverpool FC,21 Nov 2009,2546
399,Liverpool FC,09 Nov 2009,2546
400,Liverpool FC,31 Oct 2009,2553
401,Liverpool FC,25 Oct 2009,2574
402,Liverpool FC,17 Oct 2009,2555
403,Liverpool FC,04 Oct 2009,2569
404,Liverpool FC,26 Sep 2009,2579
405,Liverpool FC,19 Sep 2009,2575
406,Liverpool FC,12 Sep 2009,2570
407,Liverpool FC,29 Aug 2009,2564
408,Liverpool FC,24 Aug 2009,2559
409,Liverpool FC,19 Aug 2009,2582
410,Liverpool FC,16 Aug 2009,2573
411,Liverpool FC,14 Apr 2009,2583
412,Liverpool FC,08 Apr 2009,2580
413,Liverpool FC,10 Mar 2009,2596
414,Liverpool FC,09 Dec 2008,2564
415,Liverpool FC,26 Nov 2008,2552
416,Liverpool FC,04 Nov 2008,2547
417,Liverpool FC,22 Oct 2008,2550
418,Manchester City,06 Apr 2019,2784
419,Manchester City,30 Mar 2019,2783
420,Manchester City,12 Mar 2019,2781
421,Manchester City,09 Mar 2019,2777
422,Manchester City,02 Mar 2019,2773
423,Manchester City,27 Feb 2019,2770
424,Manchester City,20 Feb 2019,2768
425,Manchester City,10 Feb 2019,2764
426,Manchester City,06 Feb 2019,2752
427,Manchester City,03 Feb 2019,2746
428,Manchester City,29 Jan 2019,2738
429,Manchester City,20 Jan 2019,2758
430,Manchester City,03 Jan 2019,2757
431,Manchester City,30 Dec 2018,2746
432,Manchester City,26 Dec 2018,2743
433,Manchester City,22 Dec 2018,2761
434,Manchester City,15 Dec 2018,2782
435,Manchester City,08 Dec 2018,2778
436,Manchester City,04 Dec 2018,2799
437,Manchester City,01 Dec 2018,2796
438,Manchester City,24 Nov 2018,2793
439,Manchester City,11 Nov 2018,2788
440,Manchester City,07 Nov 2018,2781
441,Manchester City,04 Nov 2018,2774
442,Manchester City,03 Nov 2018,2771
443,Manchester City,29 Oct 2018,2768
444,Manchester City,23 Oct 2018,2757
445,Manchester City,20 Oct 2018,2747
446,Manchester City,07 Oct 2018,2743
447,Manchester City,02 Oct 2018,2742
448,Manchester City,29 Sep 2018,2733
449,Manchester City,29 Sep 2018,2736
450,Manchester City,22 Sep 2018,2728
451,Manchester City,22 Sep 2018,2731
452,Manchester City,19 Sep 2018,2724
453,Manchester City,15 Sep 2018,2743
454,Manchester City,01 Sep 2018,2739
455,Manchester City,01 Sep 2018,2741
456,Manchester City,25 Aug 2018,2738
457,Manchester City,19 Aug 2018,2747
458,Manchester City,19 Aug 2018,2745
459,Manchester City,12 Aug 2018,2744
460,Manchester City,13 May 2018,2733
461,Manchester City,09 May 2018,2729
462,Manchester City,06 May 2018,2726
463,Manchester City,29 Apr 2018,2736
464,Manchester City,22 Apr 2018,2731
465,Manchester City,14 Apr 2018,2726
466,Manchester City,10 Apr 2018,2707
467,Manchester City,07 Apr 2018,2720
468,Manchester City,04 Apr 2018,2736
469,Manchester City,31 Mar 2018,2756
470,Manchester City,12 Mar 2018,2751
471,Manchester City,07 Mar 2018,2746
472,Manchester City,04 Mar 2018,2766
473,Manchester City,01 Mar 2018,2761
474,Manchester City,13 Feb 2018,2753
475,Manchester City,10 Feb 2018,2744
476,Manchester City,03 Feb 2018,2738
477,Manchester City,31 Jan 2018,2746
478,Manchester City,21 Jan 2018,2743
479,Manchester City,14 Jan 2018,2740
480,Manchester City,02 Jan 2018,2753
481,Manchester City,31 Dec 2017,2751
482,Manchester City,27 Dec 2017,2759
483,Manchester City,23 Dec 2017,2757
484,Manchester City,13 Dec 2017,2753
485,Manchester City,10 Dec 2017,2748
486,Manchester City,06 Dec 2017,2737
487,Manchester City,03 Dec 2017,2754
488,Manchester City,29 Nov 2017,2753
489,Manchester City,26 Nov 2017,2751
490,Manchester City,21 Nov 2017,2748
491,Manchester City,18 Nov 2017,2747
492,Manchester City,05 Nov 2017,2741
493,Manchester City,01 Nov 2017,2733
494,Manchester City,28 Oct 2017,2721
495,Manchester City,21 Oct 2017,2717
496,Manchester City,17 Oct 2017,2713
497,Manchester City,14 Oct 2017,2708
498,Manchester City,30 Sep 2017,2702
499,Manchester City,26 Sep 2017,2688
500,Manchester City,23 Sep 2017,2682
501,Manchester City,16 Sep 2017,2678
502,Manchester City,13 Sep 2017,2667
503,Manchester City,09 Sep 2017,2661
504,Manchester City,26 Aug 2017,2643
505,Manchester City,21 Aug 2017,2638
506,Manchester City,12 Aug 2017,2643
507,Manchester City,21 May 2017,2636
508,Manchester City,16 May 2017,2625
509,Manchester City,13 May 2017,2620
510,Manchester City,06 May 2017,2615
511,Manchester City,30 Apr 2017,2607
512,Manchester City,27 Apr 2017,2614
513,Manchester City,22 Apr 2017,2616
514,Manchester City,15 Apr 2017,2623
515,Manchester City,08 Apr 2017,2607
516,Manchester City,05 Apr 2017,2603
517,Manchester City,02 Apr 2017,2611
518,Manchester City,19 Mar 2017,2610
519,Manchester City,08 Mar 2017,2613
520,Manchester City,05 Mar 2017,2619
521,Manchester City,26 Feb 2017,2613
522,Manchester City,13 Feb 2017,2615
523,Manchester City,05 Feb 2017,2608
524,Manchester City,01 Feb 2017,2605
525,Manchester City,21 Jan 2017,2590
526,Manchester City,15 Jan 2017,2590
527,Manchester City,02 Jan 2017,2618
528,Manchester City,31 Dec 2016,2615
529,Manchester City,26 Dec 2016,2625
530,Manchester City,18 Dec 2016,2619
531,Manchester City,14 Dec 2016,2608
532,Manchester City,10 Dec 2016,2603
533,Manchester City,06 Dec 2016,2622
534,Manchester City,03 Dec 2016,2630
535,Manchester City,26 Nov 2016,2650
536,Manchester City,23 Nov 2016,2646
537,Manchester City,19 Nov 2016,2650
538,Manchester City,05 Nov 2016,2645
539,Manchester City,01 Nov 2016,2654
540,Manchester City,29 Oct 2016,2634
541,Manchester City,23 Oct 2016,2622
542,Manchester City,19 Oct 2016,2626
543,Manchester City,15 Oct 2016,2636
544,Manchester City,02 Oct 2016,2643
545,Manchester City,28 Sep 2016,2659
546,Manchester City,24 Sep 2016,2667
547,Manchester City,17 Sep 2016,2659
548,Manchester City,13 Sep 2016,2654
549,Manchester City,10 Sep 2016,2643
550,Manchester City,28 Aug 2016,2632
551,Manchester City,20 Aug 2016,2624
552,Manchester City,13 Aug 2016,2612
553,Manchester City,15 May 2016,2608
554,Manchester City,08 May 2016,2611
555,Manchester City,07 May 2016,2614
556,Manchester City,04 May 2016,2610
557,Manchester City,01 May 2016,2615
558,Manchester City,26 Apr 2016,2633
559,Manchester City,24 Apr 2016,2630
560,Manchester City,19 Apr 2016,2622
561,Manchester City,16 Apr 2016,2629
562,Manchester City,12 Apr 2016,2609
563,Manchester City,09 Apr 2016,2596
564,Manchester City,06 Apr 2016,2591
565,Manchester City,02 Apr 2016,2586
566,Manchester City,20 Mar 2016,2571
567,Manchester City,15 Mar 2016,2585
568,Manchester City,12 Mar 2016,2591
569,Manchester City,05 Mar 2016,2598
570,Manchester City,02 Mar 2016,2594
571,Manchester City,24 Feb 2016,2617
572,Manchester City,14 Feb 2016,2606
573,Manchester City,06 Feb 2016,2619
574,Manchester City,02 Feb 2016,2641
575,Manchester City,23 Jan 2016,2637
576,Manchester City,16 Jan 2016,2641
577,Manchester City,13 Jan 2016,2632
578,Manchester City,02 Jan 2016,2639
579,Manchester City,29 Dec 2015,2631
580,Manchester City,26 Dec 2015,2633
581,Manchester City,21 Dec 2015,2629
582,Manchester City,12 Dec 2015,2638
583,Manchester City,08 Dec 2015,2635
584,Manchester City,05 Dec 2015,2623
585,Manchester City,28 Nov 2015,2645
586,Manchester City,25 Nov 2015,2637
587,Manchester City,21 Nov 2015,2647
588,Manchester City,08 Nov 2015,2677
589,Manchester City,03 Nov 2015,2685
590,Manchester City,31 Oct 2015,2674
591,Manchester City,25 Oct 2015,2672
592,Manchester City,21 Oct 2015,2673
593,Manchester City,17 Oct 2015,2667
594,Manchester City,03 Oct 2015,2662
595,Manchester City,30 Sep 2015,2658
596,Manchester City,26 Sep 2015,2650
597,Manchester City,19 Sep 2015,2675
598,Manchester City,15 Sep 2015,2694
599,Manchester City,12 Sep 2015,2709
600,Manchester City,29 Aug 2015,2703
601,Manchester City,23 Aug 2015,2699
602,Manchester City,16 Aug 2015,2690
603,Manchester City,10 Aug 2015,2674
604,Manchester City,24 May 2015,2665
605,Manchester City,16 May 2015,2659
606,Manchester City,09 May 2015,2649
607,Manchester City,02 May 2015,2645
608,Manchester City,25 Apr 2015,2635
609,Manchester City,18 Apr 2015,2633
610,Manchester City,12 Apr 2015,2627
611,Manchester City,06 Apr 2015,2642
612,Manchester City,21 Mar 2015,2658
613,Manchester City,18 Mar 2015,2654
614,Manchester City,14 Mar 2015,2660
615,Manchester City,04 Mar 2015,2680
616,Manchester City,28 Feb 2015,2677
617,Manchester City,24 Feb 2015,2689
618,Manchester City,21 Feb 2015,2701
619,Manchester City,11 Feb 2015,2695
620,Manchester City,07 Feb 2015,2685
621,Manchester City,31 Jan 2015,2695
622,Manchester City,17 Jan 2015,2693
623,Manchester City,10 Jan 2015,2715
624,Manchester City,01 Jan 2015,2721
625,Manchester City,28 Dec 2014,2719
626,Manchester City,26 Dec 2014,2729
627,Manchester City,20 Dec 2014,2725
628,Manchester City,13 Dec 2014,2722
629,Manchester City,10 Dec 2014,2719
630,Manchester City,06 Dec 2014,2707
631,Manchester City,03 Dec 2014,2703
632,Manchester City,29 Nov 2014,2696
633,Manchester City,25 Nov 2014,2683
634,Manchester City,22 Nov 2014,2668
635,Manchester City,08 Nov 2014,2664
636,Manchester City,05 Nov 2014,2673
637,Manchester City,01 Nov 2014,2692
638,Manchester City,25 Oct 2014,2686
639,Manchester City,21 Oct 2014,2704
640,Manchester City,18 Oct 2014,2711
641,Manchester City,04 Oct 2014,2703
642,Manchester City,30 Sep 2014,2698
643,Manchester City,27 Sep 2014,2703
644,Manchester City,21 Sep 2014,2700
645,Manchester City,17 Sep 2014,2702
646,Manchester City,13 Sep 2014,2708
647,Manchester City,30 Aug 2014,2709
648,Manchester City,25 Aug 2014,2729
649,Manchester City,17 Aug 2014,2719
650,Manchester City,11 May 2014,2714
651,Manchester City,07 May 2014,2711
652,Manchester City,03 May 2014,2708
653,Manchester City,27 Apr 2014,2699
654,Manchester City,21 Apr 2014,2693
655,Manchester City,16 Apr 2014,2690
656,Manchester City,13 Apr 2014,2700
657,Manchester City,05 Apr 2014,2711
658,Manchester City,29 Mar 2014,2705
659,Manchester City,25 Mar 2014,2707
660,Manchester City,22 Mar 2014,2689
661,Manchester City,15 Mar 2014,2686
