,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,BWH,BWD,BWA,H_ELO,A_ELO,IDX
1140,2016-04-09,VfB Stuttgart,Bayern München,1,3,2,6.0,4.33,1.5,6.0,4.75,1.44,2368,2726,1140
1141,2016-04-09,Werder Bremen,FC Augsburg,1,2,2,2.05,3.4,3.5,2.15,3.3,3.3,2405,2335,1141
1142,2016-04-09,VfL Wolfsburg,1. FSV Mainz 05,1,1,1,2.2,3.4,3.25,2.05,3.5,3.4,2516,2349,1142
1143,2016-04-10,1. FC Köln,Bayer Leverkusen,0,2,2,3.1,3.25,2.3,3.0,3.3,2.3,2392,2555,1143
1144,2016-04-10,FC Schalke 04,Borussia Dortmund,2,2,1,4.2,4.0,1.73,4.33,3.6,1.78,2445,2610,1144
1145,2016-04-15,Hannover 96,Borussia Mönchengladbach,2,0,0,5.5,4.0,1.62,5.0,4.1,1.65,2268,2534,1145
1146,2016-04-16,FC Augsburg,VfB Stuttgart,1,0,0,2.45,3.6,2.75,2.5,3.3,2.75,2428,2333,1146
1147,2016-04-16,Bayern München,FC Schalke 04,3,0,0,1.18,7.5,15.0,1.18,7.0,12.5,2794,2461,1147
1148,2016-04-16,SV Darmstadt 98,FC Ingolstadt 04,2,0,0,2.55,3.2,2.88,2.5,3.1,2.85,2344,2215,1148
1149,2016-04-16,Bayer Leverkusen,Eintracht Frankfurt,3,0,0,1.36,5.25,8.0,1.36,5.0,7.5,2545,2531,1149
1150,2016-04-16,Werder Bremen,VfL Wolfsburg,3,2,0,2.5,3.5,2.75,2.35,3.5,2.75,2403,2471,1150
1151,2016-04-16,TSG 1899 Hoffenheim,Hertha BSC,2,1,0,2.38,3.4,3.0,2.45,3.25,2.85,2390,2390,1151
1152,2016-04-17,Borussia Dortmund,Hamburger SV,3,0,0,1.33,5.25,9.0,1.28,5.75,8.75,2683,2340,1152
1153,2016-04-17,1. FSV Mainz 05,1. FC Köln,2,3,2,2.1,3.4,3.6,2.0,3.4,3.6,2434,2289,1153
1154,2016-04-22,Hamburger SV,Werder Bremen,2,1,0,2.6,3.5,2.63,2.6,3.55,2.6,2364,2492,1154
1155,2016-04-23,VfB Stuttgart,Borussia Dortmund,0,3,2,4.75,4.2,1.65,4.5,4.1,1.65,2344,2610,1155
1156,2016-04-23,FC Schalke 04,Bayer Leverkusen,2,3,2,3.0,3.3,2.4,2.85,3.5,2.3,2446,2555,1156
1157,2016-04-23,FC Ingolstadt 04,Hannover 96,2,2,1,1.91,3.4,4.33,1.83,3.5,4.25,2353,2211,1157
1158,2016-04-23,VfL Wolfsburg,FC Augsburg,0,2,2,1.8,3.75,4.33,1.75,3.7,4.4,2473,2335,1158
1159,2016-04-23,1. FC Köln,SV Darmstadt 98,4,1,0,1.95,3.3,4.33,1.91,3.4,3.9,2409,2204,1159
1160,2016-04-23,Hertha BSC,Bayern München,0,2,2,9.0,4.5,1.4,7.0,4.4,1.42,2418,2726,1160
1161,2016-04-24,Eintracht Frankfurt,1. FSV Mainz 05,2,1,0,2.88,3.3,2.5,2.7,3.25,2.55,2335,2349,1161
1162,2016-04-24,Borussia Mönchengladbach,TSG 1899 Hoffenheim,3,1,0,1.62,4.2,5.25,1.62,3.9,5.0,2510,2525,1162
1163,2016-04-29,FC Augsburg,1. FC Köln,0,0,1,2.45,3.25,3.0,2.4,3.4,2.95,2428,2289,1163
1164,2016-04-30,Bayern München,Borussia Mönchengladbach,1,1,1,1.4,5.0,7.5,1.44,5.25,6.0,2786,2534,1164
1165,2016-04-30,SV Darmstadt 98,Eintracht Frankfurt,1,2,2,2.5,3.2,3.0,2.5,3.3,2.9,2346,2531,1165
1166,2016-04-30,Borussia Dortmund,VfL Wolfsburg,5,1,0,1.36,5.0,8.5,1.35,5.5,7.75,2679,2471,1166
1167,2016-04-30,Hannover 96,FC Schalke 04,1,3,2,3.8,4.0,1.85,4.0,3.9,1.83,2271,2461,1167
1168,2016-04-30,1. FSV Mainz 05,Hamburger SV,0,0,1,1.8,3.75,4.33,1.75,3.9,4.5,2445,2340,1168
1169,2016-04-30,TSG 1899 Hoffenheim,FC Ingolstadt 04,2,1,0,1.8,3.6,4.6,1.8,3.6,4.6,2384,2215,1169
1170,2016-04-30,Bayer Leverkusen,Hertha BSC,2,1,0,1.62,3.75,6.0,1.62,4.0,5.5,2540,2390,1170
1171,2016-05-02,Werder Bremen,VfB Stuttgart,6,2,0,2.05,3.6,3.5,2.1,3.8,3.25,2410,2333,1171
1172,2016-05-07,Eintracht Frankfurt,Borussia Dortmund,1,0,0,7.0,4.75,1.45,7.0,4.75,1.4,2346,2610,1172
1173,2016-05-07,Hannover 96,TSG 1899 Hoffenheim,1,0,0,3.4,3.75,2.05,3.4,3.6,2.0,2270,2525,1173
1174,2016-05-07,Hertha BSC,SV Darmstadt 98,1,2,2,1.75,3.6,5.0,1.7,3.75,4.6,2406,2204,1174
1175,2016-05-07,FC Ingolstadt 04,Bayern München,1,2,2,15.0,7.0,1.18,10.0,6.5,1.22,2346,2726,1175
1176,2016-05-07,Borussia Mönchengladbach,Bayer Leverkusen,2,1,0,1.91,3.8,3.8,1.9,3.7,3.7,2531,2555,1176
1177,2016-05-07,FC Schalke 04,FC Augsburg,1,1,1,1.7,4.2,4.5,1.7,3.9,4.5,2463,2335,1177
1178,2016-05-07,VfB Stuttgart,1. FSV Mainz 05,1,3,2,2.1,3.8,3.2,2.05,3.6,3.25,2323,2349,1178
1179,2016-05-07,1. FC Köln,Werder Bremen,0,0,1,2.8,3.75,2.38,2.75,3.75,2.25,2415,2492,1179
1180,2016-05-07,Hamburger SV,VfL Wolfsburg,0,1,2,2.7,3.4,2.63,2.6,3.2,2.7,2376,2471,1180
1181,2016-05-14,TSG 1899 Hoffenheim,FC Schalke 04,1,4,2,3.2,3.8,2.05,2.9,3.9,2.15,2366,2461,1181
1182,2016-05-14,VfL Wolfsburg,VfB Stuttgart,3,1,0,2.3,4.0,2.75,2.35,3.8,2.6,2492,2333,1182
1183,2016-05-14,Werder Bremen,Eintracht Frankfurt,1,0,0,2.0,3.75,3.5,2.0,3.7,3.3,2399,2531,1183
1184,2016-05-14,1. FSV Mainz 05,Hertha BSC,0,0,1,2.05,3.6,3.5,2.05,3.6,3.25,2445,2390,1184
1185,2016-05-14,Bayer Leverkusen,FC Ingolstadt 04,3,2,0,1.5,4.33,6.5,1.5,4.33,5.75,2545,2215,1185
1186,2016-05-14,FC Augsburg,Hamburger SV,1,3,2,2.0,3.5,3.8,2.0,3.5,3.5,2407,2340,1186
1187,2016-05-14,Borussia Dortmund,1. FC Köln,2,2,1,1.29,5.75,8.0,1.3,5.5,8.5,2665,2289,1187
1188,2016-05-14,SV Darmstadt 98,Borussia Mönchengladbach,0,2,2,3.5,3.75,2.0,3.7,3.5,1.95,2336,2534,1188
1189,2016-05-14,Bayern München,Hannover 96,3,1,0,1.08,11.0,26.0,1.09,11.0,16.0,2796,2211,1189
1190,2016-08-26,Bayern München,Werder Bremen,6,0,0,1.1,10.0,23.0,1.1,9.75,18.5,2805,2492,1190
1191,2016-08-27,FC Augsburg,VfL Wolfsburg,0,2,2,2.8,3.25,2.6,2.8,3.4,2.4,2406,2471,1191
1192,2016-08-27,Borussia Dortmund,1. FSV Mainz 05,2,1,0,1.36,5.0,8.5,1.36,4.6,8.25,2652,2349,1192
1193,2016-08-27,Eintracht Frankfurt,FC Schalke 04,1,0,0,3.4,3.3,2.2,3.0,3.5,2.2,2354,2461,1193
1194,2016-08-27,1. FC Köln,SV Darmstadt 98,2,0,0,1.8,3.5,4.75,1.75,3.5,4.75,2429,2204,1194
1195,2016-08-27,Hamburger SV,FC Ingolstadt 04,1,1,1,2.2,3.2,3.5,2.2,3.2,3.3,2369,2215,1195
1196,2016-08-27,Borussia Mönchengladbach,Bayer Leverkusen,2,1,0,2.3,3.4,3.1,2.25,3.4,3.0,2522,2555,1196
1197,2016-08-28,TSG 1899 Hoffenheim,RB Leipzig,2,2,1,2.5,3.25,2.9,2.6,3.1,2.75,2367,2638,1197
1198,2016-08-28,Hertha BSC,SC Freiburg,2,1,0,2.15,3.3,3.5,2.05,3.3,3.6,2435,2414,1198
1199,2016-09-09,FC Schalke 04,Bayern München,0,2,2,10.0,5.5,1.3,11.0,5.75,1.3,2431,2726,1199
1200,2016-09-10,RB Leipzig,Borussia Dortmund,1,0,0,5.25,4.2,1.62,5.25,4.25,1.6,2360,2610,1200
1201,2016-09-10,Bayer Leverkusen,Hamburger SV,3,1,0,1.45,4.5,7.0,1.5,4.33,6.5,2537,2340,1201
1202,2016-09-10,FC Ingolstadt 04,Hertha BSC,0,2,2,2.4,3.1,3.2,2.45,3.1,3.1,2341,2390,1202
1203,2016-09-10,SC Freiburg,Borussia Mönchengladbach,3,1,0,3.6,3.6,2.0,3.7,3.6,2.0,2406,2534,1203
1204,2016-09-10,SV Darmstadt 98,Eintracht Frankfurt,1,0,0,3.0,3.3,2.4,3.0,3.3,2.4,2331,2531,1204
1205,2016-09-10,VfL Wolfsburg,1. FC Köln,0,0,1,1.85,3.75,4.2,1.85,3.7,4.25,2499,2289,1205
1206,2016-09-11,1. FSV Mainz 05,TSG 1899 Hoffenheim,4,4,1,2.0,3.5,3.75,2.0,3.6,3.7,2454,2525,1206
1207,2016-09-11,Werder Bremen,FC Augsburg,1,2,2,2.3,3.4,3.1,2.35,3.4,3.0,2373,2335,1207
1208,2016-09-16,1. FC Köln,SC Freiburg,3,0,0,1.8,3.6,4.5,1.8,3.75,4.4,2463,2414,1208
1209,2016-09-17,Bayern München,FC Ingolstadt 04,3,1,0,1.07,12.0,34.0,1.09,10.5,19.0,2814,2215,1209
1210,2016-09-17,Borussia Dortmund,SV Darmstadt 98,6,0,0,1.13,9.0,21.0,1.15,7.75,13.5,2681,2204,1210
1211,2016-09-17,Eintracht Frankfurt,Bayer Leverkusen,2,1,0,4.0,3.5,1.95,3.9,3.6,1.87,2386,2555,1211
1212,2016-09-17,Borussia Mönchengladbach,Werder Bremen,4,1,0,1.44,4.5,7.5,1.48,4.4,6.0,2517,2492,1212
1213,2016-09-17,TSG 1899 Hoffenheim,VfL Wolfsburg,0,0,1,3.1,3.6,2.25,2.95,3.4,2.3,2370,2471,1213
1214,2016-09-17,Hamburger SV,RB Leipzig,0,4,2,2.75,3.25,2.63,2.6,3.2,2.7,2334,2638,1214
1215,2016-09-18,Hertha BSC,FC Schalke 04,2,0,0,2.5,3.4,2.8,2.55,3.4,2.6,2445,2461,1215
1216,2016-09-18,FC Augsburg,1. FSV Mainz 05,1,3,2,2.38,3.4,3.0,2.15,3.5,3.1,2395,2349,1216
1217,2016-09-20,VfL Wolfsburg,Borussia Dortmund,1,5,2,4.75,3.75,1.75,4.6,3.9,1.75,2471,2610,1217
1218,2016-09-20,FC Ingolstadt 04,Eintracht Frankfurt,0,2,2,2.25,3.25,3.4,2.2,3.25,3.5,2318,2531,1218
1219,2016-09-20,SC Freiburg,Hamburger SV,1,0,0,2.3,3.4,3.1,2.3,3.4,3.1,2409,2340,1219
1220,2016-09-20,SV Darmstadt 98,TSG 1899 Hoffenheim,1,1,1,3.5,3.5,2.1,3.6,3.4,2.1,2323,2525,1220
1221,2016-09-21,Werder Bremen,1. FSV Mainz 05,1,2,2,3.0,3.5,2.3,3.0,3.4,2.35,2376,2349,1221
1222,2016-09-21,Bayer Leverkusen,FC Augsburg,0,0,1,1.45,4.5,7.0,1.5,4.4,6.25,2528,2335,1222
1223,2016-09-21,RB Leipzig,Borussia Mönchengladbach,1,1,1,2.38,3.5,3.0,2.5,3.3,2.85,2368,2534,1223
1224,2016-09-21,FC Schalke 04,1. FC Köln,1,3,2,2.1,3.4,3.6,2.1,3.5,3.5,2403,2289,1224
1225,2016-09-21,Bayern München,Hertha BSC,3,0,0,1.14,9.0,17.0,1.14,8.75,17.5,2816,2390,1225
1226,2016-09-23,Borussia Dortmund,SC Freiburg,3,1,0,1.18,7.5,15.0,1.2,7.5,13.5,2687,2414,1226
1227,2016-09-24,Werder Bremen,VfL Wolfsburg,2,1,0,3.9,3.75,1.91,4.0,3.8,1.95,2376,2471,1227
1228,2016-09-24,Borussia Mönchengladbach,FC Ingolstadt 04,2,0,0,1.8,3.6,4.75,1.75,3.75,4.75,2518,2215,1228
1229,2016-09-24,1. FSV Mainz 05,Bayer Leverkusen,2,3,2,3.0,3.3,2.4,2.85,3.4,2.45,2455,2555,1229
1230,2016-09-24,Hamburger SV,Bayern München,0,1,2,13.0,7.0,1.2,13.0,6.5,1.22,2324,2726,1230
1231,2016-09-24,FC Augsburg,SV Darmstadt 98,1,0,0,1.67,3.75,5.5,1.62,3.8,5.75,2392,2204,1231
1232,2016-09-24,Eintracht Frankfurt,Hertha BSC,3,3,1,2.25,3.2,3.4,2.4,3.3,3.0,2377,2390,1232
1233,2016-09-25,1. FC Köln,RB Leipzig,1,1,1,2.3,3.3,3.2,2.35,3.4,3.2,2467,2638,1233
1234,2016-09-25,TSG 1899 Hoffenheim,FC Schalke 04,2,1,0,2.7,3.4,2.6,2.7,3.7,2.55,2391,2461,1234
1235,2016-09-30,RB Leipzig,FC Augsburg,2,1,0,1.65,3.75,5.75,1.7,3.6,5.0,2393,2335,1235
1236,2016-10-01,FC Ingolstadt 04,TSG 1899 Hoffenheim,1,2,2,2.05,3.4,3.75,2.0,3.4,3.6,2302,2525,1236
1237,2016-10-01,Bayer Leverkusen,Borussia Dortmund,2,0,0,3.8,3.6,1.95,3.4,3.6,2.0,2534,2610,1237
1238,2016-10-01,SC Freiburg,Eintracht Frankfurt,1,0,0,2.3,3.3,3.2,2.3,3.3,3.0,2408,2531,1238
1239,2016-10-01,Bayern München,1. FC Köln,1,1,1,1.17,7.0,19.0,1.16,7.0,15.5,2786,2289,1239
1240,2016-10-01,Hertha BSC,Hamburger SV,2,0,0,2.0,3.25,4.2,1.95,3.4,3.75,2461,2340,1240
1241,2016-10-01,SV Darmstadt 98,Werder Bremen,2,2,1,3.1,3.4,2.3,2.85,3.3,2.4,2317,2492,1241
1242,2016-10-02,FC Schalke 04,Borussia Mönchengladbach,4,0,0,2.2,3.4,3.3,2.3,3.4,2.95,2430,2534,1242
1243,2016-10-02,VfL Wolfsburg,1. FSV Mainz 05,0,0,1,1.85,3.6,4.33,1.85,3.7,3.8,2453,2349,1243
1244,2016-10-14,Borussia Dortmund,Hertha BSC,1,1,1,1.33,5.25,9.0,1.36,5.5,9.0,2667,2390,1244
1245,2016-10-15,Werder Bremen,Bayer Leverkusen,2,1,0,4.75,4.2,1.67,4.75,4.0,1.7,2377,2555,1245
1246,2016-10-15,FC Augsburg,FC Schalke 04,1,1,1,3.1,3.4,2.3,3.0,3.5,2.3,2382,2461,1246
1247,2016-10-15,Eintracht Frankfurt,Bayern München,2,2,1,13.0,6.0,1.25,10.5,6.25,1.26,2405,2726,1247
1248,2016-10-15,TSG 1899 Hoffenheim,SC Freiburg,2,1,0,2.05,3.6,3.5,2.1,3.5,3.5,2430,2414,1248
1249,2016-10-15,Borussia Mönchengladbach,Hamburger SV,0,0,1,1.67,3.8,5.25,1.65,4.0,5.25,2496,2340,1249
1250,2016-10-15,1. FC Köln,FC Ingolstadt 04,2,1,0,1.8,3.5,4.75,1.78,3.5,5.0,2462,2215,1250
1251,2016-10-16,1. FSV Mainz 05,SV Darmstadt 98,2,1,0,1.5,4.0,7.5,1.5,4.33,6.5,2443,2204,1251
1252,2016-10-16,VfL Wolfsburg,RB Leipzig,0,1,2,2.4,3.3,3.0,2.45,3.3,2.95,2434,2638,1252
1253,2016-10-21,Hamburger SV,Eintracht Frankfurt,0,3,2,2.45,3.25,3.0,2.5,3.4,2.95,2323,2531,1253
1254,2016-10-22,Bayern München,Borussia Mönchengladbach,2,0,0,1.2,7.5,12.0,1.2,7.25,12.0,2795,2534,1254
1255,2016-10-22,SV Darmstadt 98,VfL Wolfsburg,3,1,0,4.5,3.6,1.8,4.6,3.6,1.8,2322,2471,1255
1256,2016-10-22,SC Freiburg,FC Augsburg,2,1,0,2.1,3.3,3.7,2.15,3.3,3.5,2398,2335,1256
1257,2016-10-22,Hertha BSC,1. FC Köln,2,1,0,2.5,3.2,3.0,2.5,3.2,2.95,2476,2289,1257
1258,2016-10-22,FC Ingolstadt 04,Borussia Dortmund,3,3,1,6.0,4.2,1.53,6.0,4.33,1.53,2299,2610,1258
1259,2016-10-22,Bayer Leverkusen,TSG 1899 Hoffenheim,0,3,2,1.5,4.33,6.0,1.45,4.75,6.5,2487,2525,1259
1260,2016-10-23,FC Schalke 04,1. FSV Mainz 05,3,0,0,1.95,3.6,3.8,2.0,3.75,3.8,2457,2349,1260
1261,2016-10-23,RB Leipzig,Werder Bremen,3,1,0,1.5,4.0,7.0,1.5,4.6,6.75,2421,2492,1261
1262,2016-10-28,Borussia Mönchengladbach,Eintracht Frankfurt,0,0,1,1.85,3.5,4.5,1.87,3.7,4.5,2487,2531,1262
1263,2016-10-29,VfL Wolfsburg,Bayer Leverkusen,1,2,2,2.7,3.4,2.6,2.7,3.5,2.55,2452,2555,1263
1264,2016-10-29,Werder Bremen,SC Freiburg,1,3,2,2.3,3.5,3.0,2.3,3.5,3.0,2351,2414,1264
1265,2016-10-29,1. FSV Mainz 05,FC Ingolstadt 04,2,0,0,2.1,3.3,3.75,2.05,3.5,3.6,2420,2215,1265
1266,2016-10-29,FC Augsburg,Bayern München,1,3,2,15.0,6.5,1.2,11.5,6.75,1.22,2391,2726,1266
1267,2016-10-29,SV Darmstadt 98,RB Leipzig,0,2,2,6.0,3.8,1.62,6.0,3.9,1.6,2304,2638,1267
1268,2016-10-29,Borussia Dortmund,FC Schalke 04,0,0,1,1.57,4.33,5.5,1.6,4.33,5.25,2660,2461,1268
1269,2016-10-30,1. FC Köln,Hamburger SV,3,0,0,1.57,3.8,6.5,1.57,4.2,5.75,2469,2340,1269
1270,2016-10-30,TSG 1899 Hoffenheim,Hertha BSC,1,0,0,2.25,3.4,3.2,2.25,3.5,3.1,2442,2390,1270
1271,2016-11-04,Hertha BSC,Borussia Mönchengladbach,3,0,0,2.5,3.2,3.0,2.45,3.2,3.0,2481,2534,1271
1272,2016-11-05,SC Freiburg,VfL Wolfsburg,0,3,2,2.6,3.3,2.75,2.65,3.4,2.65,2382,2471,1272
1273,2016-11-05,Eintracht Frankfurt,1. FC Köln,1,0,0,2.6,3.1,2.9,2.6,3.2,2.8,2442,2289,1273
1274,2016-11-05,Bayer Leverkusen,SV Darmstadt 98,3,2,0,1.25,5.75,13.0,1.26,6.0,11.0,2503,2204,1274
1275,2016-11-05,Hamburger SV,Borussia Dortmund,2,5,2,8.0,4.25,1.45,7.25,4.75,1.42,2313,2610,1275
1276,2016-11-05,Bayern München,TSG 1899 Hoffenheim,1,1,1,1.17,8.0,15.0,1.19,7.75,12.5,2779,2525,1276
1277,2016-11-05,FC Ingolstadt 04,FC Augsburg,0,2,2,2.1,3.3,3.75,2.15,3.2,3.7,2290,2335,1277
1278,2016-11-06,RB Leipzig,1. FSV Mainz 05,3,1,0,1.57,3.8,6.5,1.57,4.0,6.0,2449,2349,1278
1279,2016-11-06,FC Schalke 04,Werder Bremen,3,1,0,1.53,4.33,6.0,1.57,4.33,5.5,2485,2492,1279
1280,2016-11-18,Bayer Leverkusen,RB Leipzig,2,3,2,2.3,3.4,3.1,2.3,3.4,3.3,2501,2638,1280
1281,2016-11-19,FC Augsburg,Hertha BSC,0,0,1,2.7,3.2,2.75,2.7,3.2,2.75,2397,2390,1281
1282,2016-11-19,SV Darmstadt 98,FC Ingolstadt 04,0,1,2,3.0,3.1,2.55,2.9,3.2,2.55,2285,2215,1282
1283,2016-11-19,Borussia Dortmund,Bayern München,1,0,0,3.4,3.6,2.1,3.5,3.5,2.1,2683,2726,1283
1284,2016-11-19,1. FSV Mainz 05,SC Freiburg,4,2,0,2.1,3.5,3.5,2.15,3.3,3.5,2424,2414,1284
1285,2016-11-19,Borussia Mönchengladbach,1. FC Köln,1,2,2,2.2,3.3,3.4,2.2,3.4,3.3,2461,2289,1285
1286,2016-11-19,VfL Wolfsburg,FC Schalke 04,0,1,2,2.4,3.5,2.9,2.5,3.4,2.8,2437,2461,1286
1287,2016-11-20,Werder Bremen,Eintracht Frankfurt,1,2,2,2.7,3.5,2.55,2.7,3.5,2.55,2342,2531,1287
1288,2016-11-20,TSG 1899 Hoffenheim,Hamburger SV,2,2,1,1.62,4.0,5.5,1.57,4.33,5.5,2439,2340,1288
1289,2016-11-25,SC Freiburg,RB Leipzig,1,4,2,3.8,3.6,1.95,3.9,3.6,1.95,2369,2638,1289
1290,2016-11-26,Bayern München,Bayer Leverkusen,2,1,0,1.29,6.0,10.0,1.3,6.0,8.5,2769,2555,1290
1291,2016-11-26,Eintracht Frankfurt,Borussia Dortmund,2,1,0,4.75,4.2,1.65,4.75,4.0,1.7,2458,2610,1291
1292,2016-11-26,1. FC Köln,FC Augsburg,0,0,1,1.75,3.5,5.25,1.75,3.6,5.0,2456,2335,1292
1293,2016-11-26,Hamburger SV,Werder Bremen,2,2,1,2.38,3.4,3.0,2.35,3.5,2.95,2329,2492,1293
1294,2016-11-26,FC Ingolstadt 04,VfL Wolfsburg,1,1,1,2.9,3.3,2.5,2.8,3.3,2.55,2285,2471,1294
1295,2016-11-26,Borussia Mönchengladbach,TSG 1899 Hoffenheim,1,1,1,2.0,3.6,3.75,2.0,3.6,3.7,2452,2525,1295
1296,2016-11-27,Hertha BSC,1. FSV Mainz 05,2,1,0,2.0,3.5,3.8,2.0,3.5,3.8,2500,2349,1296
1297,2016-11-27,FC Schalke 04,SV Darmstadt 98,3,1,0,1.33,5.0,10.0,1.36,5.0,8.5,2481,2204,1297
1298,2016-12-02,1. FSV Mainz 05,Bayern München,1,3,2,10.0,5.75,1.29,11.0,6.25,1.28,2411,2726,1298
1299,2016-12-03,VfL Wolfsburg,Hertha BSC,2,3,2,2.1,3.2,3.8,2.05,3.4,3.75,2422,2390,1299
1300,2016-12-03,Werder Bremen,FC Ingolstadt 04,2,1,0,2.5,3.3,2.9,2.45,3.3,2.95,2367,2215,1300
1301,2016-12-03,RB Leipzig,FC Schalke 04,2,1,0,2.0,3.3,4.0,2.0,3.5,3.75,2463,2461,1301
1302,2016-12-03,Bayer Leverkusen,SC Freiburg,1,1,1,1.5,4.2,7.0,1.5,4.33,6.5,2511,2414,1302
1303,2016-12-03,Borussia Dortmund,Borussia Mönchengladbach,4,1,0,1.5,4.5,6.5,1.48,4.4,6.75,2679,2534,1303
1304,2016-12-03,TSG 1899 Hoffenheim,1. FC Köln,4,0,0,2.1,3.4,3.6,2.1,3.5,3.5,2461,2289,1304
1305,2016-12-04,SV Darmstadt 98,Hamburger SV,0,2,2,2.7,3.1,2.8,2.7,3.3,2.65,2261,2340,1305
1306,2016-12-04,FC Augsburg,Eintracht Frankfurt,1,1,1,2.8,3.0,2.75,2.8,3.1,2.7,2385,2531,1306
1307,2016-12-09,Eintracht Frankfurt,TSG 1899 Hoffenheim,0,0,1,2.4,3.3,3.0,2.4,3.4,2.95,2446,2525,1307
1308,2016-12-10,Bayern München,VfL Wolfsburg,5,0,0,1.17,7.5,17.0,1.16,7.75,17.0,2782,2471,1308
1309,2016-12-10,1. FC Köln,Borussia Dortmund,1,1,1,5.5,4.33,1.57,5.25,4.25,1.6,2460,2610,1309
1310,2016-12-10,SC Freiburg,SV Darmstadt 98,1,0,0,1.67,3.75,5.5,1.67,3.9,5.25,2380,2204,1310
1311,2016-12-10,Hamburger SV,FC Augsburg,1,0,0,2.3,3.2,3.25,2.3,3.4,3.1,2330,2335,1311
1312,2016-12-10,Hertha BSC,Werder Bremen,0,1,2,1.73,3.75,5.0,1.75,3.7,4.75,2469,2492,1312
1313,2016-12-10,FC Ingolstadt 04,RB Leipzig,1,0,0,4.33,3.75,1.8,4.75,3.75,1.75,2318,2638,1313
1314,2016-12-11,Borussia Mönchengladbach,1. FSV Mainz 05,1,0,0,1.67,4.0,5.0,1.72,3.7,5.0,2444,2349,1314
1315,2016-12-11,FC Schalke 04,Bayer Leverkusen,0,1,2,2.3,3.3,3.2,2.35,3.4,3.0,2465,2555,1315
1316,2016-12-16,TSG 1899 Hoffenheim,Borussia Dortmund,2,2,1,3.8,4.0,1.85,3.75,4.1,1.91,2461,2610,1316
1317,2016-12-17,VfL Wolfsburg,Eintracht Frankfurt,1,0,0,2.5,3.2,3.0,2.45,3.3,2.95,2445,2531,1317
1318,2016-12-17,FC Augsburg,Borussia Mönchengladbach,1,0,0,3.2,3.1,2.4,2.95,3.4,2.4,2405,2534,1318
1319,2016-12-17,1. FSV Mainz 05,Hamburger SV,3,1,0,1.91,3.6,4.0,1.95,3.7,3.75,2406,2340,1319
1320,2016-12-17,FC Schalke 04,SC Freiburg,1,1,1,1.67,4.0,5.0,1.65,4.0,5.25,2451,2414,1320
1321,2016-12-17,Werder Bremen,1. FC Köln,1,1,1,2.6,3.4,2.7,2.65,3.3,2.7,2372,2289,1321
1322,2016-12-17,RB Leipzig,Hertha BSC,2,0,0,1.62,3.8,6.0,1.65,3.9,5.25,2473,2390,1322
1323,2016-12-18,SV Darmstadt 98,Bayern München,0,1,2,19.0,8.0,1.14,23.0,9.25,1.11,2254,2726,1323
1324,2016-12-18,Bayer Leverkusen,FC Ingolstadt 04,1,2,2,1.55,4.0,6.25,1.55,4.0,6.5,2505,2215,1324
1325,2016-12-20,Borussia Dortmund,FC Augsburg,1,1,1,1.3,5.5,10.0,1.3,5.5,10.0,2666,2335,1325
1326,2016-12-20,Hamburger SV,FC Schalke 04,2,1,0,3.3,3.25,2.3,3.1,3.4,2.3,2337,2461,1326
1327,2016-12-20,Borussia Mönchengladbach,VfL Wolfsburg,1,2,2,1.95,3.5,4.0,1.95,3.5,3.9,2427,2471,1327
1328,2016-12-20,Eintracht Frankfurt,1. FSV Mainz 05,3,0,0,2.0,3.4,3.9,2.05,3.4,3.7,2445,2349,1328
1329,2016-12-21,TSG 1899 Hoffenheim,Werder Bremen,1,1,1,1.62,4.0,5.5,1.65,4.0,5.25,2477,2492,1329
1330,2016-12-21,FC Ingolstadt 04,SC Freiburg,1,2,2,2.1,3.3,3.75,2.1,3.4,3.6,2302,2414,1330
1331,2016-12-21,1. FC Köln,Bayer Leverkusen,1,1,1,2.75,3.3,2.6,2.85,3.3,2.5,2459,2555,1331
1332,2016-12-21,Bayern München,RB Leipzig,3,0,0,1.36,5.25,8.0,1.42,5.0,7.0,2789,2638,1332
1333,2016-12-21,Hertha BSC,SV Darmstadt 98,2,0,0,1.57,3.9,6.25,1.57,3.9,6.25,2463,2204,1333
1334,2017-01-20,SC Freiburg,Bayern München,1,2,2,13.0,6.5,1.22,13.0,6.5,1.22,2400,2726,1334
1335,2017-01-21,FC Augsburg,TSG 1899 Hoffenheim,0,2,2,2.8,3.3,2.6,2.75,3.3,2.6,2404,2525,1335
1336,2017-01-21,SV Darmstadt 98,Borussia Mönchengladbach,0,0,1,4.0,3.6,1.91,4.25,3.5,1.9,2243,2534,1336
1337,2017-01-21,RB Leipzig,Eintracht Frankfurt,3,0,0,1.62,3.8,6.0,1.65,3.75,5.5,2497,2531,1337
1338,2017-01-21,FC Schalke 04,FC Ingolstadt 04,1,0,0,1.8,3.6,4.75,1.8,3.6,4.6,2443,2215,1338
1339,2017-01-21,Werder Bremen,Borussia Dortmund,1,2,2,6.0,4.33,1.53,5.75,4.75,1.5,2366,2610,1339
1340,2017-01-21,VfL Wolfsburg,Hamburger SV,1,0,0,1.85,3.6,4.33,1.9,3.5,4.25,2437,2340,1340
1341,2017-01-22,1. FSV Mainz 05,1. FC Köln,0,0,1,2.4,3.3,3.0,2.5,3.3,2.9,2412,2289,1341
