,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,Season,H_ELO,A_ELO
1560,2005-09-10,1. FSV Mainz 05,Hamburger SV,1,3,2,0,1,2,21,13,7.0,4.0,12,12,2,9,1,1,0,0,3.25,3.25,2.0,3.35,3.3,2.0,05/06,2349,2340
1561,2005-09-10,Borussia Mönchengladbach,MSV Duisburg,2,1,0,1,1,1,22,13,7.0,4.0,20,33,7,2,3,2,0,0,1.72,3.5,4.0,1.75,3.5,4.1,05/06,2534,2186
1562,2005-09-10,1. FC Nürnberg,Bayern München,1,2,2,1,1,1,11,21,4.0,7.0,18,23,5,10,4,2,0,0,4.75,3.75,1.53,5.85,3.75,1.5,05/06,2196,2726
1564,2005-09-11,Borussia Dortmund,1. FC Köln,2,1,0,1,0,0,17,18,6.0,6.0,20,18,3,2,1,4,0,0,1.72,3.5,4.0,1.65,3.8,4.3,05/06,2610,2289
1565,2005-09-11,Hertha BSC,VfL Wolfsburg,3,0,0,0,0,1,21,13,7.0,4.0,21,18,7,2,3,2,0,0,1.66,3.5,4.33,1.65,3.6,4.6,05/06,2390,2471
1566,2005-09-17,Bayern München,Hannover 96,1,0,0,1,0,0,11,13,4.0,4.0,14,12,3,3,0,1,0,0,1.28,5.0,10.0,1.25,5.2,9.0,05/06,2726,2211
1568,2005-09-17,1. FC Köln,Borussia Mönchengladbach,2,1,0,2,0,0,18,18,6.0,6.0,10,14,5,12,1,4,0,0,2.4,3.25,2.8,2.2,3.3,2.9,05/06,2289,2534
1569,2005-09-17,Hamburger SV,Eintracht Frankfurt,1,1,1,0,0,1,12,11,4.0,4.0,23,27,6,5,2,2,0,0,1.4,4.2,8.0,1.3,4.8,8.0,05/06,2340,2531
1570,2005-09-17,1. FSV Mainz 05,VfB Stuttgart,1,2,2,0,0,1,23,10,8.0,3.0,18,20,6,2,0,4,0,0,3.2,3.2,2.2,3.0,3.4,2.1,05/06,2349,2333
1571,2005-09-17,Werder Bremen,Borussia Dortmund,3,2,0,1,1,1,26,11,9.0,4.0,23,27,15,4,2,1,0,0,1.66,3.6,5.0,1.55,3.8,5.2,05/06,2492,2610
1572,2005-09-17,VfL Wolfsburg,1. FC Nürnberg,1,1,1,1,0,0,11,25,4.0,8.0,28,15,6,3,4,3,0,0,1.66,3.6,5.0,1.65,3.4,5.0,05/06,2471,2196
1573,2005-09-18,MSV Duisburg,Bayer Leverkusen,1,3,2,1,2,2,13,17,4.0,6.0,23,18,6,4,4,3,0,0,3.0,3.3,2.25,3.0,3.3,2.15,05/06,2186,2555
1574,2005-09-18,FC Schalke 04,Hertha BSC,0,0,1,0,0,1,28,10,9.0,3.0,24,27,9,4,5,4,0,1,1.83,3.5,4.0,1.75,3.4,4.2,05/06,2461,2390
1576,2005-09-20,Eintracht Frankfurt,Bayern München,0,1,2,0,0,1,18,22,6.0,7.0,16,17,3,8,2,1,0,0,7.0,3.75,1.5,5.8,4.0,1.45,05/06,2531,2726
1577,2005-09-20,Hannover 96,VfL Wolfsburg,2,4,2,1,4,2,15,13,5.0,4.0,20,11,9,0,2,1,0,0,2.0,3.3,3.4,2.2,3.3,2.9,05/06,2211,2471
1578,2005-09-20,Borussia Mönchengladbach,Werder Bremen,2,1,0,0,1,2,15,20,5.0,7.0,17,18,7,6,3,1,0,0,3.4,3.3,2.05,3.4,3.4,1.95,05/06,2534,2492
1579,2005-09-21,Hertha BSC,MSV Duisburg,3,2,0,1,1,1,18,15,6.0,5.0,12,24,6,4,2,4,0,0,1.36,4.33,8.0,1.45,4.1,6.0,05/06,2390,2186
1580,2005-09-21,1. FC Kaiserslautern,1. FSV Mainz 05,0,2,2,0,1,2,9,14,3.0,5.0,27,24,8,4,3,1,1,0,1.61,3.6,5.5,1.5,4.1,5.3,05/06,2076,2349
1581,2005-09-21,Bayer Leverkusen,1. FC Köln,2,1,0,1,0,0,12,17,4.0,6.0,27,26,3,10,3,2,1,1,1.61,3.6,5.0,1.65,3.6,4.6,05/06,2555,2289
1582,2005-09-21,1. FC Nürnberg,FC Schalke 04,1,1,1,1,0,0,13,15,4.0,5.0,21,19,4,7,4,5,0,1,3.75,3.3,1.9,3.8,3.4,1.85,05/06,2196,2461
1583,2005-09-21,VfB Stuttgart,Hamburger SV,1,2,2,0,1,2,20,16,7.0,5.0,13,17,2,8,3,0,0,0,2.1,3.25,3.25,2.3,3.25,2.8,05/06,2333,2340
1585,2005-09-24,MSV Duisburg,1. FC Nürnberg,1,0,0,1,0,0,12,11,4.0,4.0,25,30,4,4,4,4,0,1,2.2,3.25,3.2,2.0,3.35,3.3,05/06,2186,2196
1586,2005-09-24,Hamburger SV,Bayern München,2,0,0,1,0,0,11,14,4.0,5.0,28,31,2,1,3,3,0,0,3.4,3.25,2.1,3.7,3.3,1.9,05/06,2340,2726
1587,2005-09-24,1. FSV Mainz 05,Borussia Dortmund,1,1,1,0,0,1,11,15,4.0,5.0,22,11,2,4,3,2,0,0,3.0,3.25,2.3,3.25,3.3,2.05,05/06,2349,2610
1588,2005-09-24,FC Schalke 04,Hannover 96,2,0,0,0,0,1,25,8,8.0,3.0,16,17,7,6,2,2,0,0,1.5,3.8,6.5,1.5,3.9,5.6,05/06,2461,2211
1589,2005-09-24,Werder Bremen,Bayer Leverkusen,2,1,0,0,0,1,24,12,8.0,4.0,18,16,12,4,1,2,0,0,1.83,3.25,4.5,1.75,3.4,4.2,05/06,2492,2555
1590,2005-09-24,VfL Wolfsburg,Eintracht Frankfurt,1,0,0,1,0,0,10,8,3.0,3.0,16,15,5,5,1,0,0,0,1.53,3.4,5.5,1.6,3.65,4.95,05/06,2471,2531
1591,2005-09-25,1. FC Köln,Hertha BSC,0,1,2,0,0,1,15,19,5.0,6.0,17,14,4,6,1,0,0,0,2.75,3.2,2.5,2.8,3.25,2.3,05/06,2289,2390
1592,2005-09-25,VfB Stuttgart,1. FC Kaiserslautern,1,0,0,1,0,0,10,14,3.0,5.0,15,16,5,5,1,1,0,0,1.66,3.6,5.0,1.65,3.6,4.6,05/06,2333,2076
1593,2005-10-01,Bayern München,VfL Wolfsburg,2,0,0,0,0,1,18,9,6.0,3.0,10,19,4,4,0,2,0,0,1.33,4.5,9.5,1.3,4.8,8.0,05/06,2726,2471
1594,2005-10-01,Eintracht Frankfurt,FC Schalke 04,0,1,2,0,0,1,8,10,3.0,3.0,17,14,3,8,3,1,0,0,3.8,3.4,1.9,3.45,3.35,1.95,05/06,2531,2461
1595,2005-10-01,Hannover 96,MSV Duisburg,1,1,1,1,1,1,16,6,5.0,2.0,16,21,10,1,2,1,0,0,1.8,3.4,4.33,1.75,3.4,4.2,05/06,2211,2186
1596,2005-10-01,Hertha BSC,Werder Bremen,1,2,2,0,0,1,11,19,4.0,6.0,11,21,4,4,2,2,0,0,2.37,3.25,2.87,2.3,3.25,2.8,05/06,2390,2492
1598,2005-10-01,Borussia Mönchengladbach,1. FSV Mainz 05,1,0,0,1,0,0,16,21,5.0,7.0,20,14,7,8,2,3,0,0,1.66,3.6,5.0,1.7,3.5,4.4,05/06,2534,2349
1599,2005-10-01,1. FC Nürnberg,1. FC Köln,2,1,0,1,0,0,27,5,9.0,2.0,19,24,13,2,2,4,0,0,2.2,3.25,3.2,2.0,3.35,3.3,05/06,2196,2289
1600,2005-10-02,Borussia Dortmund,VfB Stuttgart,0,0,1,0,0,1,18,12,6.0,4.0,16,19,4,5,1,1,0,1,2.37,3.25,2.87,2.1,3.25,3.15,05/06,2610,2333
1601,2005-10-02,1. FC Kaiserslautern,Hamburger SV,0,3,2,0,1,2,10,17,3.0,6.0,13,19,2,6,2,1,1,0,3.0,3.3,2.25,3.0,3.3,2.15,05/06,2076,2340
1603,2005-10-16,MSV Duisburg,Eintracht Frankfurt,0,1,2,0,1,2,16,21,5.0,7.0,18,17,3,5,2,0,0,0,1.9,3.25,3.5,1.9,3.35,3.6,05/06,2186,2531
1604,2005-10-16,1. FC Köln,Hannover 96,1,4,2,0,0,1,14,13,5.0,4.0,18,14,4,3,1,3,0,0,2.0,3.25,3.25,1.9,3.35,3.6,05/06,2289,2211
1605,2005-10-15,Hamburger SV,VfL Wolfsburg,0,1,2,0,1,2,15,16,5.0,5.0,19,25,6,2,3,4,1,1,1.57,3.6,5.0,1.55,3.8,5.2,05/06,2340,2471
1606,2005-10-15,1. FC Kaiserslautern,Borussia Dortmund,3,3,1,1,3,2,16,21,5.0,7.0,19,12,7,5,2,2,0,0,2.5,3.2,2.5,2.35,3.35,2.65,05/06,2076,2610
1607,2005-10-15,1. FSV Mainz 05,Bayer Leverkusen,3,1,0,0,0,1,21,19,7.0,6.0,18,17,5,7,0,2,0,0,3.0,3.25,2.1,2.8,3.35,2.25,05/06,2349,2555
1608,2005-10-15,FC Schalke 04,Bayern München,1,1,1,0,1,2,18,11,6.0,4.0,18,25,5,2,2,5,0,1,2.5,3.2,2.5,2.4,3.35,2.6,05/06,2461,2726
1609,2005-10-15,VfB Stuttgart,Borussia Mönchengladbach,1,1,1,0,1,2,17,12,6.0,4.0,13,17,3,6,2,1,0,0,1.83,3.25,3.75,1.7,3.5,4.4,05/06,2333,2534
1610,2005-10-15,Werder Bremen,1. FC Nürnberg,6,2,0,3,1,0,14,16,5.0,5.0,27,34,3,5,0,0,0,0,1.4,3.75,7.5,1.3,4.8,8.2,05/06,2492,2196
1611,2005-10-22,Bayern München,MSV Duisburg,4,0,0,2,0,0,16,10,5.0,3.0,11,18,3,1,0,1,0,0,1.16,6.5,15.0,1.2,5.6,11.0,05/06,2726,2186
1612,2005-10-22,Eintracht Frankfurt,1. FC Köln,6,3,0,4,1,0,15,13,5.0,4.0,25,24,6,5,2,2,0,0,2.1,3.25,3.4,2.1,3.3,3.1,05/06,2531,2289
1613,2005-10-22,Hannover 96,Werder Bremen,0,0,1,0,0,1,8,14,3.0,5.0,13,16,2,5,1,3,0,1,3.4,3.25,2.1,3.2,3.3,2.05,05/06,2211,2492
1614,2005-10-22,Hertha BSC,1. FSV Mainz 05,3,1,0,2,0,0,17,32,6.0,11.0,20,15,1,11,2,1,0,0,1.44,4.0,7.5,1.4,4.25,6.6,05/06,2390,2349
1615,2005-10-22,Borussia Mönchengladbach,1. FC Kaiserslautern,4,1,0,3,1,0,12,24,4.0,8.0,13,18,4,8,2,4,0,0,1.83,3.3,4.33,1.8,3.4,4.0,05/06,2534,2076
1617,2005-10-22,VfL Wolfsburg,FC Schalke 04,0,0,1,0,0,1,11,15,4.0,5.0,17,24,6,5,2,2,0,0,2.4,3.25,2.8,2.5,3.35,2.5,05/06,2471,2461
1618,2005-10-23,Borussia Dortmund,Hamburger SV,1,1,1,0,0,1,14,15,5.0,5.0,20,13,6,5,1,3,0,0,2.37,3.2,2.9,2.6,3.35,2.4,05/06,2610,2340
1619,2005-10-23,Bayer Leverkusen,VfB Stuttgart,1,1,1,0,0,1,23,17,8.0,6.0,26,20,11,5,3,2,0,0,2.0,3.2,3.75,2.0,3.35,3.3,05/06,2555,2333
1620,2005-10-29,Borussia Dortmund,Borussia Mönchengladbach,2,1,0,1,0,0,12,16,4.0,5.0,18,16,4,7,5,3,0,0,1.9,3.25,3.5,1.85,3.4,3.75,05/06,2610,2534
1621,2005-10-29,MSV Duisburg,VfL Wolfsburg,1,0,0,0,0,1,18,9,6.0,3.0,26,35,6,1,2,1,0,0,2.62,3.2,2.37,2.8,3.3,2.25,05/06,2186,2471
1622,2005-10-29,1. FC Köln,Bayern München,1,2,2,1,0,0,13,22,4.0,7.0,17,12,12,3,3,4,0,0,6.5,3.75,1.44,5.7,3.9,1.5,05/06,2289,2726
1623,2005-10-29,Hamburger SV,FC Schalke 04,1,0,0,1,0,0,13,11,4.0,4.0,25,32,8,1,2,5,0,1,2.25,3.25,2.75,2.15,3.3,3.0,05/06,2340,2461
1624,2005-10-29,1. FC Kaiserslautern,Bayer Leverkusen,2,2,1,1,1,1,13,20,4.0,7.0,16,17,6,5,1,2,0,0,2.5,3.2,2.5,2.5,3.35,2.5,05/06,2076,2555
1625,2005-10-29,VfB Stuttgart,Hertha BSC,3,3,1,0,1,2,18,12,6.0,4.0,15,11,7,8,2,2,0,0,2.0,3.25,3.25,2.2,3.3,2.9,05/06,2333,2390
1626,2005-10-29,Werder Bremen,Eintracht Frankfurt,4,1,0,1,1,1,22,6,7.0,2.0,19,23,11,6,1,1,0,0,1.4,4.0,6.5,1.3,4.9,7.8,05/06,2492,2531
1628,2005-10-30,1. FSV Mainz 05,1. FC Nürnberg,4,1,0,3,1,0,9,15,3.0,5.0,23,21,1,7,3,3,0,0,2.0,3.25,3.25,1.9,3.35,3.6,05/06,2349,2196
1629,2005-11-05,Bayern München,Werder Bremen,3,1,0,3,1,0,16,16,5.0,5.0,12,19,7,9,0,0,0,0,1.66,3.6,5.0,1.65,3.7,4.4,05/06,2726,2492
1631,2005-11-05,Hannover 96,1. FSV Mainz 05,2,2,1,0,1,2,18,10,6.0,3.0,27,16,5,3,1,1,0,0,1.8,3.4,3.75,1.75,3.4,4.25,05/06,2211,2349
1632,2005-11-05,Hertha BSC,1. FC Kaiserslautern,3,0,0,1,0,0,8,10,3.0,3.0,22,19,8,3,2,2,0,0,1.53,3.75,5.0,1.5,3.8,5.8,05/06,2390,2076
1633,2005-11-05,Bayer Leverkusen,Borussia Dortmund,2,1,0,1,0,0,20,9,7.0,3.0,9,20,8,3,2,1,0,0,2.1,3.25,3.4,2.1,3.3,3.1,05/06,2555,2610
1634,2005-11-05,FC Schalke 04,MSV Duisburg,3,0,0,1,0,0,18,9,6.0,3.0,13,21,7,6,1,4,0,0,1.36,4.0,7.5,1.25,5.5,8.2,05/06,2461,2186
1635,2005-11-05,VfL Wolfsburg,1. FC Köln,1,1,1,1,0,0,16,14,5.0,5.0,18,22,4,4,3,1,1,0,1.57,3.6,5.0,1.55,3.6,5.6,05/06,2471,2289
1636,2005-11-06,Borussia Mönchengladbach,Hamburger SV,0,0,1,0,0,1,19,10,6.0,3.0,22,23,4,4,2,1,0,0,2.6,3.25,2.6,2.45,3.35,2.55,05/06,2534,2340
1637,2005-11-06,1. FC Nürnberg,VfB Stuttgart,0,1,2,0,1,2,14,9,5.0,3.0,31,19,6,3,3,2,0,0,3.0,3.25,2.3,2.9,3.3,2.2,05/06,2196,2333
1639,2005-11-19,Borussia Dortmund,Hertha BSC,2,0,0,2,0,0,12,13,4.0,4.0,20,20,6,8,1,4,0,0,2.3,3.2,2.7,2.1,3.3,3.1,05/06,2610,2390
1640,2005-11-19,1. FC Köln,FC Schalke 04,2,2,1,0,1,2,19,18,6.0,6.0,19,19,7,11,4,3,0,0,3.25,3.25,2.0,3.25,3.4,2.0,05/06,2289,2461
1641,2005-11-19,1. FC Kaiserslautern,1. FC Nürnberg,1,3,2,1,1,1,10,12,3.0,4.0,29,22,5,3,1,2,0,0,1.83,3.25,3.75,1.9,3.35,3.6,05/06,2076,2196
1642,2005-11-19,1. FSV Mainz 05,Eintracht Frankfurt,2,2,1,0,2,2,21,7,7.0,2.0,11,20,10,6,2,0,0,0,2.0,3.25,3.25,2.0,3.3,3.35,05/06,2349,2531
1643,2005-11-19,Borussia Mönchengladbach,Bayer Leverkusen,1,1,1,1,1,1,15,19,5.0,6.0,20,22,6,4,2,2,0,0,2.25,3.25,2.75,2.1,3.3,3.1,05/06,2534,2555
1644,2005-11-19,Werder Bremen,VfL Wolfsburg,6,1,0,2,0,0,25,15,8.0,5.0,18,11,4,9,1,2,0,0,1.5,3.75,5.5,1.5,3.8,5.75,05/06,2492,2471
1645,2005-11-20,Hamburger SV,MSV Duisburg,2,0,0,2,0,0,22,7,7.0,2.0,13,28,7,3,3,3,0,0,1.3,4.5,8.0,1.3,4.7,8.3,05/06,2340,2186
1646,2005-11-20,VfB Stuttgart,Hannover 96,2,2,1,1,0,0,9,12,3.0,4.0,9,19,4,7,0,3,0,0,1.72,3.25,4.33,1.7,3.4,4.6,05/06,2333,2211
1647,2005-11-26,Bayern München,1. FSV Mainz 05,2,1,0,1,1,1,14,17,5.0,6.0,13,11,7,8,3,2,0,0,1.16,6.5,15.0,1.15,7.0,11.0,05/06,2726,2349
1648,2005-11-26,Hannover 96,1. FC Kaiserslautern,5,1,0,2,0,0,18,7,6.0,2.0,20,25,9,1,1,1,0,0,1.83,3.25,4.5,1.85,3.35,3.8,05/06,2211,2076
1649,2005-11-26,Bayer Leverkusen,Hamburger SV,0,1,2,0,0,1,18,16,6.0,5.0,10,19,5,6,3,2,0,0,2.3,3.25,3.0,2.4,3.25,2.65,05/06,2555,2340
1650,2005-11-26,1. FC Nürnberg,Borussia Dortmund,1,2,2,0,2,2,23,16,8.0,5.0,15,15,7,5,1,1,0,0,2.87,3.25,2.37,2.9,3.3,2.2,05/06,2196,2610
1651,2005-11-26,FC Schalke 04,Werder Bremen,2,1,0,1,0,0,14,11,5.0,4.0,24,32,0,6,2,5,0,1,2.2,3.2,3.25,2.2,3.3,2.9,05/06,2461,2492
1653,2005-11-27,Eintracht Frankfurt,VfB Stuttgart,1,1,1,1,0,0,11,9,4.0,3.0,13,12,9,4,2,1,0,0,2.62,3.2,2.6,2.5,3.3,2.5,05/06,2531,2333
1654,2005-11-27,Hertha BSC,Borussia Mönchengladbach,2,2,1,0,2,2,27,11,9.0,4.0,18,28,5,4,2,2,0,0,1.72,3.4,5.0,1.7,3.45,4.5,05/06,2390,2534
1656,2005-12-03,Borussia Dortmund,Hannover 96,0,2,2,0,1,2,22,8,7.0,3.0,10,24,5,3,1,3,0,0,1.72,3.25,4.33,1.7,3.45,4.5,05/06,2610,2211
1657,2005-12-03,Hamburger SV,1. FC Köln,3,1,0,1,0,0,10,7,3.0,2.0,17,20,6,2,1,1,0,0,1.4,4.0,6.5,1.4,4.2,6.7,05/06,2340,2289
1658,2005-12-03,Borussia Mönchengladbach,1. FC Nürnberg,0,1,2,0,0,1,16,15,5.0,5.0,16,22,7,7,2,2,0,1,1.61,3.4,5.0,1.6,3.75,4.8,05/06,2534,2196
1659,2005-12-03,VfB Stuttgart,Bayern München,0,0,1,0,0,1,16,10,5.0,3.0,12,18,7,2,3,3,0,1,3.5,3.25,1.9,4.4,3.5,1.7,05/06,2333,2726
1660,2005-12-03,Werder Bremen,MSV Duisburg,2,0,0,0,0,1,20,16,7.0,5.0,19,25,3,7,1,1,0,0,1.22,5.0,10.0,1.2,5.9,10.0,05/06,2492,2186
1661,2005-12-04,Bayer Leverkusen,Hertha BSC,1,2,2,1,0,0,19,15,6.0,5.0,21,16,7,6,2,1,0,0,2.2,3.25,2.8,2.15,3.3,3.0,05/06,2555,2390
1662,2005-12-04,1. FSV Mainz 05,VfL Wolfsburg,5,1,0,3,1,0,23,10,8.0,3.0,25,27,4,1,1,6,0,1,2.0,3.25,3.25,2.15,3.3,3.05,05/06,2349,2471
1663,2005-12-06,MSV Duisburg,1. FC Köln,1,1,1,1,1,1,20,18,7.0,6.0,23,30,6,3,4,4,0,1,2.3,3.25,3.0,2.3,3.35,2.7,05/06,2186,2289
1665,2005-12-10,Eintracht Frankfurt,Borussia Dortmund,2,0,0,1,0,0,18,16,6.0,5.0,13,24,7,8,2,3,0,1,2.6,3.2,2.62,2.5,3.3,2.5,05/06,2531,2610
1666,2005-12-10,Hamburger SV,Hertha BSC,2,1,0,2,0,0,14,15,5.0,5.0,21,19,6,1,3,4,0,1,2.0,3.2,3.75,1.8,3.35,4.0,05/06,2340,2390
1667,2005-12-10,Hannover 96,Borussia Mönchengladbach,1,1,1,0,0,1,18,16,6.0,5.0,17,22,4,2,0,5,0,0,2.0,3.2,3.75,1.9,3.35,3.6,05/06,2211,2534
1668,2005-12-10,1. FC Nürnberg,Bayer Leverkusen,1,1,1,1,1,1,15,16,5.0,5.0,22,21,3,6,2,3,0,0,2.75,3.2,2.5,2.75,3.3,2.3,05/06,2196,2555
1669,2005-12-10,FC Schalke 04,1. FSV Mainz 05,1,0,0,0,0,1,15,7,5.0,2.0,11,20,5,2,1,2,0,0,1.4,4.33,7.5,1.3,4.9,7.8,05/06,2461,2349
1670,2005-12-10,VfL Wolfsburg,VfB Stuttgart,0,1,2,0,0,1,12,9,4.0,3.0,17,15,5,1,1,2,0,0,2.75,3.2,2.5,2.5,3.3,2.5,05/06,2471,2333
1671,2005-12-11,Bayern München,1. FC Kaiserslautern,2,1,0,1,1,1,20,9,7.0,3.0,14,18,10,1,3,0,0,0,1.14,7.0,17.0,1.15,7.0,11.0,05/06,2726,2076
1672,2005-12-11,1. FC Köln,Werder Bremen,1,4,2,1,1,1,12,21,4.0,7.0,17,14,4,3,1,3,0,0,4.5,3.6,1.72,4.6,3.4,1.7,05/06,2289,2492
1673,2005-12-14,1. FC Kaiserslautern,Eintracht Frankfurt,1,2,2,0,0,1,12,6,4.0,2.0,24,26,3,2,3,2,0,0,2.25,3.25,2.8,2.35,3.35,2.65,05/06,2076,2531
1675,2005-12-17,Borussia Dortmund,Bayern München,1,2,2,0,0,1,12,12,4.0,4.0,18,18,5,3,1,2,1,0,4.75,3.2,1.8,4.3,3.35,1.75,05/06,2610,2726
1676,2005-12-17,1. FC Kaiserslautern,VfL Wolfsburg,3,2,0,1,0,0,21,14,7.0,5.0,24,27,7,5,2,4,0,0,2.5,3.2,2.75,2.35,3.25,2.7,05/06,2076,2471
1677,2005-12-17,Bayer Leverkusen,Hannover 96,0,0,1,0,0,1,19,11,6.0,4.0,13,18,5,5,3,1,0,0,1.9,3.25,4.0,1.8,3.4,3.95,05/06,2555,2211
1678,2005-12-17,1. FSV Mainz 05,MSV Duisburg,1,1,1,1,0,0,14,10,5.0,3.0,27,22,2,1,2,3,0,0,1.57,3.8,5.5,1.65,3.5,4.85,05/06,2349,2186
1679,2005-12-17,Borussia Mönchengladbach,Eintracht Frankfurt,4,3,0,1,2,2,19,14,6.0,5.0,20,20,6,4,2,1,0,0,1.83,3.3,4.33,1.8,3.4,3.95,05/06,2534,2531
1680,2005-12-17,VfB Stuttgart,FC Schalke 04,2,0,0,0,0,1,14,15,5.0,5.0,18,23,2,4,4,5,0,1,2.4,3.2,2.87,2.4,3.1,2.75,05/06,2333,2461
1681,2005-12-18,Hertha BSC,1. FC Nürnberg,1,1,1,0,0,1,20,7,7.0,2.0,18,23,10,4,1,2,0,0,1.53,3.6,7.0,1.5,3.75,6.0,05/06,2390,2196
1682,2005-12-18,Werder Bremen,Hamburger SV,1,1,1,1,0,0,20,12,7.0,4.0,27,27,6,6,5,3,0,0,1.9,3.3,4.0,1.95,3.3,3.5,05/06,2492,2340
1683,2006-01-27,Borussia Mönchengladbach,Bayern München,1,3,2,0,1,2,8,14,3.0,5.0,16,24,2,6,1,1,0,0,5.0,3.4,1.72,4.5,3.4,1.7,05/06,2534,2726
1684,2006-01-28,Borussia Dortmund,VfL Wolfsburg,3,2,0,2,1,0,16,12,5.0,4.0,17,22,4,1,2,3,0,0,1.72,3.4,5.0,1.55,3.65,5.5,05/06,2610,2471
1685,2006-01-28,Hertha BSC,Hannover 96,1,1,1,0,1,2,20,7,7.0,2.0,15,18,6,1,1,4,0,1,1.72,3.6,4.5,1.75,3.35,4.35,05/06,2390,2211
1686,2006-01-28,Bayer Leverkusen,Eintracht Frankfurt,2,1,0,0,1,2,19,10,6.0,3.0,19,22,6,5,2,2,0,0,1.8,3.5,4.2,1.8,3.35,4.05,05/06,2555,2531
1687,2006-01-28,1. FSV Mainz 05,1. FC Köln,4,2,0,1,1,1,30,7,10.0,2.0,17,22,10,1,2,0,0,0,2.0,3.4,3.5,1.9,3.35,3.6,05/06,2349,2289
1688,2006-01-28,1. FC Nürnberg,Hamburger SV,2,1,0,0,0,1,19,11,6.0,4.0,19,19,3,2,2,3,0,0,3.2,3.25,2.2,3.1,3.3,2.1,05/06,2196,2340
1689,2006-01-28,VfB Stuttgart,MSV Duisburg,0,1,2,0,1,2,18,8,6.0,3.0,21,25,12,3,2,5,0,0,1.36,4.33,9.0,1.4,4.3,6.5,05/06,2333,2186
1691,2006-01-29,1. FC Kaiserslautern,FC Schalke 04,0,2,2,0,1,2,12,17,4.0,6.0,31,23,4,5,2,3,0,0,3.5,3.4,2.0,3.35,3.3,2.0,05/06,2076,2461
1692,2006-02-04,Bayern München,Bayer Leverkusen,1,0,0,1,0,0,16,9,5.0,3.0,19,22,6,3,2,4,0,0,1.36,4.33,9.0,1.35,4.6,7.0,05/06,2726,2555
1693,2006-02-04,MSV Duisburg,1. FC Kaiserslautern,2,2,1,1,0,0,10,23,3.0,8.0,24,22,2,9,3,3,0,0,2.0,3.2,3.75,2.05,3.3,3.2,05/06,2186,2076
1694,2006-02-04,Eintracht Frankfurt,Hertha BSC,1,1,1,0,1,2,27,12,9.0,4.0,17,26,12,4,3,4,0,1,2.4,3.25,2.8,2.4,3.35,2.6,05/06,2531,2390
1695,2006-02-04,1. FC Köln,VfB Stuttgart,0,0,1,0,0,1,15,11,5.0,4.0,20,19,4,4,1,2,0,0,2.87,3.25,2.37,3.0,3.2,2.2,05/06,2289,2333
1697,2006-02-04,FC Schalke 04,Borussia Dortmund,0,0,1,0,0,1,19,7,6.0,2.0,11,16,8,3,2,3,0,0,1.8,3.2,4.75,1.85,3.35,3.8,05/06,2461,2610
1698,2006-02-04,Werder Bremen,1. FSV Mainz 05,4,2,0,3,2,0,20,11,7.0,4.0,22,18,11,2,3,3,0,0,1.3,5.0,9.0,1.25,5.25,9.0,05/06,2492,2349
1699,2006-02-05,Hannover 96,1. FC Nürnberg,1,1,1,0,0,1,11,18,4.0,6.0,16,20,2,2,0,2,0,0,1.8,3.3,4.5,1.65,3.5,4.8,05/06,2211,2196
1700,2006-02-05,VfL Wolfsburg,Borussia Mönchengladbach,2,0,0,1,0,0,19,9,6.0,3.0,20,24,6,3,4,2,0,0,2.3,3.25,3.0,2.1,3.3,3.1,05/06,2471,2534
1701,2006-02-07,Borussia Dortmund,MSV Duisburg,2,0,0,0,0,1,14,10,5.0,3.0,11,20,6,4,0,2,0,1,1.53,3.6,6.5,1.55,3.7,5.4,05/06,2610,2186
1702,2006-02-07,Hertha BSC,Bayern München,0,0,1,0,0,1,17,14,6.0,5.0,18,22,8,4,1,1,0,0,4.33,3.3,1.83,4.6,3.6,1.65,05/06,2390,2726
1703,2006-02-07,1. FC Kaiserslautern,1. FC Köln,2,2,1,1,1,1,21,9,7.0,3.0,21,31,6,3,2,3,0,0,2.1,3.25,3.4,2.0,3.35,3.3,05/06,2076,2289
1705,2006-02-08,Hannover 96,Hamburger SV,2,1,0,0,0,1,12,17,4.0,6.0,16,17,1,10,0,2,0,0,3.0,3.25,2.3,2.8,3.35,2.25,05/06,2211,2340
1706,2006-02-08,Bayer Leverkusen,VfL Wolfsburg,4,0,0,1,0,0,20,7,7.0,2.0,17,17,8,3,0,0,0,0,1.8,3.4,4.33,1.7,3.5,4.4,05/06,2555,2471
1707,2006-02-08,Borussia Mönchengladbach,FC Schalke 04,0,0,1,0,0,1,10,9,3.0,3.0,25,20,8,6,3,2,0,0,2.9,3.2,2.37,2.8,3.35,2.25,05/06,2534,2461
1708,2006-02-08,1. FC Nürnberg,Eintracht Frankfurt,0,1,2,0,1,2,14,10,5.0,3.0,15,23,8,9,4,3,0,0,2.2,3.25,3.2,2.2,3.3,2.9,05/06,2196,2531
1709,2006-02-08,VfB Stuttgart,Werder Bremen,0,0,1,0,0,1,4,19,1.0,6.0,20,30,2,5,3,2,0,0,2.4,3.25,2.8,2.5,3.3,2.5,05/06,2333,2492
1711,2006-02-11,MSV Duisburg,Borussia Mönchengladbach,1,1,1,1,1,1,12,10,4.0,3.0,21,22,6,3,3,3,0,1,2.5,3.25,2.7,2.5,3.3,2.5,05/06,2186,2534
