,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,Season
540,2010-03-19,19,4,1,1,1,0,0,1,13,10,3.0,4.0,13,14,10,5,1,1,0,0,2.2,3.3,3.25,2.2,3.25,3.15,09/10
541,2010-03-20,7,13,3,0,0,0,0,1,10,16,6.0,4.0,11,13,4,6,0,1,0,0,2.4,3.25,2.9,2.45,3.15,2.8,09/10
542,2010-03-20,11,0,2,1,0,0,1,2,13,7,6.0,3.0,24,19,7,4,0,2,0,0,8.0,4.5,1.4,7.0,4.0,1.45,09/10
543,2010-03-20,2,8,1,0,0,1,0,0,10,14,3.0,5.0,19,14,6,8,3,4,0,0,2.4,3.3,2.88,2.4,3.25,2.8,09/10
544,2010-03-20,14,12,0,0,1,0,0,1,10,12,4.0,6.0,21,15,2,3,1,2,0,0,2.55,3.3,2.75,2.4,3.25,2.8,09/10
545,2010-03-20,15,9,2,0,0,1,0,0,12,10,4.0,2.0,20,22,5,2,0,2,0,0,1.44,4.33,7.0,1.4,4.25,7.5,09/10
546,2010-03-20,5,18,3,2,0,0,1,2,15,15,5.0,6.0,16,17,6,5,3,0,0,0,1.33,5.0,9.0,1.35,4.65,8.0,09/10
547,2010-03-21,20,17,2,2,1,1,0,0,17,19,9.0,7.0,15,25,4,8,1,2,0,0,2.3,3.3,3.1,2.35,3.2,2.9,09/10
548,2010-03-21,6,3,1,5,2,1,3,2,9,18,4.0,7.0,15,6,6,5,1,1,0,0,1.5,4.0,6.5,1.45,4.2,6.5,09/10
549,2010-03-26,18,11,1,2,2,1,1,1,7,16,1.0,6.0,20,8,5,4,2,1,0,0,2.38,3.25,3.0,2.35,3.2,2.9,09/10
550,2010-03-27,0,15,1,2,2,1,1,1,9,15,3.0,8.0,16,23,5,2,1,1,0,0,1.62,3.75,5.5,1.55,3.75,5.9,09/10
551,2010-03-27,9,19,1,4,2,0,3,2,12,15,4.0,7.0,17,8,5,5,2,0,1,0,2.3,3.25,3.1,2.2,3.25,3.15,09/10
552,2010-03-27,3,7,0,0,1,0,0,1,17,11,3.0,2.0,6,21,10,3,0,3,0,0,3.25,3.3,2.2,3.3,3.3,2.1,09/10
553,2010-03-27,13,17,0,2,2,0,2,2,6,7,2.0,3.0,14,16,2,5,3,2,0,0,2.2,3.4,3.2,2.25,3.25,3.05,09/10
554,2010-03-27,8,6,0,2,2,0,0,1,17,13,0.0,4.0,12,9,6,3,0,1,0,0,2.75,3.3,2.5,2.9,3.2,2.35,09/10
555,2010-03-27,5,14,4,2,0,3,0,0,15,16,7.0,8.0,15,12,5,9,0,1,1,0,1.4,4.5,8.0,1.35,4.75,7.75,09/10
556,2010-03-28,12,2,1,1,1,0,0,1,16,9,5.0,3.0,18,23,4,4,1,2,0,0,1.62,3.75,5.5,1.65,3.65,5.0,09/10
557,2010-03-28,4,20,1,0,0,1,0,0,13,11,4.0,0.0,21,21,5,2,1,3,0,0,3.1,3.25,2.3,3.25,3.25,2.15,09/10
558,2010-04-03,7,5,2,1,0,2,0,0,14,12,6.0,4.0,15,18,6,8,1,1,0,0,2.4,3.4,2.8,2.45,3.25,2.75,09/10
559,2010-04-03,11,13,3,2,0,1,1,1,14,15,5.0,6.0,18,22,8,6,1,5,0,1,3.2,3.25,2.25,3.1,3.3,2.2,09/10
560,2010-04-03,19,3,0,3,2,0,2,2,10,9,3.0,4.0,19,14,5,4,3,1,2,0,2.38,3.25,3.0,2.3,3.3,2.9,09/10
561,2010-04-03,2,18,1,1,1,1,1,1,19,5,8.0,2.0,16,17,10,2,0,2,0,0,2.2,3.2,3.4,2.15,3.25,3.25,09/10
562,2010-04-03,14,8,2,0,0,2,0,0,20,6,5.0,3.0,14,18,6,2,1,3,0,1,2.0,3.4,3.75,2.1,3.25,3.35,09/10
563,2010-04-03,17,0,1,2,2,1,2,2,13,8,2.0,2.0,23,20,1,5,2,2,1,1,2.7,3.4,2.55,2.65,3.3,2.5,09/10
564,2010-04-03,15,4,2,1,0,0,1,2,18,12,7.0,1.0,16,10,6,2,1,2,0,0,1.4,4.5,8.0,1.4,4.25,7.5,09/10
565,2010-04-04,20,9,0,0,1,0,0,1,10,7,2.0,0.0,20,14,6,1,3,0,0,1,1.44,4.33,7.0,1.45,4.0,7.0,09/10
566,2010-04-04,6,12,4,0,0,1,0,0,10,21,5.0,7.0,11,13,6,5,0,2,0,0,1.85,3.5,4.2,1.8,3.4,4.3,09/10
567,2010-04-09,4,11,2,0,0,1,0,0,13,13,6.0,2.0,19,15,5,3,0,4,0,0,2.38,3.25,3.0,2.4,3.4,2.95,09/10
568,2010-04-10,9,17,4,2,0,2,0,0,9,9,3.0,4.0,24,20,3,4,4,1,0,0,5.0,3.5,1.73,5.25,3.6,1.72,09/10
569,2010-04-10,3,15,0,1,2,0,0,1,14,14,3.0,3.0,13,17,3,3,4,3,0,0,2.9,3.3,2.4,2.75,3.4,2.35,09/10
570,2010-04-10,12,19,0,2,2,0,0,1,10,7,1.0,4.0,17,14,9,3,1,2,0,0,1.83,3.5,4.33,1.95,3.4,4.0,09/10
571,2010-04-10,13,0,1,1,1,0,0,1,15,5,4.0,2.0,18,19,3,3,1,4,0,0,3.2,3.4,2.2,3.2,3.4,2.25,09/10
572,2010-04-10,8,7,1,0,0,1,0,0,8,11,3.0,2.0,20,16,1,5,2,2,0,0,4.0,3.6,1.91,3.5,3.4,2.0,09/10
573,2010-04-10,5,2,4,0,0,1,0,0,20,4,9.0,2.0,9,11,13,1,0,0,0,0,1.33,4.75,10.0,1.31,4.9,8.65,09/10
574,2010-04-11,18,20,1,2,2,1,1,1,16,13,2.0,5.0,21,12,3,4,2,1,0,0,3.25,3.3,2.2,3.1,3.4,2.3,09/10
575,2010-04-11,14,6,0,2,2,0,0,1,27,7,12.0,2.0,14,17,10,3,0,1,0,0,2.9,3.3,2.4,2.85,3.3,2.35,09/10
576,2010-04-16,19,18,2,0,0,1,0,0,14,10,4.0,2.0,17,17,6,2,1,0,0,0,2.1,3.3,3.5,2.1,3.3,3.3,09/10
577,2010-04-17,0,9,7,0,0,3,0,0,26,8,14.0,1.0,12,8,9,1,1,2,0,0,1.22,6.0,12.0,1.18,6.7,12.0,09/10
578,2010-04-17,2,14,2,1,0,1,0,0,16,13,5.0,2.0,21,16,11,3,2,2,0,0,2.38,3.25,3.0,2.25,3.3,3.0,09/10
579,2010-04-17,20,8,0,1,2,0,1,2,17,8,5.0,2.0,8,17,8,3,0,0,0,0,1.44,4.2,7.5,1.4,4.5,7.0,09/10
580,2010-04-17,17,4,3,1,0,2,1,0,17,8,6.0,3.0,14,15,6,4,1,2,0,0,1.36,4.5,9.0,1.45,4.5,7.25,09/10
581,2010-04-17,15,13,2,1,0,1,1,1,12,22,5.0,7.0,18,12,2,6,4,1,0,1,2.2,3.4,3.2,2.2,3.3,3.4,09/10
582,2010-04-17,6,5,2,4,2,2,1,0,16,17,8.0,6.0,12,17,4,7,1,3,0,0,2.7,3.4,2.5,2.7,3.4,2.6,09/10
583,2010-04-18,7,12,1,1,1,0,0,1,14,4,6.0,1.0,16,20,5,6,2,3,0,0,1.57,3.8,6.0,1.6,4.0,5.75,09/10
584,2010-04-18,11,3,2,2,1,1,2,2,10,11,7.0,7.0,22,10,3,4,2,0,0,0,2.3,3.4,3.0,2.3,3.5,3.0,09/10
585,2010-04-23,18,15,0,2,2,0,2,2,10,14,2.0,5.0,23,24,4,4,4,0,0,0,4.0,3.75,1.83,4.33,3.6,1.85,09/10
586,2010-04-24,3,17,0,1,2,0,0,1,12,11,5.0,7.0,10,21,2,3,2,1,0,0,3.75,3.6,1.91,3.5,4.0,1.95,09/10
587,2010-04-24,13,9,3,0,0,1,0,0,9,9,6.0,3.0,13,16,1,3,2,2,0,0,1.29,5.25,10.0,1.3,5.0,9.0,09/10
588,2010-04-24,8,11,3,3,1,1,2,2,13,11,5.0,4.0,21,25,5,3,2,2,0,0,2.25,3.2,3.25,2.2,3.2,3.2,09/10
589,2010-04-24,4,0,1,1,1,0,0,1,10,21,3.0,7.0,17,15,4,8,2,3,0,0,6.0,4.33,1.5,6.0,4.2,1.48,09/10
590,2010-04-24,14,7,2,3,2,1,1,1,13,12,4.0,7.0,12,12,5,5,1,0,0,0,3.25,3.3,2.2,3.4,3.4,2.15,09/10
591,2010-04-24,5,19,1,0,0,0,0,1,23,8,10.0,0.0,17,24,9,3,1,3,0,1,1.29,5.0,11.0,1.3,5.0,9.0,09/10
592,2010-04-25,2,6,1,0,0,1,0,0,11,11,4.0,2.0,14,23,6,3,0,2,0,0,3.1,3.4,2.25,3.3,3.5,2.15,09/10
593,2010-04-25,12,20,5,1,0,3,0,0,12,10,6.0,5.0,19,23,3,4,2,0,0,1,2.8,3.25,2.5,2.9,3.3,2.3,09/10
594,2010-05-01,0,18,3,1,0,2,0,0,19,10,9.0,4.0,11,13,8,4,2,0,0,0,1.13,8.0,17.0,1.12,8.0,16.0,09/10
595,2010-05-01,7,6,1,1,1,0,0,1,25,15,8.0,6.0,16,11,5,10,0,2,0,0,1.6,3.8,5.5,1.6,3.8,5.2,09/10
596,2010-05-01,11,12,1,2,2,1,0,0,14,14,4.0,4.0,13,20,2,2,2,2,0,0,2.35,3.3,3.0,2.25,3.25,3.05,09/10
597,2010-05-01,19,2,2,2,1,1,1,1,5,11,3.0,7.0,11,13,4,3,1,3,0,0,2.4,3.3,2.88,2.3,3.3,2.9,09/10
598,2010-05-01,20,14,4,0,0,3,0,0,23,10,14.0,2.0,19,18,9,6,2,2,0,0,2.0,3.6,3.6,1.9,3.5,3.7,09/10
599,2010-05-01,9,4,6,1,0,4,0,0,21,3,10.0,2.0,14,17,5,2,1,3,0,0,1.83,3.6,4.2,1.8,3.75,3.85,09/10
600,2010-05-01,13,3,1,1,1,0,1,2,20,8,10.0,4.0,16,9,10,1,3,0,0,0,1.33,5.0,9.0,1.33,5.5,6.8,09/10
601,2010-05-01,17,5,0,2,2,0,0,1,12,8,2.0,3.0,14,16,3,1,1,2,0,0,2.15,3.4,3.2,2.15,3.55,3.0,09/10
602,2010-05-01,15,8,2,2,1,0,0,1,16,16,3.0,7.0,15,13,5,9,3,2,0,0,1.33,5.0,9.0,1.3,5.0,9.0,09/10
603,2010-05-08,18,9,0,3,2,0,3,2,18,14,5.0,6.0,18,17,8,6,3,2,0,0,2.3,3.6,2.8,2.25,3.4,2.9,09/10
604,2010-05-08,2,7,3,1,0,0,0,1,14,11,3.0,5.0,21,12,8,6,2,2,0,0,3.75,3.6,1.91,3.8,3.45,1.9,09/10
605,2010-05-08,3,0,1,3,2,0,1,2,13,16,8.0,6.0,10,14,8,2,0,0,0,0,4.2,3.75,1.8,4.0,3.45,1.85,09/10
606,2010-05-08,12,15,1,1,1,1,1,1,13,9,4.0,5.0,20,15,5,1,2,2,0,0,2.9,3.5,2.3,2.8,3.35,2.35,09/10
607,2010-05-08,8,17,0,0,1,0,0,1,12,10,4.0,3.0,12,21,6,4,1,2,0,0,2.88,3.4,2.38,2.8,3.35,2.35,09/10
608,2010-05-08,4,13,1,1,1,0,1,2,10,33,1.0,14.0,14,13,4,10,1,2,0,0,4.33,4.0,1.73,4.1,4.0,1.7,09/10
609,2010-05-08,14,19,1,0,0,0,0,1,13,5,3.0,2.0,8,15,7,2,0,4,0,0,1.53,4.33,5.5,1.55,4.25,5.0,09/10
610,2010-05-08,5,20,1,1,1,0,0,1,22,15,8.0,4.0,24,14,9,4,2,2,0,0,1.62,4.0,5.25,1.6,4.0,4.9,09/10
611,2010-05-08,6,11,3,1,0,3,0,0,16,19,7.0,3.0,14,11,7,8,0,0,0,0,1.73,4.0,4.2,1.75,3.5,4.5,09/10
612,2008-08-15,0,20,2,2,1,2,1,0,16,13,3.0,3.0,16,26,2,2,1,4,0,0,1.57,3.8,6.0,1.55,3.7,5.45,08/09
613,2008-08-16,21,5,2,2,1,0,0,1,13,17,5.0,5.0,18,13,4,4,2,2,0,0,4.5,3.5,1.8,4.0,3.4,1.8,08/09
614,2008-08-16,22,12,0,3,2,0,1,2,14,17,1.0,8.0,21,32,4,2,2,2,0,0,2.4,3.3,2.9,2.55,3.2,2.55,08/09
615,2008-08-16,23,18,1,0,0,1,0,0,16,12,3.0,1.0,20,22,1,4,2,4,0,0,2.2,3.3,3.25,2.1,3.25,3.2,08/09
616,2008-08-16,13,7,2,3,2,1,2,2,19,11,9.0,4.0,13,20,7,3,3,2,0,0,2.05,3.3,3.6,2.05,3.25,3.3,08/09
617,2008-08-16,17,9,3,0,0,2,0,0,11,11,5.0,4.0,19,17,6,7,1,2,0,0,1.57,3.8,6.0,1.6,3.65,5.0,08/09
618,2008-08-16,6,19,2,1,0,0,1,2,17,4,9.0,2.0,10,13,10,3,0,2,0,0,1.62,3.6,6.0,1.55,3.75,5.4,08/09
619,2008-08-17,11,3,0,2,2,0,1,2,18,5,1.0,4.0,7,19,11,2,0,1,0,0,2.35,3.3,3.0,2.35,3.15,2.8,08/09
620,2008-08-17,4,15,1,3,2,0,3,2,14,20,6.0,6.0,20,15,4,3,3,2,0,0,2.75,3.3,2.5,2.55,3.2,2.55,08/09
621,2008-08-22,9,22,0,0,1,0,0,1,13,6,6.0,4.0,17,25,6,1,4,3,0,1,1.62,3.6,6.0,1.6,3.6,5.1,08/09
622,2008-08-23,7,0,1,1,1,1,0,0,16,16,6.0,3.0,24,17,6,14,2,3,0,1,3.4,3.25,2.15,3.2,3.25,2.1,08/09
623,2008-08-23,20,23,2,1,0,1,0,0,12,10,3.0,5.0,17,18,6,6,2,3,0,0,1.4,4.33,8.5,1.4,4.15,7.0,08/09
624,2008-08-23,3,21,1,1,1,1,1,1,27,6,5.0,2.0,8,19,11,3,1,3,0,0,1.67,3.6,5.5,1.6,3.6,5.1,08/09
625,2008-08-23,12,4,1,0,0,1,0,0,24,7,10.0,2.0,17,27,11,2,1,4,0,0,2.05,3.3,3.6,1.85,3.3,3.9,08/09
626,2008-08-23,15,13,0,2,2,0,1,2,9,16,1.0,7.0,10,23,3,7,1,4,0,0,1.91,3.4,4.0,1.95,3.3,3.55,08/09
627,2008-08-23,5,17,1,1,1,0,0,1,15,14,7.0,5.0,17,12,5,6,0,1,0,0,2.0,3.3,3.8,2.0,3.25,3.4,08/09
628,2008-08-24,18,6,2,2,1,1,0,0,9,18,3.0,6.0,22,22,3,6,2,5,0,0,2.88,3.3,2.4,3.0,3.2,2.2,08/09
629,2008-08-24,19,11,1,1,1,1,0,0,7,9,2.0,1.0,20,19,0,2,4,2,0,0,2.25,3.3,3.1,2.2,3.2,3.0,08/09
630,2008-08-29,23,19,0,2,2,0,0,1,12,10,2.0,3.0,13,14,3,5,1,0,0,0,2.1,3.3,3.5,2.1,3.2,3.2,08/09
631,2008-08-30,21,20,2,4,2,2,1,0,14,19,7.0,5.0,13,21,4,4,2,2,0,0,3.8,3.3,2.0,3.45,3.25,2.0,08/09
632,2008-08-30,22,7,0,1,2,0,1,2,13,15,1.0,4.0,20,15,3,4,1,1,0,0,3.5,3.3,2.1,3.7,3.3,1.9,08/09
633,2008-08-30,13,12,5,2,0,3,1,0,16,12,8.0,3.0,14,22,7,3,0,2,0,0,1.73,3.75,4.5,1.8,3.4,4.0,08/09
634,2008-08-30,4,5,3,2,0,2,0,0,13,25,6.0,14.0,16,14,5,7,2,4,0,0,4.33,3.5,1.83,3.9,3.3,1.85,08/09
635,2008-08-30,17,18,1,0,0,1,0,0,20,10,6.0,2.0,11,27,7,9,0,1,0,1,1.4,4.33,8.5,1.4,4.0,7.4,08/09
636,2008-08-30,6,11,2,2,1,1,1,1,15,14,4.0,4.0,28,20,6,4,2,2,0,0,1.67,3.6,5.25,1.6,3.65,5.0,08/09
637,2008-08-31,0,3,4,1,0,1,0,0,19,9,8.0,3.0,19,16,11,1,0,3,0,0,1.36,4.5,9.0,1.4,4.1,7.1,08/09
638,2008-08-31,15,9,2,0,0,2,0,0,14,12,7.0,5.0,13,19,4,6,1,1,0,0,1.8,3.5,4.5,1.7,3.5,4.45,08/09
639,2008-09-13,7,17,3,3,1,0,2,2,17,9,6.0,4.0,21,19,5,0,3,1,0,2,2.6,3.25,2.7,2.45,3.2,2.65,08/09
640,2008-09-13,19,0,0,3,2,0,0,1,7,11,2.0,4.0,13,19,3,5,1,0,0,0,5.5,3.8,1.62,5.25,3.5,1.6,08/09
641,2008-09-13,20,13,3,2,0,1,2,2,16,11,5.0,2.0,11,20,13,2,2,1,0,1,2.05,3.4,3.6,1.95,3.25,3.6,08/09
642,2008-09-13,3,6,2,2,1,0,1,2,13,13,5.0,5.0,17,17,4,5,2,0,0,0,2.3,3.3,3.1,2.3,3.2,2.85,08/09
643,2008-09-13,12,15,0,0,1,0,0,1,18,16,6.0,4.0,16,24,7,3,4,4,0,0,3.0,3.3,2.38,2.75,3.2,2.4,08/09
644,2008-09-13,5,22,3,0,0,0,0,1,25,6,8.0,2.0,17,31,8,2,0,2,0,0,1.29,5.0,11.0,1.25,5.5,8.5,08/09
645,2008-09-14,18,21,2,0,0,2,0,0,18,11,6.0,2.0,22,16,5,5,2,0,0,0,1.91,3.4,4.0,1.9,3.25,3.75,08/09
646,2008-09-14,9,4,5,1,0,2,0,0,15,9,7.0,5.0,16,16,5,3,3,4,0,0,2.0,3.4,3.75,1.85,3.4,3.75,08/09
647,2008-09-19,13,9,4,0,0,2,0,0,20,4,12.0,0.0,17,12,8,1,0,3,0,0,1.67,3.6,5.25,1.65,3.5,4.8,08/09
648,2008-09-20,0,5,2,5,2,0,2,2,22,10,7.0,5.0,18,17,8,2,1,2,0,0,1.73,3.5,5.0,1.6,3.6,5.1,08/09
649,2008-09-20,21,19,2,0,0,0,0,1,14,9,5.0,1.0,14,24,2,7,0,3,0,0,2.3,3.3,3.1,2.25,3.2,2.9,08/09
650,2008-09-20,22,18,1,1,1,1,0,0,8,14,4.0,7.0,22,26,8,8,2,4,0,0,2.4,3.3,2.9,2.3,3.25,2.8,08/09
651,2008-09-20,4,3,0,1,2,0,1,2,15,11,4.0,4.0,12,20,12,2,0,2,0,0,2.4,3.3,2.9,2.4,3.2,2.7,08/09
652,2008-09-20,17,11,1,0,0,1,0,0,22,8,6.0,3.0,17,17,11,3,0,3,0,1,1.44,4.2,7.5,1.45,3.9,6.5,08/09
653,2008-09-21,12,7,4,1,0,2,0,0,18,10,10.0,3.0,15,23,1,7,0,1,0,0,2.5,3.25,2.8,2.55,3.2,2.55,08/09
654,2008-09-21,15,23,3,1,0,1,1,1,15,8,7.0,1.0,18,19,2,6,2,3,0,0,1.57,3.8,6.0,1.5,3.8,5.85,08/09
655,2008-09-21,6,20,3,0,0,3,0,0,6,11,4.0,1.0,20,23,2,5,2,3,0,0,2.4,3.3,2.9,2.4,3.2,2.7,08/09
656,2008-09-26,19,17,1,0,0,1,0,0,19,6,7.0,0.0,15,17,6,6,2,3,0,0,4.75,3.75,1.73,4.05,3.35,1.8,08/09
657,2008-09-27,18,13,2,3,2,0,2,2,25,17,12.0,8.0,20,16,13,1,3,0,1,0,3.5,3.3,2.1,3.35,3.2,2.05,08/09
658,2008-09-27,7,15,3,0,0,2,0,0,14,19,6.0,4.0,15,12,0,11,1,3,0,0,2.38,3.3,2.9,2.25,3.2,2.9,08/09
659,2008-09-27,20,4,1,0,0,1,0,0,10,5,3.0,0.0,14,22,5,0,1,2,0,0,1.44,4.2,7.5,1.4,4.15,7.0,08/09
660,2008-09-27,9,0,1,0,0,1,0,0,9,13,4.0,2.0,27,20,4,4,0,1,0,0,7.0,3.8,1.5,6.4,3.8,1.47,08/09
661,2008-09-27,3,22,0,1,2,0,1,2,19,9,8.0,4.0,18,21,7,2,1,3,0,0,1.57,3.75,6.0,1.55,3.6,5.65,08/09
662,2008-09-27,5,12,5,4,0,4,2,0,15,21,7.0,7.0,23,19,5,7,0,1,1,0,1.44,4.33,7.0,1.45,4.1,6.0,08/09
663,2008-09-28,11,21,1,1,1,0,1,2,18,6,9.0,2.0,19,14,9,2,3,1,0,0,1.95,3.3,4.0,1.8,3.3,4.15,08/09
664,2008-09-28,23,6,2,1,0,0,0,1,9,19,2.0,5.0,20,17,4,8,2,1,0,1,3.1,3.3,2.3,2.9,3.2,2.25,08/09
665,2008-10-03,21,23,1,2,2,0,1,2,14,14,4.0,8.0,17,18,4,9,2,2,0,0,2.25,3.25,3.2,2.15,3.25,3.05,08/09
666,2008-10-04,0,18,3,3,1,2,1,0,22,11,8.0,7.0,13,18,11,7,2,3,0,0,1.25,5.5,12.0,1.2,6.0,10.0,08/09
667,2008-10-04,12,11,2,1,0,0,0,1,15,10,6.0,5.0,23,26,7,5,1,3,0,0,1.7,3.6,4.75,1.6,3.65,5.0,08/09
668,2008-10-04,13,3,0,1,2,0,0,1,27,6,13.0,3.0,13,18,12,5,1,2,0,0,1.62,3.6,6.0,1.57,3.55,5.5,08/09
669,2008-10-04,4,19,1,2,2,1,1,1,13,21,4.0,7.0,24,14,3,9,3,1,0,0,2.25,3.3,3.2,2.15,3.25,3.05,08/09
670,2008-10-04,15,5,4,1,0,2,0,0,20,14,7.0,3.0,12,21,6,6,3,4,0,0,2.5,3.4,2.7,2.5,3.25,2.55,08/09
671,2008-10-05,22,20,1,2,2,0,0,1,9,25,4.0,9.0,20,14,3,9,2,3,0,0,3.75,3.4,2.0,3.45,3.25,2.0,08/09
672,2008-10-05,7,9,1,1,1,1,1,1,16,11,5.0,1.0,9,17,7,5,2,1,0,0,1.85,3.5,4.33,1.7,3.55,4.35,08/09
673,2008-10-05,17,6,2,2,1,1,0,0,17,12,8.0,4.0,16,13,7,5,4,2,0,1,1.8,3.5,4.5,1.8,3.3,4.1,08/09
674,2008-10-17,18,4,2,2,1,0,1,2,15,9,5.0,4.0,17,16,7,4,4,3,0,0,1.91,3.4,4.0,1.95,3.3,3.5,08/09
675,2008-10-18,11,13,0,2,2,0,1,2,13,14,3.0,7.0,20,23,6,3,2,5,0,0,3.6,3.4,2.0,3.3,3.25,2.05,08/09
676,2008-10-18,19,22,1,0,0,1,0,0,26,6,8.0,1.0,19,19,9,2,2,2,0,1,1.91,3.3,4.2,1.8,3.35,4.05,08/09
677,2008-10-18,9,12,2,5,2,0,1,2,11,20,4.0,9.0,19,20,5,7,1,2,1,0,2.35,3.4,2.88,2.4,3.25,2.65,08/09
678,2008-10-18,3,15,2,1,0,1,0,0,14,17,5.0,4.0,17,11,3,6,2,1,0,0,2.5,3.3,2.75,2.4,3.2,2.7,08/09
679,2008-10-18,23,0,0,1,2,0,0,1,9,16,2.0,5.0,21,18,3,7,3,2,0,0,5.5,3.75,1.62,5.55,3.65,1.55,08/09
680,2008-10-18,5,7,3,3,1,0,0,1,20,9,5.0,4.0,17,19,10,3,3,2,0,0,1.73,3.6,4.75,1.7,3.4,4.6,08/09
681,2008-10-18,6,21,4,1,0,2,0,0,16,8,7.0,4.0,15,12,10,2,0,2,0,0,1.5,4.0,6.75,1.4,4.0,7.4,08/09
682,2008-10-19,20,17,1,1,1,1,0,0,13,8,5.0,4.0,26,20,2,3,3,2,0,0,2.25,3.25,3.2,2.2,3.2,3.0,08/09
683,2008-10-22,11,23,2,1,0,0,0,1,13,10,3.0,3.0,17,14,8,5,3,1,0,0,2.1,3.3,3.5,2.0,3.25,3.45,08/09
684,2008-10-24,13,19,2,0,0,0,0,1,11,13,5.0,3.0,22,19,4,3,1,5,0,0,1.53,4.0,6.5,1.5,3.8,5.9,08/09
685,2008-10-25,0,6,4,2,0,1,2,2,19,13,7.0,5.0,18,24,2,3,3,2,0,0,1.57,3.8,5.75,1.55,3.8,5.1,08/09
686,2008-10-25,22,11,2,3,2,2,1,0,14,16,4.0,8.0,19,20,2,4,1,3,0,0,2.3,3.25,3.1,2.2,3.25,2.95,08/09
687,2008-10-25,9,5,1,1,1,1,1,1,19,13,7.0,5.0,18,13,10,8,3,3,0,0,3.4,3.4,2.1,3.3,3.3,2.0,08/09
688,2008-10-25,4,23,1,0,0,0,0,1,12,17,2.0,2.0,24,11,3,12,2,0,0,0,2.2,3.3,3.25,2.05,3.25,3.3,08/09
689,2008-10-25,17,21,0,0,1,0,0,1,20,7,7.0,2.0,16,23,8,1,1,2,0,1,1.3,5.25,10.0,1.3,4.85,8.0,08/09
690,2008-10-26,7,3,1,1,1,0,1,2,24,15,7.0,5.0,15,16,10,5,2,3,0,0,2.05,3.3,3.6,1.75,3.4,4.25,08/09
691,2008-10-26,12,20,3,0,0,3,0,0,23,13,10.0,0.0,30,24,6,4,1,4,0,0,2.6,3.4,2.6,2.55,3.2,2.55,08/09
692,2008-10-26,15,18,2,0,0,0,0,1,14,8,5.0,3.0,18,26,4,5,3,3,0,0,1.44,4.2,7.5,1.4,4.15,7.0,08/09
693,2008-10-28,21,22,1,1,1,0,1,2,19,8,3.0,2.0,16,24,11,0,5,2,0,1,1.91,3.4,4.2,1.9,3.25,3.75,08/09
694,2008-10-28,23,17,0,3,2,0,2,2,11,20,6.0,10.0,10,16,7,9,1,2,1,0,4.0,3.4,1.83,3.75,3.25,1.9,08/09
695,2008-10-28,5,13,0,2,2,0,0,1,13,15,2.0,5.0,15,15,6,5,1,0,0,0,2.1,3.3,3.5,1.95,3.3,3.55,08/09
696,2008-10-28,6,4,3,0,0,1,0,0,21,12,6.0,2.0,17,22,11,2,1,5,0,0,1.5,4.0,7.0,1.45,4.0,6.25,08/09
697,2008-10-29,18,12,1,3,2,1,0,0,9,10,6.0,7.0,31,15,6,7,3,2,1,0,3.2,3.4,2.2,3.2,3.25,2.1,08/09
698,2008-10-29,11,0,1,2,2,0,0,1,11,15,1.0,6.0,14,15,5,2,3,6,0,0,6.5,3.75,1.57,5.45,3.7,1.55,08/09
699,2008-10-29,19,7,0,1,2,0,0,1,7,20,1.0,7.0,11,11,3,5,2,2,0,0,2.62,3.3,2.6,2.65,3.2,2.45,08/09
700,2008-10-29,20,15,2,0,0,1,0,0,12,22,5.0,5.0,16,19,4,4,1,3,0,0,2.1,3.3,3.5,1.9,3.3,3.7,08/09
701,2008-10-29,3,9,3,0,0,0,0,1,15,20,8.0,3.0,14,13,5,4,3,0,0,0,2.0,3.3,3.8,1.8,3.25,4.2,08/09
702,2008-10-31,13,6,2,0,0,0,0,1,18,8,6.0,1.0,15,13,9,4,0,1,0,0,1.8,3.4,4.2,1.85,3.25,4.0,08/09
703,2008-11-01,0,21,3,1,0,1,1,1,35,2,12.0,1.0,14,19,20,0,1,5,0,1,1.17,7.0,15.0,1.15,6.8,12.0,08/09
704,2008-11-01,22,17,0,2,2,0,0,1,12,10,3.0,3.0,22,12,2,2,2,3,0,1,4.5,3.5,1.8,4.8,3.3,1.7,08/09
705,2008-11-01,9,20,3,0,0,2,0,0,9,22,6.0,5.0,21,13,4,11,1,1,0,0,3.25,3.4,2.15,3.1,3.2,2.15,08/09
706,2008-11-01,12,23,4,1,0,1,1,1,30,10,12.0,3.0,22,29,6,2,2,3,0,0,1.5,4.0,6.5,1.45,4.0,6.25,08/09
707,2008-11-01,15,19,1,3,2,0,1,2,16,9,6.0,5.0,13,11,9,3,1,5,0,0,1.53,3.8,6.5,1.55,3.8,5.25,08/09
708,2008-11-01,5,3,5,1,0,3,0,0,21,6,11.0,3.0,18,13,3,3,2,0,0,0,1.75,3.5,4.75,1.7,3.4,4.6,08/09
709,2008-11-02,7,18,1,1,1,1,1,1,14,10,3.0,5.0,14,23,5,6,1,3,0,0,1.55,3.8,6.25,1.5,3.8,5.85,08/09
710,2008-11-02,4,11,1,2,2,1,1,1,12,8,2.0,4.0,22,23,7,3,0,0,0,0,2.1,3.3,3.5,2.05,3.25,3.3,08/09
