,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,Season
1905,2004-10-16,15,7,2,0,0,0,0,1,18,11,6.0,4.0,18,23,4,5,2,4,0,0,1.83,3.25,3.75,1.85,3.3,3.85,04/05
1906,2004-10-17,9,6,3,0,0,1,0,0,12,12,4.0,4.0,14,14,5,8,0,3,0,0,2.5,3.2,2.5,2.5,3.3,2.5,04/05
1907,2004-10-17,4,27,2,0,0,0,0,1,13,8,4.0,3.0,9,27,7,3,1,3,1,1,1.9,3.25,3.5,1.9,3.25,3.7,04/05
1908,2004-10-23,21,3,1,0,0,1,0,0,11,13,4.0,4.0,19,19,6,1,1,1,0,0,2.37,3.2,2.62,2.55,3.15,2.55,04/05
1909,2004-10-23,7,20,0,2,2,0,1,2,19,8,6.0,3.0,13,23,4,0,0,5,0,0,1.61,3.6,4.5,1.65,3.5,4.8,04/05
1910,2004-10-23,25,0,0,2,2,0,0,1,8,14,3.0,5.0,17,24,5,11,1,2,1,1,4.33,3.25,1.72,4.4,3.5,1.7,04/05
1911,2004-10-23,27,13,0,0,1,0,0,1,14,16,5.0,5.0,25,18,7,3,2,0,0,0,2.7,3.2,2.3,2.6,3.3,2.4,04/05
1912,2004-10-23,4,9,0,2,2,0,2,2,14,8,5.0,3.0,14,20,6,3,1,2,0,0,1.9,3.25,3.5,1.95,3.2,3.6,04/05
1913,2004-10-23,5,14,4,1,0,2,0,0,19,8,6.0,3.0,24,20,5,1,1,1,0,0,1.53,3.75,5.0,1.55,3.7,5.3,04/05
1914,2004-10-23,6,18,3,0,0,3,0,0,21,15,7.0,5.0,11,16,6,1,2,1,0,0,1.66,3.4,4.5,1.7,3.5,4.4,04/05
1915,2004-10-24,2,15,2,0,0,1,0,0,13,10,4.0,3.0,23,14,2,4,0,1,0,1,4.0,3.25,1.8,3.75,3.25,1.9,04/05
1916,2004-10-24,17,8,2,1,0,1,0,0,18,18,6.0,6.0,26,24,7,4,3,3,0,0,1.66,3.4,4.5,1.65,3.5,4.8,04/05
1917,2004-10-26,0,6,2,0,0,2,0,0,26,11,9.0,4.0,11,14,6,3,1,1,0,0,1.57,3.4,5.5,1.5,3.8,5.8,04/05
1918,2004-10-26,18,4,3,0,0,0,0,1,15,16,5.0,5.0,24,20,3,5,2,6,0,1,2.0,3.25,3.25,1.95,3.3,3.5,04/05
1919,2004-10-26,9,27,3,1,0,1,1,1,13,9,4.0,3.0,11,17,6,1,0,4,0,0,1.8,3.25,4.0,1.8,3.4,4.0,04/05
1920,2004-10-26,3,7,0,1,2,0,1,2,16,18,5.0,6.0,16,18,9,2,2,1,0,0,2.1,3.25,3.0,2.0,3.3,3.4,04/05
1921,2004-10-27,20,2,4,0,0,2,0,0,21,2,7.0,1.0,16,11,5,1,1,1,0,1,1.66,3.4,4.5,1.6,3.7,4.8,04/05
1922,2004-10-27,13,21,3,2,0,0,1,2,18,9,6.0,3.0,11,11,7,6,2,1,0,0,1.57,3.4,5.5,1.5,3.8,5.8,04/05
1923,2004-10-27,8,25,3,1,0,0,0,1,22,5,7.0,2.0,24,32,1,6,1,3,0,0,1.8,3.25,4.0,1.8,3.4,4.0,04/05
1924,2004-10-27,14,17,0,2,2,0,2,2,9,11,3.0,4.0,18,19,5,8,4,3,2,0,2.6,3.2,2.4,2.5,3.3,2.5,04/05
1925,2004-10-27,15,5,1,2,2,1,0,0,14,10,5.0,3.0,25,21,7,4,3,5,0,1,1.83,3.25,3.75,1.85,3.3,3.85,04/05
1926,2004-10-30,7,13,1,0,0,1,0,0,14,16,5.0,5.0,24,12,5,5,1,4,0,1,2.25,3.25,2.75,2.2,3.3,2.9,04/05
1927,2004-10-30,2,3,1,3,2,1,1,1,12,26,4.0,9.0,13,17,6,12,4,5,0,1,2.37,3.2,2.62,2.5,3.3,2.5,04/05
1928,2004-10-30,9,18,3,0,0,1,0,0,22,12,7.0,4.0,16,15,7,3,0,1,0,0,1.8,3.25,4.0,1.85,3.3,3.85,04/05
1929,2004-10-30,4,0,2,0,0,0,0,1,12,16,4.0,5.0,18,13,3,5,2,2,0,1,4.5,3.4,1.66,4.3,3.4,1.75,04/05
1930,2004-10-30,17,15,3,2,0,3,2,0,12,18,4.0,6.0,26,23,6,6,3,2,0,0,2.1,3.25,3.0,2.2,3.3,2.9,04/05
1931,2004-10-30,5,20,1,1,1,0,1,2,20,3,7.0,1.0,16,33,9,2,1,5,0,0,1.61,3.4,5.0,1.65,3.5,4.8,04/05
1932,2004-10-30,6,8,4,3,0,2,2,1,19,15,6.0,5.0,25,22,12,4,2,2,0,1,1.66,3.4,4.5,1.6,3.6,5.0,04/05
1933,2004-10-31,25,14,0,2,2,0,0,1,13,22,4.0,7.0,21,12,11,2,2,2,0,0,2.0,3.25,3.25,2.05,3.3,3.2,04/05
1934,2004-10-31,27,21,2,1,0,0,0,1,25,16,8.0,5.0,28,15,9,3,2,2,0,0,2.1,3.25,3.0,2.0,3.3,3.35,04/05
1935,2004-11-06,0,9,3,0,0,1,0,0,14,7,5.0,2.0,14,16,2,8,2,2,0,0,1.4,3.75,7.5,1.35,4.5,7.2,04/05
1936,2004-11-06,21,7,1,0,0,1,0,0,16,17,5.0,6.0,19,19,4,5,2,4,0,1,2.6,3.2,2.4,2.6,3.3,2.4,04/05
1937,2004-11-06,18,27,1,1,1,0,1,2,19,17,6.0,6.0,21,28,5,6,2,2,0,0,1.9,3.25,3.5,1.9,3.35,3.6,04/05
1938,2004-11-06,3,5,1,1,1,0,0,1,10,6,3.0,2.0,24,19,6,2,2,3,0,0,2.37,3.2,2.62,2.5,3.3,2.5,04/05
1939,2004-11-06,13,2,4,1,0,0,1,2,29,14,10.0,5.0,19,20,4,3,2,5,0,1,1.4,3.75,7.5,1.35,4.5,7.2,04/05
1940,2004-11-06,8,4,1,1,1,0,1,2,17,5,6.0,2.0,8,21,7,2,2,1,0,0,1.9,3.25,3.5,1.9,3.35,3.6,04/05
1941,2004-11-06,14,6,4,0,0,3,0,0,14,6,5.0,2.0,18,7,6,5,3,1,0,1,2.62,3.2,2.37,2.6,3.3,2.4,04/05
1942,2004-11-07,20,17,1,2,2,0,0,1,13,19,4.0,6.0,26,19,1,5,2,1,0,0,2.37,3.2,2.62,2.4,3.3,2.6,04/05
1943,2004-11-07,15,25,4,0,0,2,0,0,15,12,5.0,4.0,12,19,4,9,1,2,0,0,1.4,3.75,7.5,1.35,4.5,7.2,04/05
1944,2004-11-13,2,21,2,3,2,2,2,1,12,9,4.0,3.0,21,21,5,2,1,2,0,0,2.25,3.25,2.75,2.15,3.3,3.0,04/05
1945,2004-11-13,9,8,2,0,0,1,0,0,14,11,5.0,4.0,19,11,9,5,2,1,0,0,1.72,3.25,4.33,1.75,3.4,4.3,04/05
1946,2004-11-13,27,7,1,0,0,0,0,1,15,18,5.0,6.0,14,25,5,7,1,2,0,0,2.6,3.2,2.4,2.4,3.3,2.6,04/05
1947,2004-11-13,4,14,2,1,0,1,0,0,8,16,3.0,5.0,26,15,7,6,2,2,0,0,1.9,3.25,3.5,1.9,3.35,3.6,04/05
1948,2004-11-13,17,3,1,3,2,0,1,2,17,13,6.0,4.0,9,23,7,5,0,2,0,0,1.66,3.4,4.5,1.65,3.5,4.8,04/05
1949,2004-11-13,5,13,2,2,1,1,0,0,18,10,6.0,3.0,17,11,11,1,2,1,0,0,1.9,3.25,3.5,1.8,3.4,4.0,04/05
1950,2004-11-13,6,15,3,0,0,1,0,0,13,10,4.0,3.0,17,17,3,4,3,3,0,0,2.37,3.2,2.62,2.4,3.3,2.6,04/05
1951,2004-11-14,18,0,1,3,2,0,0,1,6,20,2.0,7.0,23,19,3,5,3,2,0,0,4.5,3.4,1.66,4.4,3.5,1.7,04/05
1952,2004-11-14,25,20,0,6,2,0,3,2,10,12,3.0,4.0,16,17,1,5,3,2,0,0,2.5,3.2,2.5,2.6,3.3,2.4,04/05
1953,2004-11-20,0,27,3,1,0,2,1,0,28,9,9.0,3.0,14,23,11,2,2,3,0,0,1.28,4.5,8.5,1.3,4.7,8.3,04/05
1954,2004-11-20,21,5,2,1,0,1,0,0,14,15,5.0,5.0,13,20,2,9,1,1,0,1,2.8,3.2,2.25,2.9,3.3,2.2,04/05
1955,2004-11-20,7,2,2,0,0,1,0,0,19,15,6.0,5.0,16,23,5,8,2,3,0,0,1.5,3.5,6.0,1.5,3.9,5.6,04/05
1956,2004-11-20,3,25,1,1,1,0,1,2,30,8,10.0,3.0,12,26,8,3,1,4,0,0,1.4,3.75,7.5,1.45,4.1,6.0,04/05
1957,2004-11-20,13,17,0,3,2,0,2,2,15,12,5.0,4.0,16,18,7,6,0,0,0,0,2.1,3.25,3.0,2.3,3.3,2.75,04/05
1958,2004-11-20,8,18,1,0,0,1,0,0,24,10,8.0,3.0,14,22,6,3,1,4,0,1,1.9,3.25,3.5,1.95,3.3,3.5,04/05
1959,2004-11-20,15,4,1,0,0,0,0,1,17,9,6.0,3.0,20,14,2,5,3,4,0,0,1.5,3.5,6.0,1.55,3.8,5.2,04/05
1960,2004-11-21,20,6,3,1,0,2,1,0,19,6,6.0,2.0,18,19,7,3,1,3,0,1,2.2,3.25,2.8,2.2,3.3,2.9,04/05
1961,2004-11-21,14,9,1,1,1,0,0,1,14,7,5.0,2.0,16,13,1,6,1,0,0,0,2.2,3.25,2.8,2.25,3.3,2.8,04/05
1962,2004-11-27,0,8,4,2,0,3,0,0,15,18,5.0,6.0,20,13,7,4,1,1,0,0,1.28,4.5,8.5,1.25,5.0,10.0,04/05
1963,2004-11-27,18,14,3,1,0,2,0,0,13,22,4.0,7.0,19,24,4,7,2,2,0,0,2.1,3.25,3.0,2.05,3.3,3.2,04/05
1964,2004-11-27,25,13,0,2,2,0,1,2,14,9,5.0,3.0,13,13,8,5,2,2,0,0,2.87,3.2,2.2,3.3,3.4,2.0,04/05
1965,2004-11-27,27,2,3,0,0,1,0,0,16,9,5.0,3.0,26,23,3,6,0,1,0,0,1.66,3.4,4.5,1.65,3.6,4.6,04/05
1966,2004-11-27,4,20,1,3,2,0,2,2,21,11,7.0,4.0,22,25,4,5,4,4,0,1,2.3,3.2,2.7,2.2,3.3,2.9,04/05
1967,2004-11-27,5,7,2,0,0,1,0,0,16,13,5.0,4.0,21,28,8,2,1,2,0,0,1.8,3.25,4.0,1.75,3.4,4.2,04/05
1968,2004-11-27,6,3,2,3,2,0,1,2,16,10,5.0,3.0,15,24,6,1,1,0,0,0,1.83,3.25,3.75,1.9,3.35,3.6,04/05
1969,2004-11-28,9,15,0,0,1,0,0,1,13,12,4.0,4.0,13,15,6,2,0,3,0,0,2.37,3.2,2.62,2.3,3.3,2.75,04/05
1970,2004-11-28,17,21,2,1,0,2,1,0,15,15,5.0,5.0,23,21,3,3,1,3,0,0,1.57,3.4,5.5,1.55,3.8,5.2,04/05
1971,2004-12-04,21,25,1,1,1,0,0,1,23,5,8.0,2.0,14,38,7,2,1,5,0,0,1.61,3.4,5.0,1.7,3.5,4.4,04/05
1972,2004-12-04,2,5,0,6,2,0,3,2,9,15,3.0,5.0,15,19,2,6,1,0,0,0,3.25,3.25,2.0,3.6,3.25,1.95,04/05
1973,2004-12-04,20,9,0,2,2,0,1,2,19,7,6.0,2.0,12,24,7,2,2,1,0,0,1.8,3.25,4.0,1.85,3.4,3.8,04/05
1974,2004-12-04,3,4,6,0,0,1,0,0,20,17,7.0,6.0,19,10,7,0,2,1,0,0,1.66,3.4,4.5,1.7,3.4,4.6,04/05
1975,2004-12-04,13,6,2,1,0,0,1,2,14,9,5.0,3.0,22,23,4,5,0,2,0,0,1.83,3.25,3.75,1.85,3.4,3.8,04/05
1976,2004-12-04,14,0,2,2,1,1,1,1,9,17,3.0,6.0,18,14,1,12,4,2,1,0,5.0,3.4,1.61,4.6,3.4,1.7,04/05
1977,2004-12-04,15,18,5,2,0,2,1,0,16,16,5.0,5.0,22,22,3,6,1,1,0,0,1.44,3.75,6.5,1.4,4.1,7.0,04/05
1978,2004-12-05,7,17,0,1,2,0,1,2,13,10,4.0,3.0,22,19,9,4,3,2,0,0,2.37,3.2,2.62,2.65,3.2,2.45,04/05
1979,2004-12-05,27,8,2,0,0,1,0,0,19,19,6.0,6.0,22,13,4,2,2,4,0,0,1.9,3.25,3.5,1.9,3.3,3.7,04/05
1980,2004-12-11,0,15,2,2,1,0,1,2,10,9,3.0,3.0,27,25,2,2,4,2,0,0,1.61,3.4,5.0,1.65,3.5,4.8,04/05
1981,2004-12-11,18,20,1,2,2,0,2,2,13,15,4.0,5.0,23,18,6,2,3,1,0,0,2.6,3.2,2.4,2.55,3.2,2.55,04/05
1982,2004-12-11,9,3,0,1,2,0,0,1,19,8,6.0,3.0,11,17,6,5,2,1,0,0,2.25,3.25,2.75,2.3,3.2,2.85,04/05
1983,2004-12-11,25,7,1,1,1,1,1,1,15,10,5.0,3.0,23,19,12,4,1,3,0,0,2.62,3.2,2.37,2.9,3.3,2.2,04/05
1984,2004-12-11,8,14,0,1,2,0,1,2,20,9,7.0,3.0,14,18,9,3,1,1,0,0,2.0,3.25,3.25,1.9,3.35,3.6,04/05
1985,2004-12-11,17,2,1,1,1,1,0,0,22,6,7.0,2.0,14,20,12,5,0,1,0,0,1.25,4.5,11.0,1.3,4.6,8.8,04/05
1986,2004-12-11,5,27,1,1,1,0,0,1,29,8,10.0,3.0,14,24,14,6,2,2,1,0,1.5,3.5,6.0,1.45,3.9,6.5,04/05
1987,2004-12-12,4,13,1,1,1,0,0,1,19,7,6.0,2.0,21,22,5,1,1,2,0,0,2.7,3.2,2.3,2.65,3.2,2.45,04/05
1988,2004-12-12,6,21,5,0,0,4,0,0,20,9,7.0,3.0,22,18,8,4,2,2,0,0,1.72,3.25,4.33,1.7,3.5,4.5,04/05
1989,2005-01-21,0,20,3,0,0,1,0,0,20,9,7.0,3.0,18,19,6,10,2,2,0,0,1.4,4.0,6.5,1.45,4.1,6.0,04/05
1990,2005-01-22,25,2,0,0,1,0,0,1,10,15,3.0,5.0,20,24,9,6,1,3,0,0,1.9,3.25,3.5,1.8,3.4,4.0,04/05
1991,2005-01-22,8,15,2,3,2,1,0,0,14,17,5.0,6.0,19,19,4,5,2,3,0,0,2.8,3.25,2.2,3.1,3.3,2.1,04/05
1992,2005-01-22,4,21,1,0,0,0,0,1,17,12,6.0,4.0,26,18,7,4,5,2,0,0,1.8,3.4,3.75,1.85,3.4,3.75,04/05
1993,2005-01-22,14,27,1,3,2,0,0,1,18,13,6.0,4.0,12,17,7,4,1,3,0,0,2.1,3.25,3.0,1.95,3.3,3.5,04/05
1994,2005-01-22,17,5,2,1,0,0,0,1,16,11,5.0,4.0,19,15,9,4,4,3,0,0,2.1,3.2,3.1,1.9,3.35,3.6,04/05
1995,2005-01-22,6,7,1,2,2,0,0,1,12,11,4.0,4.0,22,12,8,2,2,1,0,0,1.83,3.25,3.75,1.85,3.4,3.75,04/05
1996,2005-01-23,18,3,2,2,1,1,2,2,16,13,5.0,4.0,20,28,8,1,1,2,0,0,2.7,3.2,2.3,2.8,3.3,2.25,04/05
1997,2005-01-23,9,13,0,3,2,0,2,2,8,10,3.0,3.0,16,19,6,3,0,2,0,0,2.37,3.2,2.62,2.3,3.3,2.75,04/05
1998,2005-01-29,21,9,0,1,2,0,1,2,15,8,5.0,3.0,21,23,12,2,1,1,0,0,2.2,3.25,2.79,2.25,3.3,2.8,04/05
1999,2005-01-29,7,4,1,1,1,1,0,0,16,11,5.0,4.0,16,19,3,7,0,2,0,0,1.72,3.25,4.33,1.7,3.5,4.4,04/05
2000,2005-01-29,2,6,1,0,0,0,0,1,13,19,4.0,6.0,14,32,9,2,1,2,0,1,2.5,3.2,2.5,2.8,3.3,2.25,04/05
2001,2005-01-29,20,8,2,1,0,1,1,1,20,11,7.0,4.0,22,23,3,3,2,1,0,0,1.5,3.5,6.0,1.6,3.6,5.0,04/05
2002,2005-01-29,27,17,2,0,0,0,0,1,4,14,1.0,5.0,24,18,0,8,4,4,0,0,3.0,3.25,2.1,2.9,3.3,2.2,04/05
2003,2005-01-29,13,18,4,0,0,2,0,0,16,10,5.0,3.0,23,17,2,7,0,1,0,0,1.39,3.79,7.0,1.45,4.1,6.0,04/05
2004,2005-01-29,15,14,2,4,2,0,2,2,20,11,7.0,4.0,27,22,9,2,4,3,0,0,1.44,3.75,6.5,1.45,4.1,6.0,04/05
2005,2005-01-30,3,0,0,0,1,0,0,1,9,13,3.0,4.0,27,23,2,3,3,2,0,0,3.0,3.25,2.1,2.9,3.3,2.2,04/05
2006,2005-01-30,5,25,3,2,0,2,1,0,21,9,7.0,3.0,31,27,5,5,1,1,0,0,1.36,4.0,7.5,1.4,4.2,6.6,04/05
2007,2005-02-05,0,13,2,0,0,1,0,0,17,10,6.0,3.0,26,27,4,3,1,4,0,0,1.61,3.4,5.0,1.55,3.9,5.0,04/05
2008,2005-02-05,18,21,1,1,1,1,1,1,17,12,6.0,4.0,35,25,6,4,4,1,0,0,2.1,3.25,3.0,2.05,3.3,3.2,04/05
2009,2005-02-05,9,7,1,3,2,0,2,2,13,11,4.0,4.0,10,27,6,2,0,3,0,0,2.3,3.2,2.7,2.35,3.25,2.7,04/05
2010,2005-02-05,25,17,2,2,1,0,1,2,11,18,4.0,6.0,20,14,7,6,2,0,1,0,4.0,3.25,1.8,4.2,3.6,1.7,04/05
2011,2005-02-05,8,3,0,3,2,0,1,2,17,5,6.0,2.0,18,21,5,0,2,1,0,0,2.63,3.2,2.38,2.9,3.3,2.2,04/05
2012,2005-02-05,14,20,1,3,2,0,1,2,25,9,8.0,3.0,19,21,7,5,1,1,0,0,2.4,3.2,2.6,2.3,3.35,2.7,04/05
2013,2005-02-05,15,27,1,1,1,1,0,0,15,5,5.0,2.0,25,18,5,5,4,4,0,1,1.5,3.5,6.0,1.5,3.9,5.6,04/05
2014,2005-02-06,4,2,3,2,0,2,1,0,20,11,7.0,4.0,17,17,6,0,1,4,0,0,1.57,3.4,5.5,1.6,3.6,5.0,04/05
2015,2005-02-06,6,5,2,3,2,1,0,0,6,13,2.0,4.0,19,24,2,12,2,1,0,0,2.38,3.2,2.63,2.35,3.35,2.65,04/05
2016,2005-02-12,7,18,1,0,0,1,0,0,20,13,7.0,4.0,19,19,11,6,0,2,0,0,1.57,3.4,5.5,1.55,3.7,5.4,04/05
2017,2005-02-12,2,9,0,0,1,0,0,1,14,2,5.0,1.0,13,18,2,3,1,1,0,0,2.3,3.25,2.7,2.4,3.3,2.6,04/05
2018,2005-02-12,20,15,2,1,0,1,1,1,13,5,4.0,2.0,29,27,5,4,2,5,0,1,2.2,3.2,2.87,2.3,3.3,2.75,04/05
2019,2005-02-12,3,14,2,1,0,1,0,0,13,8,4.0,3.0,22,26,6,4,5,4,1,0,1.53,3.5,5.5,1.55,3.8,5.2,04/05
2020,2005-02-12,27,25,2,1,0,1,0,0,11,12,4.0,4.0,24,18,3,1,0,3,0,1,1.5,3.6,5.5,1.55,3.8,5.2,04/05
2021,2005-02-12,17,6,3,0,0,2,0,0,18,11,6.0,4.0,16,20,8,2,1,4,0,1,1.61,3.4,5.0,1.6,3.6,5.0,04/05
2022,2005-02-12,5,4,2,0,0,1,0,0,21,6,7.0,2.0,14,22,6,5,0,5,0,0,1.61,3.4,5.0,1.55,3.8,5.2,04/05
2023,2005-02-13,21,0,3,1,0,1,0,0,10,17,3.0,6.0,16,20,1,9,2,2,0,0,5.0,3.4,1.61,5.0,3.6,1.6,04/05
2024,2005-02-13,13,8,2,0,0,0,0,1,17,9,6.0,3.0,18,26,7,5,2,2,0,0,1.33,4.33,7.5,1.35,4.4,7.4,04/05
2025,2005-02-19,0,7,5,0,0,4,0,0,17,7,6.0,2.0,10,25,4,3,0,2,0,0,1.44,3.75,6.5,1.5,3.9,5.6,04/05
2026,2005-02-19,18,2,3,1,0,1,0,0,21,12,7.0,4.0,20,26,3,3,1,5,0,1,1.8,3.4,3.75,1.85,3.35,3.8,04/05
2027,2005-02-19,20,27,2,1,0,2,0,0,14,14,5.0,5.0,18,22,8,8,2,2,0,0,1.66,3.4,4.5,1.7,3.5,4.4,04/05
2028,2005-02-19,9,5,1,4,2,1,2,2,15,13,5.0,4.0,10,22,6,5,1,2,0,0,2.75,3.25,2.25,3.0,3.3,2.15,04/05
2029,2005-02-19,8,21,0,0,1,0,0,1,18,9,6.0,3.0,23,19,4,2,1,2,0,0,2.2,3.25,2.8,2.15,3.3,3.0,04/05
2030,2005-02-19,14,13,2,4,2,1,2,2,18,10,6.0,3.0,14,19,9,3,1,1,0,0,2.7,3.2,2.3,2.75,3.3,2.3,04/05
2031,2005-02-19,6,25,4,0,0,2,0,0,12,6,4.0,2.0,19,24,3,4,0,2,0,0,1.53,3.4,6.0,1.55,3.8,5.2,04/05
2032,2005-02-20,4,17,1,3,2,1,1,1,12,12,4.0,4.0,21,17,4,3,2,0,0,0,2.6,3.2,2.4,2.6,3.3,2.4,04/05
2033,2005-02-20,15,3,1,0,0,1,0,0,8,12,3.0,4.0,26,20,2,4,1,3,0,0,2.0,3.25,3.25,1.95,3.3,3.5,04/05
2034,2005-02-26,21,14,3,1,0,2,1,0,12,20,4.0,7.0,5,22,3,2,0,1,0,0,1.9,3.25,3.5,1.95,3.3,3.5,04/05
2035,2005-02-26,7,8,3,0,0,1,0,0,30,14,10.0,5.0,15,18,4,4,1,0,0,0,1.5,3.5,6.0,1.5,4.1,5.2,04/05
2036,2005-02-26,2,0,0,1,2,0,0,1,11,14,4.0,5.0,19,15,10,3,0,2,0,0,6.0,3.5,1.5,5.6,3.9,1.5,04/05
2037,2005-02-26,25,4,0,0,1,0,0,1,12,5,4.0,2.0,15,23,8,5,1,3,0,0,2.5,3.2,2.5,2.4,3.3,2.6,04/05
2038,2005-02-26,3,20,4,1,0,3,0,0,12,25,4.0,8.0,24,21,1,10,2,4,1,0,1.9,3.25,3.5,1.9,3.35,3.6,04/05
2039,2005-02-26,27,6,0,0,1,0,0,1,15,13,5.0,4.0,23,17,6,4,4,5,0,1,2.0,3.25,3.25,1.9,3.35,3.6,04/05
2040,2005-02-26,5,18,4,0,0,1,0,0,17,10,6.0,3.0,15,18,6,3,0,1,0,0,1.4,3.75,7.5,1.4,4.2,6.6,04/05
2041,2005-02-27,13,15,1,1,1,0,0,1,14,9,5.0,3.0,20,25,6,2,4,4,0,0,1.9,3.25,3.5,1.85,3.4,3.75,04/05
2042,2005-02-27,17,9,1,0,0,0,0,1,17,16,6.0,5.0,17,12,8,8,1,4,0,0,1.44,3.75,6.5,1.45,4.1,6.0,04/05
2043,2005-03-05,0,5,1,0,0,1,0,0,6,13,2.0,4.0,17,27,5,8,2,4,0,0,1.66,3.4,4.5,1.7,3.5,4.4,04/05
2044,2005-03-05,18,17,0,2,2,0,1,2,10,19,3.0,6.0,25,20,3,9,2,1,0,0,3.5,3.25,1.9,3.5,3.25,1.95,04/05
2045,2005-03-05,20,13,1,0,0,1,0,0,9,12,3.0,4.0,29,23,4,3,5,3,0,0,2.25,3.25,2.75,2.2,3.3,2.9,04/05
2046,2005-03-05,9,25,0,1,2,0,1,2,11,12,4.0,4.0,21,23,7,4,0,3,0,0,1.66,3.4,4.5,1.55,3.9,5.0,04/05
2047,2005-03-05,8,2,5,0,0,3,0,0,17,12,6.0,4.0,21,14,6,13,1,3,0,0,1.9,3.25,3.5,1.8,3.4,4.0,04/05
2048,2005-03-05,4,6,1,0,0,0,0,1,15,7,5.0,2.0,12,20,5,3,2,1,0,0,1.9,3.25,3.5,2.05,3.2,3.3,04/05
2049,2005-03-05,15,21,2,1,0,0,0,1,19,5,6.0,2.0,23,23,9,2,0,1,0,0,1.5,3.5,6.0,1.45,4.2,5.7,04/05
2050,2005-03-06,3,27,1,1,1,0,0,1,24,11,8.0,4.0,14,21,6,6,3,2,0,0,1.66,3.4,4.5,1.6,3.7,4.9,04/05
2051,2005-03-06,14,7,2,2,1,0,0,1,17,16,6.0,5.0,19,16,4,7,5,3,1,0,2.62,3.2,2.37,2.5,3.3,2.5,04/05
2052,2005-03-12,21,20,3,4,2,2,3,2,19,10,6.0,3.0,21,33,5,3,3,3,0,1,2.4,3.2,2.6,2.5,3.3,2.5,04/05
2053,2005-03-12,2,14,2,3,2,1,1,1,15,20,5.0,7.0,14,18,8,7,1,3,0,0,2.4,3.2,2.6,2.35,3.35,2.65,04/05
2054,2005-03-12,25,18,3,1,0,1,0,0,14,19,5.0,6.0,23,25,3,5,1,2,0,0,2.0,3.25,3.25,2.0,3.45,3.2,04/05
2055,2005-03-12,27,4,1,0,0,1,0,0,17,17,6.0,6.0,23,19,3,5,1,1,0,0,1.9,3.25,3.5,1.8,3.4,3.95,04/05
2056,2005-03-12,13,3,3,3,1,2,2,1,22,9,7.0,3.0,18,17,11,2,2,0,0,1,2.0,3.25,3.25,1.95,3.3,3.5,04/05
2057,2005-03-12,5,8,0,0,1,0,0,1,20,8,7.0,3.0,14,18,6,8,2,3,0,0,1.33,4.33,7.5,1.25,5.2,9.2,04/05
2058,2005-03-12,6,9,1,0,0,1,0,0,13,17,4.0,6.0,28,15,3,8,3,3,0,0,1.61,3.4,5.0,1.7,3.6,4.3,04/05
2059,2005-03-13,7,15,0,2,2,0,1,2,18,13,6.0,4.0,20,16,8,1,3,4,1,1,2.3,3.2,2.7,2.2,3.35,2.85,04/05
2060,2005-03-13,17,0,1,0,0,0,0,1,11,17,4.0,6.0,23,26,1,4,2,2,0,0,2.5,3.0,2.62,2.35,3.25,2.7,04/05
2061,2005-03-19,0,25,3,1,0,1,1,1,25,6,8.0,2.0,16,22,9,5,3,5,0,0,1.22,5.0,10.0,1.2,5.75,10.5,04/05
2062,2005-03-19,18,6,5,1,0,4,0,0,12,19,4.0,6.0,13,21,5,9,1,2,0,0,2.4,3.2,2.6,2.3,3.35,2.7,04/05
2063,2005-03-19,20,7,2,3,2,1,1,1,10,17,3.0,6.0,20,19,3,3,2,3,0,0,1.8,3.25,4.0,1.8,3.5,3.85,04/05
2064,2005-03-19,9,4,2,1,0,0,1,2,9,11,3.0,4.0,13,21,4,2,1,3,0,0,2.1,3.25,3.0,1.95,3.3,3.5,04/05
2065,2005-03-19,3,21,3,0,0,1,0,0,12,15,4.0,5.0,23,18,3,4,0,3,0,0,1.5,3.5,6.0,1.5,3.9,5.6,04/05
2066,2005-03-19,13,27,2,0,0,1,0,0,16,13,5.0,4.0,13,21,5,9,2,2,0,0,1.66,3.4,4.5,1.55,3.8,5.2,04/05
2067,2005-03-19,14,5,1,2,2,0,2,2,12,18,4.0,6.0,17,23,2,10,3,2,0,0,3.75,3.3,1.8,3.4,3.5,1.9,04/05
2068,2005-03-20,8,17,2,1,0,1,0,0,15,17,5.0,6.0,18,27,4,5,1,3,0,0,4.2,3.4,1.83,4.1,3.5,1.75,04/05
2069,2005-03-20,15,2,1,0,0,1,0,0,16,6,5.0,2.0,16,23,7,5,1,2,0,0,1.28,4.5,8.5,1.25,5.2,9.2,04/05
2070,2005-04-02,21,13,1,0,0,0,0,1,12,12,4.0,4.0,17,24,8,5,1,2,0,0,3.0,3.25,2.1,2.9,3.3,2.2,04/05
2071,2005-04-02,2,20,1,1,1,1,1,1,12,18,4.0,6.0,22,25,2,3,3,3,0,1,3.5,3.25,1.9,4.1,3.5,1.75,04/05
2072,2005-04-02,25,8,2,0,0,1,0,0,8,15,3.0,5.0,21,16,2,6,2,1,0,0,1.8,3.3,3.75,1.95,3.3,3.5,04/05
2073,2005-04-02,27,9,0,2,2,0,0,1,18,8,6.0,3.0,21,19,8,1,2,2,0,0,1.8,3.25,4.0,1.8,3.4,4.0,04/05
