,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,Season
1119,2009-05-13,26,0,1.0,2.0,2.0,0.0,0.0,13.0,18.0,5.0,9.0,11.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,12.0,5.0,1.3,9.0,08/09
1120,2009-05-16,22,28,1.0,1.0,1.0,0.0,0.0,16.0,20.0,9.0,12.0,11.0,9.0,5.0,7.0,1.0,2.0,0.0,0.0,2.2,3.3,3.4,2.15,08/09
1121,2009-05-16,12,15,3.0,1.0,0.0,1.0,1.0,18.0,8.0,9.0,3.0,15.0,14.0,6.0,3.0,1.0,2.0,0.0,1.0,1.73,3.6,5.0,1.75,08/09
1122,2009-05-16,0,7,0.0,0.0,1.0,0.0,1.0,11.0,14.0,5.0,11.0,13.0,14.0,2.0,6.0,0.0,5.0,0.0,0.0,1.67,3.5,6.0,1.65,08/09
1123,2009-05-16,29,20,1.0,1.0,1.0,0.0,0.0,10.0,8.0,6.0,6.0,11.0,16.0,6.0,8.0,0.0,2.0,0.0,0.0,2.5,3.4,2.75,2.45,08/09
1124,2009-05-16,4,2,0.0,1.0,2.0,1.0,2.0,12.0,12.0,6.0,5.0,7.0,17.0,6.0,2.0,0.0,3.0,1.0,0.0,1.91,3.5,4.0,1.9,08/09
1125,2009-05-16,24,26,2.0,0.0,0.0,0.0,1.0,13.0,8.0,8.0,3.0,8.0,11.0,6.0,3.0,0.0,0.0,0.0,0.0,2.2,3.25,3.4,2.1,08/09
1126,2009-05-16,14,18,2.0,1.0,0.0,0.0,0.0,11.0,9.0,4.0,3.0,5.0,7.0,4.0,7.0,0.0,1.0,0.0,0.0,1.83,3.5,4.5,1.85,08/09
1127,2009-05-17,11,21,2.0,0.0,0.0,0.0,0.0,21.0,8.0,12.0,5.0,6.0,6.0,1.0,4.0,1.0,2.0,0.0,0.0,1.3,5.0,11.0,1.27,08/09
1128,2009-05-17,30,8,0.0,2.0,2.0,1.0,2.0,12.0,16.0,7.0,10.0,13.0,4.0,11.0,5.0,2.0,0.0,0.0,0.0,7.0,5.0,1.4,8.5,08/09
1129,2009-05-18,23,25,3.0,1.0,0.0,0.0,1.0,9.0,20.0,4.0,9.0,11.0,6.0,5.0,6.0,1.0,0.0,0.0,0.0,2.1,3.2,3.75,2.2,08/09
1130,2009-05-24,7,24,4.0,1.0,0.0,1.0,0.0,24.0,3.0,11.0,1.0,9.0,11.0,6.0,0.0,1.0,0.0,0.0,0.0,1.33,5.0,10.0,1.28,08/09
1131,2009-05-24,20,4,1.0,0.0,0.0,0.0,0.0,15.0,8.0,5.0,3.0,8.0,10.0,5.0,3.0,0.0,2.0,0.0,1.0,2.3,3.4,3.1,2.25,08/09
1132,2009-05-24,21,30,0.0,0.0,1.0,0.0,1.0,10.0,13.0,5.0,5.0,14.0,11.0,4.0,9.0,0.0,1.0,1.0,0.0,1.83,3.5,4.5,1.7,08/09
1133,2009-05-24,2,12,0.0,2.0,2.0,1.0,2.0,10.0,13.0,4.0,10.0,15.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,2.1,3.3,3.6,2.05,08/09
1134,2009-05-24,28,0,0.0,1.0,2.0,1.0,2.0,12.0,12.0,8.0,5.0,17.0,11.0,8.0,3.0,2.0,1.0,0.0,0.0,3.0,3.5,2.3,2.9,08/09
1135,2009-05-24,8,14,3.0,1.0,0.0,0.0,0.0,20.0,8.0,9.0,4.0,14.0,4.0,9.0,2.0,0.0,1.0,0.0,0.0,1.53,4.0,6.5,1.45,08/09
1136,2009-05-24,18,22,1.0,0.0,0.0,0.0,0.0,20.0,8.0,12.0,4.0,8.0,10.0,15.0,9.0,0.0,0.0,0.0,0.0,1.73,3.6,5.0,1.7,08/09
1137,2009-05-24,25,11,2.0,3.0,2.0,0.0,1.0,8.0,14.0,7.0,9.0,8.0,7.0,6.0,7.0,1.0,1.0,0.0,0.0,4.0,3.6,1.91,3.9,08/09
1138,2009-05-24,15,29,2.0,1.0,0.0,0.0,0.0,14.0,17.0,8.0,6.0,14.0,10.0,4.0,5.0,0.0,1.0,0.0,0.0,2.25,3.4,3.2,2.15,08/09
1139,2009-05-24,26,23,1.0,0.0,0.0,0.0,0.0,19.0,9.0,10.0,3.0,8.0,21.0,8.0,2.0,0.0,4.0,0.0,0.0,2.1,3.4,3.5,2.05,08/09
1140,2007-08-11,20,8,1.0,2.0,2.0,1.0,2.0,10.0,17.0,6.0,7.0,18.0,11.0,4.0,2.0,4.0,2.0,0.0,0.0,4.0,3.25,1.9,3.65,07/08
1141,2007-08-11,22,4,1.0,3.0,2.0,3.0,2.0,13.0,7.0,9.0,5.0,15.0,16.0,4.0,3.0,1.0,1.0,0.0,0.0,2.5,3.2,2.75,2.4,07/08
1142,2007-08-11,31,23,2.0,2.0,1.0,1.0,1.0,12.0,12.0,5.0,6.0,14.0,17.0,6.0,6.0,1.0,2.0,0.0,0.0,2.8,3.25,2.4,2.95,07/08
1143,2007-08-11,12,26,2.0,1.0,0.0,0.0,0.0,12.0,14.0,8.0,4.0,8.0,13.0,6.0,2.0,0.0,0.0,0.0,0.0,1.66,3.4,5.5,1.65,07/08
1144,2007-08-11,29,21,1.0,2.0,2.0,0.0,0.0,10.0,4.0,6.0,4.0,16.0,16.0,13.0,3.0,3.0,4.0,0.0,0.0,2.37,3.25,2.87,2.35,07/08
1145,2007-08-11,25,14,1.0,0.0,0.0,0.0,1.0,9.0,6.0,4.0,3.0,14.0,14.0,7.0,2.0,1.0,1.0,0.0,0.0,3.4,3.25,2.1,3.2,07/08
1146,2007-08-11,15,18,0.0,2.0,2.0,1.0,2.0,9.0,14.0,2.0,5.0,13.0,11.0,5.0,3.0,0.0,4.0,0.0,0.0,2.0,3.2,3.75,1.95,07/08
1147,2007-08-12,7,2,2.0,1.0,0.0,1.0,2.0,19.0,12.0,13.0,9.0,6.0,19.0,14.0,4.0,1.0,5.0,0.0,0.0,1.33,4.5,10.0,1.3,07/08
1148,2007-08-12,11,27,3.0,2.0,0.0,2.0,1.0,19.0,6.0,11.0,4.0,8.0,8.0,5.0,3.0,2.0,1.0,0.0,0.0,1.2,6.0,13.0,1.15,07/08
1149,2007-08-12,0,32,0.0,0.0,1.0,0.0,1.0,22.0,3.0,9.0,2.0,8.0,16.0,12.0,3.0,0.0,2.0,0.0,1.0,1.22,5.5,13.0,1.2,07/08
1150,2007-08-14,14,12,1.0,3.0,2.0,3.0,2.0,14.0,16.0,8.0,10.0,16.0,9.0,9.0,4.0,2.0,0.0,0.0,0.0,1.8,3.4,4.33,1.8,07/08
1151,2007-08-15,27,25,2.0,2.0,1.0,0.0,0.0,7.0,7.0,3.0,3.0,17.0,10.0,2.0,7.0,1.0,1.0,0.0,0.0,2.3,3.25,3.0,2.2,07/08
1152,2007-08-15,2,22,2.0,1.0,0.0,1.0,0.0,8.0,14.0,6.0,7.0,19.0,13.0,9.0,8.0,2.0,1.0,0.0,0.0,2.2,3.25,3.2,2.1,07/08
1153,2007-08-15,18,31,1.0,0.0,0.0,0.0,0.0,9.0,5.0,6.0,3.0,12.0,13.0,4.0,4.0,3.0,1.0,0.0,0.0,1.61,3.6,5.5,1.6,07/08
1154,2007-08-15,23,0,1.0,1.0,1.0,1.0,2.0,7.0,20.0,6.0,12.0,13.0,5.0,6.0,12.0,2.0,1.0,1.0,1.0,5.5,3.6,1.61,5.5,07/08
1155,2007-08-15,32,11,1.0,2.0,2.0,0.0,0.0,15.0,15.0,11.0,7.0,15.0,16.0,4.0,11.0,4.0,5.0,1.0,0.0,6.5,3.75,1.53,6.0,07/08
1156,2007-08-15,26,29,1.0,0.0,0.0,0.0,1.0,14.0,5.0,5.0,1.0,8.0,20.0,5.0,3.0,1.0,3.0,0.0,0.0,2.3,3.25,3.0,2.3,07/08
1157,2007-08-18,27,15,0.0,1.0,2.0,0.0,1.0,6.0,13.0,3.0,5.0,16.0,15.0,9.0,5.0,4.0,2.0,0.0,0.0,2.37,3.25,2.87,2.3,07/08
1158,2007-08-18,2,29,1.0,2.0,2.0,0.0,0.0,13.0,9.0,6.0,6.0,9.0,12.0,8.0,7.0,1.0,3.0,0.0,0.0,2.1,3.25,3.4,2.2,07/08
1159,2007-08-18,4,20,0.0,0.0,1.0,0.0,1.0,6.0,11.0,2.0,5.0,16.0,12.0,8.0,6.0,0.0,2.0,0.0,0.0,1.83,3.3,4.33,1.8,07/08
1160,2007-08-18,23,22,3.0,1.0,0.0,1.0,0.0,11.0,8.0,6.0,3.0,13.0,11.0,10.0,6.0,0.0,2.0,0.0,0.0,1.83,3.3,4.33,1.9,07/08
1161,2007-08-18,32,12,1.0,0.0,0.0,0.0,0.0,10.0,13.0,5.0,5.0,14.0,8.0,4.0,12.0,2.0,2.0,0.0,0.0,2.5,3.25,2.7,2.3,07/08
1162,2007-08-18,14,31,4.0,0.0,0.0,0.0,0.0,25.0,4.0,14.0,2.0,8.0,14.0,9.0,3.0,0.0,4.0,0.0,0.0,1.44,4.0,7.5,1.4,07/08
1163,2007-08-18,26,25,3.0,0.0,0.0,0.0,0.0,9.0,9.0,4.0,6.0,8.0,17.0,5.0,9.0,0.0,2.0,0.0,0.0,2.2,3.25,3.2,2.1,07/08
1164,2007-08-19,21,7,1.0,1.0,1.0,1.0,2.0,9.0,10.0,4.0,3.0,19.0,15.0,5.0,4.0,4.0,4.0,1.0,0.0,3.1,3.2,2.25,3.2,07/08
1165,2007-08-19,8,11,1.0,1.0,1.0,0.0,0.0,18.0,6.0,8.0,2.0,11.0,16.0,5.0,2.0,4.0,5.0,0.0,0.0,2.62,3.1,3.1,2.4,07/08
1166,2007-08-19,18,0,1.0,0.0,0.0,0.0,0.0,6.0,15.0,2.0,6.0,8.0,11.0,0.0,11.0,2.0,2.0,0.0,0.0,4.5,3.25,1.83,4.0,07/08
1167,2007-08-25,7,18,1.0,0.0,0.0,0.0,1.0,16.0,8.0,10.0,4.0,8.0,9.0,8.0,2.0,0.0,1.0,0.0,0.0,1.53,3.8,6.0,1.55,07/08
1168,2007-08-25,20,2,2.0,1.0,0.0,1.0,2.0,23.0,10.0,4.0,5.0,11.0,13.0,12.0,3.0,1.0,2.0,0.0,1.0,1.8,3.4,4.5,1.65,07/08
1169,2007-08-25,22,32,3.0,0.0,0.0,0.0,0.0,18.0,5.0,12.0,2.0,10.0,7.0,10.0,7.0,2.0,1.0,0.0,0.0,2.25,3.2,3.0,2.2,07/08
1170,2007-08-25,11,23,1.0,0.0,0.0,0.0,0.0,18.0,18.0,7.0,4.0,16.0,12.0,4.0,6.0,0.0,2.0,0.0,0.0,1.28,5.0,10.0,1.25,07/08
1171,2007-08-25,31,27,1.0,2.0,2.0,1.0,2.0,16.0,11.0,8.0,6.0,8.0,13.0,4.0,4.0,0.0,1.0,0.0,0.0,2.37,3.25,2.87,2.3,07/08
1172,2007-08-25,12,21,1.0,1.0,1.0,1.0,2.0,12.0,11.0,8.0,7.0,20.0,18.0,5.0,7.0,0.0,2.0,0.0,0.0,2.1,3.2,3.5,1.9,07/08
1173,2007-08-25,25,8,0.0,2.0,2.0,1.0,2.0,7.0,17.0,2.0,12.0,12.0,12.0,6.0,4.0,1.0,1.0,0.0,0.0,6.0,3.6,1.57,5.35,07/08
1174,2007-08-25,15,26,1.0,1.0,1.0,0.0,1.0,13.0,12.0,4.0,3.0,11.0,12.0,6.0,1.0,1.0,2.0,0.0,0.0,1.9,3.25,4.0,1.85,07/08
1175,2007-08-26,0,14,1.0,0.0,0.0,0.0,1.0,14.0,10.0,5.0,3.0,15.0,7.0,4.0,4.0,2.0,3.0,0.0,0.0,1.5,4.0,6.0,1.5,07/08
1176,2007-08-26,29,4,2.0,2.0,1.0,1.0,1.0,11.0,5.0,7.0,3.0,13.0,10.0,5.0,2.0,6.0,3.0,0.0,0.0,2.6,3.2,2.62,2.45,07/08
1177,2007-09-01,22,12,1.0,2.0,2.0,1.0,2.0,13.0,15.0,7.0,11.0,8.0,10.0,11.0,6.0,1.0,3.0,0.0,0.0,2.4,3.2,2.87,2.4,07/08
1178,2007-09-01,2,14,3.0,3.0,1.0,2.0,2.0,13.0,13.0,7.0,8.0,13.0,11.0,6.0,14.0,1.0,0.0,0.0,0.0,3.1,3.2,2.25,2.95,07/08
1179,2007-09-01,8,31,6.0,0.0,0.0,0.0,0.0,20.0,8.0,10.0,3.0,10.0,14.0,4.0,2.0,0.0,1.0,0.0,0.0,1.16,6.0,19.0,1.2,07/08
1180,2007-09-01,0,25,1.0,0.0,0.0,0.0,1.0,17.0,4.0,9.0,1.0,10.0,7.0,6.0,0.0,1.0,2.0,0.0,0.0,1.16,6.0,19.0,1.2,07/08
1181,2007-09-01,29,27,2.0,0.0,0.0,0.0,0.0,13.0,9.0,7.0,4.0,8.0,12.0,11.0,5.0,1.0,3.0,0.0,0.0,2.0,3.2,3.75,1.9,07/08
1182,2007-09-01,4,26,1.0,0.0,0.0,0.0,1.0,20.0,7.0,8.0,6.0,15.0,18.0,9.0,1.0,2.0,4.0,0.0,1.0,1.72,3.5,4.75,1.7,07/08
1183,2007-09-01,32,15,0.0,3.0,2.0,1.0,2.0,9.0,13.0,3.0,9.0,10.0,11.0,14.0,4.0,0.0,1.0,0.0,0.0,2.2,3.2,3.25,2.1,07/08
1184,2007-09-02,7,23,3.0,1.0,0.0,0.0,0.0,10.0,15.0,8.0,10.0,6.0,12.0,8.0,5.0,1.0,2.0,1.0,0.0,1.5,3.75,7.0,1.45,07/08
1185,2007-09-02,20,11,2.0,0.0,0.0,0.0,1.0,9.0,20.0,5.0,8.0,17.0,11.0,2.0,13.0,4.0,1.0,0.0,0.0,5.5,3.6,1.61,5.4,07/08
1186,2007-09-02,21,18,1.0,0.0,0.0,0.0,0.0,16.0,7.0,11.0,3.0,23.0,3.0,6.0,3.0,5.0,1.0,1.0,1.0,2.2,3.2,3.25,2.2,07/08
1187,2007-09-15,27,22,1.0,0.0,0.0,0.0,0.0,10.0,8.0,5.0,3.0,16.0,15.0,6.0,5.0,1.0,3.0,0.0,0.0,2.37,3.25,3.0,2.4,07/08
1188,2007-09-15,11,21,0.0,0.0,1.0,0.0,1.0,16.0,5.0,8.0,1.0,21.0,13.0,9.0,2.0,2.0,2.0,0.0,0.0,1.36,4.33,10.0,1.3,07/08
1189,2007-09-15,12,0,0.0,1.0,2.0,0.0,1.0,8.0,16.0,2.0,8.0,20.0,10.0,3.0,6.0,2.0,2.0,0.0,0.0,4.5,3.5,1.8,4.4,07/08
1190,2007-09-15,23,8,0.0,0.0,1.0,0.0,1.0,9.0,12.0,2.0,6.0,20.0,14.0,5.0,4.0,3.0,2.0,0.0,0.0,5.0,3.5,1.72,4.75,07/08
1191,2007-09-15,25,32,2.0,1.0,0.0,0.0,0.0,14.0,10.0,8.0,4.0,14.0,18.0,9.0,9.0,1.0,2.0,0.0,0.0,2.25,3.25,3.2,2.25,07/08
1192,2007-09-15,14,7,1.0,3.0,2.0,0.0,0.0,14.0,16.0,5.0,10.0,28.0,22.0,8.0,4.0,2.0,2.0,0.0,0.0,2.8,3.2,2.5,2.75,07/08
1193,2007-09-15,15,29,3.0,0.0,0.0,0.0,1.0,13.0,16.0,7.0,12.0,14.0,14.0,5.0,8.0,2.0,1.0,0.0,0.0,2.0,3.4,3.75,1.9,07/08
1194,2007-09-15,26,2,1.0,1.0,1.0,1.0,2.0,14.0,10.0,4.0,5.0,8.0,9.0,9.0,4.0,1.0,0.0,0.0,0.0,2.1,3.25,3.6,2.05,07/08
1195,2007-09-16,18,20,1.0,0.0,0.0,0.0,1.0,12.0,11.0,8.0,2.0,11.0,14.0,8.0,6.0,1.0,1.0,0.0,0.0,2.37,3.25,3.0,2.25,07/08
1196,2007-09-17,31,4,1.0,0.0,0.0,0.0,0.0,10.0,8.0,3.0,3.0,16.0,11.0,5.0,5.0,2.0,3.0,0.0,0.0,4.33,3.25,1.9,4.0,07/08
1197,2007-09-22,7,31,5.0,0.0,0.0,0.0,0.0,15.0,4.0,9.0,3.0,9.0,12.0,5.0,4.0,1.0,1.0,0.0,0.0,1.14,7.0,23.0,1.18,07/08
1198,2007-09-22,2,18,3.0,3.0,1.0,1.0,1.0,13.0,11.0,8.0,5.0,10.0,7.0,6.0,2.0,3.0,2.0,0.0,0.0,2.5,3.25,2.8,2.5,07/08
1199,2007-09-22,8,27,0.0,0.0,1.0,0.0,1.0,18.0,5.0,4.0,2.0,3.0,10.0,11.0,2.0,0.0,2.0,0.0,0.0,1.22,5.25,17.0,1.2,07/08
1200,2007-09-22,29,25,2.0,2.0,1.0,1.0,1.0,16.0,11.0,5.0,6.0,18.0,11.0,7.0,2.0,3.0,4.0,0.0,0.0,2.1,3.2,3.6,2.0,07/08
1201,2007-09-22,32,26,2.0,1.0,0.0,0.0,0.0,15.0,9.0,7.0,5.0,17.0,13.0,6.0,7.0,3.0,2.0,0.0,0.0,2.1,3.2,3.6,2.15,07/08
1202,2007-09-23,20,12,2.0,0.0,0.0,0.0,0.0,8.0,8.0,3.0,6.0,17.0,12.0,6.0,3.0,1.0,0.0,0.0,0.0,2.25,3.2,3.25,2.25,07/08
1203,2007-09-23,21,23,0.0,1.0,2.0,1.0,2.0,9.0,13.0,3.0,7.0,6.0,16.0,7.0,4.0,0.0,3.0,0.0,0.0,1.9,3.3,4.2,1.85,07/08
1204,2007-09-23,22,14,1.0,1.0,1.0,1.0,1.0,5.0,10.0,4.0,7.0,14.0,15.0,4.0,11.0,0.0,2.0,0.0,0.0,2.8,3.25,2.5,2.6,07/08
1205,2007-09-23,0,11,2.0,0.0,0.0,0.0,0.0,17.0,4.0,9.0,1.0,10.0,15.0,10.0,1.0,2.0,2.0,0.0,1.0,2.1,3.25,4.0,2.0,07/08
1206,2007-09-23,4,15,3.0,1.0,0.0,1.0,0.0,12.0,13.0,4.0,8.0,16.0,15.0,1.0,5.0,1.0,3.0,0.0,0.0,2.0,3.4,3.75,1.9,07/08
1207,2007-09-29,27,0,0.0,1.0,2.0,0.0,1.0,17.0,11.0,9.0,4.0,14.0,11.0,4.0,4.0,3.0,1.0,0.0,0.0,6.5,4.0,1.53,5.75,07/08
1208,2007-09-29,11,2,0.0,0.0,1.0,0.0,1.0,16.0,6.0,4.0,1.0,8.0,18.0,9.0,4.0,1.0,1.0,1.0,0.0,1.3,5.0,12.0,1.28,07/08
1209,2007-09-29,31,22,1.0,1.0,1.0,1.0,1.0,10.0,12.0,6.0,7.0,15.0,8.0,7.0,8.0,3.0,2.0,0.0,0.0,2.7,3.25,2.62,2.4,07/08
1210,2007-09-29,18,4,3.0,1.0,0.0,1.0,1.0,16.0,12.0,12.0,8.0,7.0,10.0,3.0,9.0,0.0,0.0,0.0,0.0,2.25,3.25,3.3,2.1,07/08
1211,2007-09-29,23,32,7.0,4.0,0.0,1.0,0.0,25.0,13.0,17.0,7.0,4.0,7.0,8.0,4.0,1.0,1.0,0.0,0.0,1.72,3.4,5.5,1.75,07/08
1212,2007-09-29,25,21,1.0,2.0,2.0,0.0,1.0,14.0,14.0,12.0,8.0,11.0,4.0,10.0,2.0,1.0,0.0,0.0,0.0,2.75,3.25,2.62,2.45,07/08
1213,2007-09-29,15,7,0.0,1.0,2.0,1.0,2.0,9.0,16.0,4.0,12.0,15.0,14.0,3.0,14.0,2.0,2.0,0.0,0.0,4.5,3.5,1.83,4.2,07/08
1214,2007-09-29,26,8,0.0,1.0,2.0,0.0,1.0,9.0,14.0,3.0,10.0,11.0,10.0,5.0,6.0,2.0,1.0,0.0,0.0,6.5,3.8,1.57,5.4,07/08
1215,2007-09-30,12,29,2.0,0.0,0.0,0.0,0.0,13.0,13.0,9.0,5.0,17.0,21.0,2.0,6.0,0.0,4.0,0.0,0.0,1.8,3.5,4.75,1.8,07/08
1216,2007-10-01,14,20,4.0,4.0,1.0,3.0,2.0,19.0,7.0,12.0,7.0,10.0,13.0,13.0,3.0,2.0,3.0,0.0,0.0,1.9,3.25,4.33,1.95,07/08
1217,2007-10-06,20,15,1.0,0.0,0.0,0.0,0.0,5.0,8.0,5.0,3.0,17.0,12.0,7.0,4.0,3.0,2.0,0.0,0.0,1.83,3.6,4.33,1.85,07/08
1218,2007-10-06,0,26,4.0,0.0,0.0,0.0,1.0,17.0,6.0,12.0,2.0,12.0,6.0,12.0,2.0,1.0,1.0,0.0,0.0,1.16,6.5,21.0,1.2,07/08
1219,2007-10-07,7,25,3.0,2.0,0.0,1.0,0.0,18.0,11.0,8.0,7.0,10.0,9.0,8.0,2.0,0.0,2.0,0.0,1.0,1.16,6.5,23.0,1.2,07/08
1220,2007-10-07,21,27,2.0,1.0,0.0,0.0,0.0,17.0,6.0,5.0,5.0,15.0,13.0,6.0,7.0,3.0,1.0,0.0,0.0,1.66,3.75,5.5,1.65,07/08
1221,2007-10-07,22,11,0.0,1.0,2.0,1.0,2.0,13.0,15.0,7.0,8.0,17.0,8.0,5.0,5.0,5.0,1.0,0.0,0.0,5.0,3.6,1.72,5.0,07/08
1222,2007-10-07,2,23,0.0,2.0,2.0,0.0,1.0,13.0,14.0,10.0,8.0,7.0,17.0,8.0,5.0,1.0,0.0,0.0,0.0,2.62,3.25,2.75,2.35,07/08
1223,2007-10-07,8,14,2.0,2.0,1.0,1.0,1.0,21.0,11.0,9.0,6.0,18.0,10.0,5.0,3.0,0.0,1.0,0.0,0.0,1.53,4.0,6.5,1.5,07/08
1224,2007-10-07,18,29,3.0,1.0,0.0,0.0,0.0,18.0,17.0,13.0,11.0,11.0,13.0,8.0,8.0,2.0,3.0,0.0,0.0,1.66,3.6,5.5,1.65,07/08
1225,2007-10-07,4,12,3.0,2.0,0.0,0.0,0.0,15.0,11.0,10.0,6.0,13.0,19.0,8.0,2.0,2.0,1.0,0.0,0.0,2.1,3.3,3.6,1.9,07/08
1226,2007-10-07,32,31,1.0,0.0,0.0,0.0,1.0,11.0,7.0,3.0,0.0,9.0,18.0,3.0,3.0,1.0,1.0,0.0,0.0,1.72,3.6,5.0,1.7,07/08
1227,2007-10-20,7,22,2.0,0.0,0.0,0.0,1.0,19.0,1.0,9.0,0.0,14.0,20.0,5.0,3.0,1.0,5.0,0.0,0.0,1.25,5.25,15.0,1.22,07/08
1228,2007-10-20,20,0,1.0,4.0,2.0,3.0,2.0,11.0,21.0,5.0,13.0,8.0,8.0,3.0,9.0,2.0,2.0,2.0,0.0,4.5,3.6,1.8,4.5,07/08
1229,2007-10-20,21,32,4.0,2.0,0.0,0.0,0.0,11.0,13.0,6.0,7.0,8.0,7.0,4.0,9.0,0.0,0.0,0.0,0.0,1.7,3.5,5.5,1.6,07/08
1230,2007-10-20,12,8,1.0,2.0,2.0,0.0,0.0,6.0,17.0,1.0,7.0,8.0,14.0,9.0,6.0,1.0,2.0,2.0,0.0,3.6,3.3,2.1,3.5,07/08
1231,2007-10-20,2,31,0.0,0.0,1.0,0.0,1.0,13.0,13.0,9.0,9.0,10.0,10.0,6.0,8.0,0.0,2.0,1.0,0.0,1.72,3.5,5.25,1.7,07/08
1232,2007-10-20,18,27,1.0,0.0,0.0,0.0,0.0,12.0,13.0,4.0,8.0,17.0,12.0,6.0,7.0,3.0,2.0,0.0,0.0,1.57,3.6,7.0,1.45,07/08
1233,2007-10-20,29,11,0.0,2.0,2.0,1.0,2.0,7.0,9.0,4.0,6.0,9.0,9.0,6.0,6.0,1.0,1.0,0.0,0.0,6.0,3.75,1.61,5.0,07/08
1234,2007-10-20,26,23,0.0,2.0,2.0,0.0,1.0,7.0,15.0,0.0,8.0,9.0,9.0,3.0,2.0,2.0,3.0,0.0,0.0,3.1,3.25,2.37,2.65,07/08
1235,2007-10-21,15,25,3.0,1.0,0.0,0.0,0.0,12.0,16.0,7.0,10.0,8.0,17.0,6.0,7.0,3.0,2.0,0.0,0.0,1.9,3.25,4.5,1.8,07/08
1236,2007-10-22,4,14,3.0,1.0,0.0,0.0,0.0,15.0,11.0,7.0,4.0,12.0,7.0,5.0,5.0,2.0,2.0,0.0,0.0,2.37,3.3,3.0,2.3,07/08
1237,2007-10-27,27,26,3.0,2.0,0.0,1.0,1.0,16.0,8.0,10.0,5.0,11.0,12.0,6.0,5.0,0.0,1.0,0.0,0.0,2.1,3.3,3.6,2.0,07/08
1238,2007-10-27,11,18,6.0,0.0,0.0,0.0,0.0,16.0,7.0,9.0,4.0,13.0,12.0,9.0,3.0,2.0,2.0,0.0,0.0,1.5,4.0,7.0,1.5,07/08
1239,2007-10-27,0,29,4.0,1.0,0.0,1.0,0.0,18.0,7.0,14.0,4.0,10.0,15.0,2.0,4.0,0.0,2.0,0.0,0.0,1.18,6.5,19.0,1.2,07/08
1240,2007-10-27,23,15,0.0,0.0,1.0,0.0,1.0,10.0,10.0,3.0,3.0,18.0,9.0,11.0,5.0,2.0,4.0,0.0,0.0,1.8,3.5,4.75,1.8,07/08
1241,2007-10-27,32,4,2.0,1.0,0.0,0.0,1.0,12.0,6.0,5.0,2.0,14.0,10.0,5.0,8.0,0.0,1.0,0.0,0.0,2.75,3.25,2.5,2.65,07/08
1242,2007-10-27,25,2,1.0,1.0,1.0,1.0,2.0,8.0,8.0,6.0,3.0,13.0,16.0,9.0,1.0,1.0,4.0,1.0,0.0,2.1,3.3,3.6,2.0,07/08
1243,2007-10-28,22,20,1.0,1.0,1.0,0.0,0.0,13.0,8.0,6.0,3.0,15.0,13.0,7.0,3.0,2.0,1.0,0.0,0.0,2.7,3.3,2.62,2.6,07/08
1244,2007-10-28,31,12,0.0,2.0,2.0,1.0,2.0,5.0,7.0,2.0,3.0,11.0,12.0,0.0,2.0,1.0,1.0,0.0,0.0,3.6,3.3,2.1,3.3,07/08
1245,2007-10-28,8,7,1.0,1.0,1.0,0.0,0.0,11.0,11.0,8.0,4.0,16.0,10.0,4.0,1.0,3.0,3.0,0.0,0.0,2.5,3.25,2.8,2.3,07/08
1246,2007-10-28,14,21,1.0,2.0,2.0,0.0,1.0,9.0,9.0,6.0,4.0,11.0,14.0,10.0,2.0,4.0,3.0,0.0,0.0,2.2,3.4,3.25,2.0,07/08
1247,2007-11-03,7,0,2.0,2.0,1.0,1.0,2.0,16.0,10.0,6.0,4.0,15.0,15.0,3.0,4.0,1.0,2.0,0.0,0.0,2.5,3.1,3.0,2.4,07/08
1248,2007-11-03,20,31,2.0,0.0,0.0,0.0,1.0,15.0,8.0,7.0,2.0,7.0,20.0,7.0,4.0,0.0,3.0,0.0,0.0,1.4,4.33,9.0,1.4,07/08
1249,2007-11-03,21,8,0.0,0.0,1.0,0.0,1.0,15.0,11.0,7.0,7.0,7.0,11.0,6.0,3.0,0.0,1.0,0.0,0.0,3.0,3.3,2.37,3.05,07/08
1250,2007-11-03,12,27,3.0,1.0,0.0,0.0,0.0,16.0,7.0,9.0,6.0,14.0,22.0,6.0,5.0,0.0,1.0,0.0,0.0,1.66,3.5,5.75,1.7,07/08
1251,2007-11-03,2,32,3.0,1.0,0.0,0.0,0.0,9.0,13.0,7.0,6.0,11.0,6.0,8.0,9.0,3.0,0.0,1.0,0.0,2.2,3.25,3.4,2.2,07/08
1252,2007-11-03,29,14,1.0,1.0,1.0,1.0,2.0,5.0,9.0,3.0,4.0,13.0,8.0,6.0,7.0,1.0,0.0,0.0,0.0,3.0,3.25,2.4,2.8,07/08
1253,2007-11-03,4,23,1.0,4.0,2.0,3.0,2.0,14.0,10.0,7.0,7.0,15.0,15.0,4.0,5.0,2.0,2.0,0.0,0.0,2.1,3.3,3.6,2.05,07/08
1254,2007-11-03,26,11,0.0,2.0,2.0,2.0,2.0,10.0,13.0,3.0,7.0,16.0,9.0,4.0,3.0,2.0,1.0,0.0,0.0,9.0,4.33,1.4,7.5,07/08
